Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$35,000 to $49,999",42013,(+/- 3164 ),36006,(+/- 2534 ),37538,(+/- 3227 ),39501,(+/- 3509 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$50,000 to $74,999",49010,(+/- 3246 ),39811,(+/- 2677 ),42135,(+/- 3174 ),54107,(+/- 3812 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$75,000 to $99,999",33633,(+/- 3052 ),21041,(+/- 1975 ),29897,(+/- 2467 ),33093,(+/- 3096 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$100,000 to $149,999",28371,(+/- 2630 ),19906,(+/- 1970 ),31303,(+/- 2976 ),26596,(+/- 2443 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$150,000 to $199,000",7897,(+/- 1234 ),6726,(+/- 1067 ),11799,(+/- 1568 ),8364,(+/- 1474 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$200,000 or more",6464,(+/- 1330 ),3752,(+/- 938 ),10371,(+/- 1319 ),7978,(+/- 1452 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Median household income (dollars),43194,(+/- 1816 ),34392,(+/- 1200 ),45115,(+/- 1922 ),45192,(+/- 2061 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Mean household income (dollars),59243,(+/- 1870 ),50754,(+/- 1864 ),64626,(+/- 2143 ),60785,(+/- 2042 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population,753985,(+/- 3115 ),686904,(+/- 7000 ),733423,(+/- 7278 ),749856,(+/- 2358 )
Socioeconomic,Health Insurance Coverage,With health insurance coverage,674455,(+/- 6979 ),596877,(+/- 7129 ),653811,(+/- 9816 ),652844,(+/- 8142 )
Socioeconomic,Health Insurance Coverage,With private health insurance,488945,(+/- 11863 ),344207,(+/- 7149 ),466051,(+/- 11698 ),459860,(+/- 11401 )
Socioeconomic,Health Insurance Coverage,With public coverage,271857,(+/- 8271 ),322777,(+/- 8048 ),274151,(+/- 8110 ),284538,(+/- 8765 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,79530,(+/- 6649 ),90027,(+/- 5415 ),79612,(+/- 7620 ),97012,(+/- 7970 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population under 18 years,181696,(+/- 1833 ),176202,(+/- 3517 ),179347,(+/- 3955 ),183863,(+/- 1834 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,8087,(+/- 2033 ),6833,(+/- 1752 ),8925,(+/- 2566 ),8745,(+/- 2389 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All families,13.6,(+/- 1.4 ),22.9,(+/- 1.6 ),14.6,(+/- 1.4 ),15.5,(+/- 1.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,20.1,(+/- 2.2 ),35.5,(+/- 2.5 ),21.5,(+/- 2.6 ),25.2,(+/- 2.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,19.9,(+/- 6.5 ),33.4,(+/- 7.7 ),14.5,(+/- 5.1 ),23.9,(+/- 6.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Married couple families,7.4,(+/- 1.2 ),7.7,(+/- 1.3 ),6.5,(+/- 1.2 ),7.4,(+/- 1.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,9.2,(+/- 2.0 ),12.6,(+/- 2.8 ),7.5,(+/- 1.9 ),10.3,(+/- 2.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,12.2,(+/- 6.5 ),10.5,(+/- 6.3 ),7.2,(+/- 5.5 ),5.7,(+/- 3.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,"Families with female householder, no husband present",32.2,(+/- 4.0 ),44.7,(+/- 3.1 ),38.1,(+/- 4.2 ),42.1,(+/- 4.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,41.5,(+/- 5.4 ),55.9,(+/- 4.1 ),45.7,(+/- 5.7 ),54.5,(+/- 5.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,38.6,(+/- 12.7 ),53.7,(+/- 11.6 ),31.6,(+/- 13.2 ),56.9,(+/- 12.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All people,17.7,(+/- 1.3 ),27.3,(+/- 1.6 ),19.3,(+/- 1.4 ),19.7,(+/- 1.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,22.5,(+/- 2.6 ),39.8,(+/- 2.7 ),27.3,(+/- 2.9 ),29.6,(+/- 3.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,22.1,(+/- 2.6 ),39.5,(+/- 2.8 ),27.1,(+/- 2.9 ),29.4,(+/- 3.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,24.8,(+/- 4.1 ),37.6,(+/- 4.6 ),27.7,(+/- 4.3 ),33.4,(+/- 5.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,21.3,(+/- 2.8 ),40.2,(+/- 3.0 ),26.8,(+/- 3.0 ),28.0,(+/- 3.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,16.1,(+/- 1.2 ),23.0,(+/- 1.3 ),16.7,(+/- 1.2 ),16.5,(+/- 1.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,13.6,(+/- 1.7 ),14.4,(+/- 1.8 ),9.5,(+/- 1.6 ),11.7,(+/- 1.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,People in families,14.5,(+/- 1.5 ),26.0,(+/- 1.8 ),16.8,(+/- 1.5 ),17.4,(+/- 1.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,33.9,(+/- 2.7 ),33.5,(+/- 2.3 ),32.7,(+/- 2.3 ),30.4,(+/- 2.4 )
Education,School Enrollment,Population 3 years and over enrolled in school,199345,(+/- 4343 ),190196,(+/- 4913 ),196086,(+/- 5918 ),196039,(+/- 4010 )
Education,School Enrollment,"Nursery school, preschool",8815,(+/- 1534 ),14226,(+/- 1937 ),11724,(+/- 1596 ),10687,(+/- 1800 )
Education,School Enrollment,Kindergarten,11985,(+/- 1815 ),9816,(+/- 1807 ),11729,(+/- 1846 ),10355,(+/- 1791 )
Education,School Enrollment,Elementary school (grades 1-8),85928,(+/- 2954 ),81728,(+/- 3154 ),81100,(+/- 3744 ),85563,(+/- 2969 )
Education,School Enrollment,High school (grades 9-12),43569,(+/- 2230 ),39627,(+/- 2371 ),40662,(+/- 3570 ),42497,(+/- 2652 )
Education,School Enrollment,College or graduate school,49048,(+/- 3414 ),44799,(+/- 3464 ),50871,(+/- 4191 ),46937,(+/- 3316 )
Education,Educational Attainment,Population 25 years and over,501733,(+/- 3436 ),456953,(+/- 4311 ),492266,(+/- 5473 ),506070,(+/- 2873 )
Education,Educational Attainment,Less than 9th grade,21971,(+/- 2205 ),28327,(+/- 2924 ),22670,(+/- 2841 ),21756,(+/- 2633 )
Education,Educational Attainment,"9th to 12th grade, no diploma",59978,(+/- 4326 ),60310,(+/- 3306 ),48611,(+/- 4800 ),47111,(+/- 4504 )
Education,Educational Attainment,High school graduate (includes equivalency),158980,(+/- 4797 ),142855,(+/- 5230 ),149392,(+/- 6396 ),152108,(+/- 5651 )
Education,Educational Attainment,"Some college, no degree",111599,(+/- 5749 ),102453,(+/- 5015 ),100166,(+/- 6267 ),124777,(+/- 6316 )
Education,Educational Attainment,Associate's degree,45176,(+/- 3199 ),34940,(+/- 3224 ),43975,(+/- 4250 ),53604,(+/- 4211 )
Education,Educational Attainment,Bachelor's degree,66259,(+/- 4912 ),54807,(+/- 3650 ),76632,(+/- 4712 ),67167,(+/- 4477 )
Education,Educational Attainment,Graduate or professional degree,37770,(+/- 3173 ),33261,(+/- 2960 ),50820,(+/- 3829 ),39547,(+/- 3353 )
Education,Educational Attainment,Percent high school graduate or higher,83.7,(+/- 1.0 ),80.6,(+/- 0.9 ),85.5,(+/- 1.0 ),86.4,(+/- 1.0 )
Education,Educational Attainment,Percent bachelor's degree or higher,20.7,(+/- 1.1 ),19.3,(+/- 1.0 ),25.9,(+/- 1.2 ),21.1,(+/- 1.2 )

Source: 2016 American Community Survey 1-Year Estimates
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.
An '(X)' means that the estimate is not applicable or not available
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,District 01 Estimate,District 01 Flag,District 02 Estimate,District 02 Flag,District 03 Estimate,District 03 Flag,District 04 Estimate,District 04 Flag
Business,Paid employees for pay period including March 12,Total for all sectors,224475,G,191121,G,262764,G,226418,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",1356,G,935,G,1962,G,721,G
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",458,H,223,H,1812,G,2175,G
Business,Paid employees for pay period including March 12,Utilities,1361,G,2688,H,1902,H,3395,H
Business,Paid employees for pay period including March 12,Construction,7894,G,8774,G,12351,G,13753,G
Business,Paid employees for pay period including March 12,Manufacturing,49717,G,30144,G,27591,H,33737,G
Business,Paid employees for pay period including March 12,Wholesale trade,10579,G,7589,G,12275,G,5422,G
Business,Paid employees for pay period including March 12,Retail trade,35236,G,29372,G,40574,G,37628,G
Business,Paid employees for pay period including March 12,Transportation and warehousing,14550,G,7941,G,10038,G,4639,G
Business,Paid employees for pay period including March 12,Information,2141,H,2910,G,5787,H,2836,H
Business,Paid employees for pay period including March 12,Finance and insurance,6793,H,5586,H,13398,H,6875,H
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,2053,G,1849,H,3693,H,2694,G
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services",5409,G,4376,G,11675,G,8844,G
Business,Paid employees for pay period including March 12,Management of companies and enterprises,1633,G,1948,G,2889,G,1762,G
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,14562,G,7623,G,11547,G,9251,G
Business,Paid employees for pay period including March 12,Educational services,2639,G,7160,G,5103,G,2846,G
Business,Paid employees for pay period including March 12,Health care and social assistance,32479,G,34679,G,53159,G,39242,G
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation",1906,G,1435,H,2662,H,2767,H
Business,Paid employees for pay period including March 12,Accommodation and food services,24513,G,27693,G,32279,G,38836,G
Business,Paid employees for pay period including March 12,Other services (except public administration),9141,G,8113,G,12002,G,8917,G
Business,Paid employees for pay period including March 12,Industries not classified,55,G,83,G,65,J,78,H
Business,"Annual payroll ($1,000)",Total for all sectors,7774271,G,6662666,G,10156239,G,8752630,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",73935,H,33977,G,77691,G,29478,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",25006,H,10729,G,132125,G,173386,H
Business,"Annual payroll ($1,000)",Utilities,78391,G,261809,J,144665,H,247622,H
Business,"Annual payroll ($1,000)",Construction,332107,G,385856,G,671483,G,634745,G
Business,"Annual payroll ($1,000)",Manufacturing,2123452,G,1367302,H,1119719,H,1865717,H
Business,"Annual payroll ($1,000)",Wholesale trade,503424,G,361159,G,649798,G,259754,G
Business,"Annual payroll ($1,000)",Retail trade,836181,G,688978,G,987874,G,878484,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,602572,G,352682,G,441145,G,210510,G
Business,"Annual payroll ($1,000)",Information,90441,H,148065,G,276126,H,124931,H
Business,"Annual payroll ($1,000)",Finance and insurance,329244,G,258797,G,817386,G,346717,G
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,60229,G,56345,G,142876,G,88315,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",264248,G,189895,G,660030,G,446062,G
Business,"Annual payroll ($1,000)",Management of companies and enterprises,102806,G,118052,H,225039,G,174842,H
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,373821,G,213069,G,284145,G,266024,G
Business,"Annual payroll ($1,000)",Educational services,49471,G,166558,G,129677,G,78865,G
Business,"Annual payroll ($1,000)",Health care and social assistance,1336597,G,1351937,G,2530499,G,1956541,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",32915,H,30489,H,55514,H,62900,H
Business,"Annual payroll ($1,000)",Accommodation and food services,339234,G,471918,G,496559,G,701039,G
Business,"Annual payroll ($1,000)",Other services (except public administration),219593,G,194309,G,312983,G,206153,G
Business,"Annual payroll ($1,000)",Industries not classified,604,G,740,H,905,H,545,G
Business,Total Establishments,Total for all sectors,14247,X,12650,X,17218,X,14223,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",146,X,154,X,261,X,132,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",22,X,37,X,156,X,136,X
Business,Total Establishments,Utilities,125,X,158,X,157,X,150,X
Business,Total Establishments,Construction,928,X,770,X,1143,X,958,X
Business,Total Establishments,Manufacturing,775,X,406,X,506,X,430,X
Business,Total Establishments,Wholesale trade,675,X,597,X,851,X,557,X
Business,Total Establishments,Retail trade,3005,X,2638,X,3107,X,2836,X
Business,Total Establishments,Transportation and warehousing,654,X,455,X,554,X,399,X
Business,Total Establishments,Information,201,X,214,X,299,X,192,X
Business,Total Establishments,Finance and insurance,1043,X,945,X,1526,X,1058,X
Business,Total Establishments,Real estate and rental and leasing,496,X,545,X,700,X,668,X
Business,Total Establishments,"Professional, scientific, and technical services",930,X,806,X,1662,X,1295,X
Business,Total Establishments,Management of companies and enterprises,58,X,68,X,132,X,78,X
Business,Total Establishments,Administrative and support and waste management and remediation services,544,X,412,X,676,X,522,X
Business,Total Establishments,Educational services,138,X,146,X,180,X,154,X
Business,Total Establishments,Health care and social assistance,1464,X,1504,X,1719,X,1505,X
Business,Total Establishments,"Arts, entertainment, and recreation",148,X,158,X,183,X,166,X
Business,Total Establishments,Accommodation and food services,1326,X,1157,X,1490,X,1473,X
Business,Total Establishments,Other services (except public administration),1539,X,1445,X,1877,X,1487,X
Business,Total Establishments,Industries not classified,30,X,35,X,39,X,27,X

Source: 2015 County Business Patterns for Congressional Districts
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
2. Industries not classified - Industry could not be determined.
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
5. Disclosure and Quality Indicator Flag Definitions:
D Withheld to avoid disclosing data for individual companies; data are included in higher level totals
G Cell value changed by less than 2 percent by the application of noise
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise
J Cell value changed by 5 percent or more by the application of noise
S Cell value withheld because it did not meet publication standards
N Not available or not comparable
X Not applicable
a 0 to 19 employees
b 20 to 99 employees
c 100 to 249 employees
e 250 to 499 employees
f 500 to 999 employees
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
