Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE
People,Ancestry,Hungarian,1742,(+/- 1116 ),1381,(+/- 618 ),2134,(+/- 1039 ),1277,(+/- 434 ),4390,(+/- 1031 ),4552,(+/- 1033 ),2462,(+/- 1129 ),4315,(+/- 1685 ),5701,(+/- 1367 ),4448,(+/- 1272 ),3296,(+/- 1307 ),2092,(+/- 790 ),1758,(+/- 723 ),4528,(+/- 2215 ),1034,(+/- 526 ),1765,(+/- 635 ),826,(+/- 382 ),1488,(+/- 689 )
People,Ancestry,Irish,74275,(+/- 7580 ),40083,(+/- 4917 ),111266,(+/- 7840 ),30203,(+/- 3630 ),108586,(+/- 5664 ),117939,(+/- 6484 ),44475,(+/- 4541 ),64988,(+/- 5669 ),86039,(+/- 5576 ),69184,(+/- 6289 ),85515,(+/- 6694 ),72296,(+/- 5449 ),85441,(+/- 5430 ),114138,(+/- 8419 ),73720,(+/- 4979 ),104088,(+/- 5304 ),83583,(+/- 5503 ),95098,(+/- 5879 )
People,Ancestry,Italian,37208,(+/- 4546 ),23847,(+/- 3498 ),56803,(+/- 5192 ),23996,(+/- 2808 ),64279,(+/- 5148 ),82368,(+/- 6402 ),25717,(+/- 3836 ),62538,(+/- 5822 ),48506,(+/- 4119 ),39599,(+/- 4411 ),58059,(+/- 5876 ),23581,(+/- 3430 ),27934,(+/- 3494 ),67746,(+/- 7141 ),17805,(+/- 3053 ),52313,(+/- 4291 ),23794,(+/- 2708 ),25472,(+/- 2984 )
People,Ancestry,Lithuanian,9436,(+/- 2876 ),3478,(+/- 1147 ),14338,(+/- 2761 ),2856,(+/- 1156 ),3085,(+/- 991 ),8184,(+/- 2430 ),2388,(+/- 934 ),4317,(+/- 1733 ),5352,(+/- 1547 ),4203,(+/- 1040 ),6928,(+/- 1623 ),2132,(+/- 889 ),2053,(+/- 617 ),6922,(+/- 1841 ),1572,(+/- 742 ),4304,(+/- 1268 ),1122,(+/- 432 ),2423,(+/- 853 )
People,Ancestry,Norwegian,3049,(+/- 1033 ),2662,(+/- 966 ),4778,(+/- 1156 ),2884,(+/- 734 ),10412,(+/- 1482 ),16019,(+/- 2453 ),3598,(+/- 1134 ),8019,(+/- 1663 ),8579,(+/- 1722 ),10917,(+/- 1986 ),7181,(+/- 1669 ),3047,(+/- 1042 ),4531,(+/- 1180 ),21042,(+/- 3303 ),4313,(+/- 1256 ),25970,(+/- 3600 ),9087,(+/- 1556 ),7047,(+/- 1603 )
People,Ancestry,Polish,45237,(+/- 4467 ),26078,(+/- 3437 ),110951,(+/- 8703 ),35919,(+/- 3502 ),101073,(+/- 6675 ),81632,(+/- 5712 ),22698,(+/- 3212 ),79861,(+/- 6263 ),67340,(+/- 5122 ),64310,(+/- 5760 ),64552,(+/- 6050 ),18083,(+/- 2681 ),17842,(+/- 2758 ),83005,(+/- 7418 ),12110,(+/- 1678 ),39990,(+/- 3633 ),14182,(+/- 1961 ),15952,(+/- 2726 )
People,Ancestry,Portuguese,177,(+/- 181 ),58,(+/- 99 ),1096,(+/- 724 ),115,(+/- 108 ),404,(+/- 282 ),413,(+/- 341 ),960,(+/- 1188 ),305,(+/- 314 ),707,(+/- 327 ),295,(+/- 324 ),69,(+/- 85 ),351,(+/- 239 ),337,(+/- 237 ),607,(+/- 490 ),352,(+/- 220 ),301,(+/- 261 ),493,(+/- 368 ),642,(+/- 284 )
People,Ancestry,Russian,3282,(+/- 1052 ),1603,(+/- 678 ),4293,(+/- 1048 ),2721,(+/- 861 ),14277,(+/- 2471 ),7113,(+/- 1629 ),8270,(+/- 1751 ),5677,(+/- 1963 ),19341,(+/- 2524 ),24189,(+/- 2584 ),3031,(+/- 1100 ),3065,(+/- 1618 ),2511,(+/- 880 ),7398,(+/- 1955 ),764,(+/- 343 ),2969,(+/- 917 ),1789,(+/- 732 ),2414,(+/- 983 )
People,Ancestry,Scotch-Irish,2069,(+/- 715 ),1642,(+/- 628 ),2710,(+/- 862 ),1124,(+/- 504 ),2842,(+/- 809 ),4228,(+/- 886 ),1892,(+/- 743 ),2503,(+/- 697 ),2919,(+/- 683 ),3376,(+/- 941 ),3246,(+/- 1189 ),7496,(+/- 1591 ),5892,(+/- 1174 ),5440,(+/- 1509 ),6300,(+/- 1024 ),5827,(+/- 1549 ),5282,(+/- 984 ),6328,(+/- 1086 )
People,Ancestry,Scottish,3520,(+/- 1208 ),3219,(+/- 1250 ),4797,(+/- 1154 ),2452,(+/- 763 ),8223,(+/- 1366 ),11972,(+/- 1592 ),3990,(+/- 1091 ),7617,(+/- 1420 ),8424,(+/- 1449 ),8850,(+/- 1983 ),6369,(+/- 1450 ),11560,(+/- 2007 ),13703,(+/- 2244 ),11455,(+/- 2316 ),11114,(+/- 1852 ),11942,(+/- 1415 ),10561,(+/- 1580 ),12344,(+/- 1787 )
People,Ancestry,Slovak,1615,(+/- 650 ),1157,(+/- 514 ),2993,(+/- 862 ),1102,(+/- 462 ),2018,(+/- 650 ),3023,(+/- 788 ),897,(+/- 621 ),1899,(+/- 847 ),1887,(+/- 596 ),1021,(+/- 515 ),3343,(+/- 882 ),591,(+/- 367 ),2178,(+/- 1015 ),3632,(+/- 1739 ),532,(+/- 406 ),3319,(+/- 925 ),471,(+/- 249 ),1493,(+/- 506 )
People,Ancestry,Subsaharan African,9569,(+/- 2531 ),18800,(+/- 3551 ),1456,(+/- 636 ),2292,(+/- 1389 ),4218,(+/- 1553 ),2613,(+/- 1333 ),8147,(+/- 2222 ),5088,(+/- 2465 ),15364,(+/- 3388 ),3323,(+/- 1388 ),6042,(+/- 2528 ),6515,(+/- 3072 ),6562,(+/- 2167 ),3961,(+/- 1771 ),1699,(+/- 939 ),748,(+/- 385 ),4954,(+/- 1969 ),2564,(+/- 1295 )
People,Ancestry,Swedish,7169,(+/- 1593 ),5419,(+/- 1147 ),9557,(+/- 1391 ),3530,(+/- 929 ),13069,(+/- 1713 ),24381,(+/- 2920 ),4670,(+/- 1000 ),12830,(+/- 1981 ),17076,(+/- 2941 ),15751,(+/- 2204 ),13131,(+/- 2747 ),4421,(+/- 896 ),7975,(+/- 1498 ),26998,(+/- 3447 ),6270,(+/- 1825 ),32166,(+/- 3097 ),30177,(+/- 2795 ),14310,(+/- 2218 )
People,Ancestry,Swiss,207,(+/- 178 ),136,(+/- 107 ),523,(+/- 584 ),777,(+/- 434 ),1491,(+/- 627 ),4643,(+/- 1268 ),1098,(+/- 515 ),917,(+/- 474 ),3030,(+/- 1311 ),2245,(+/- 822 ),2414,(+/- 1295 ),1385,(+/- 707 ),1840,(+/- 694 ),1766,(+/- 605 ),2962,(+/- 879 ),4399,(+/- 1244 ),3468,(+/- 955 ),5594,(+/- 1565 )
People,Ancestry,Ukrainian,1004,(+/- 552 ),267,(+/- 256 ),2246,(+/- 618 ),2526,(+/- 1010 ),9254,(+/- 2843 ),4261,(+/- 1291 ),4342,(+/- 1567 ),4948,(+/- 1201 ),6163,(+/- 1620 ),6755,(+/- 1481 ),2868,(+/- 1084 ),332,(+/- 194 ),1214,(+/- 728 ),4169,(+/- 2933 ),119,(+/- 163 ),1162,(+/- 546 ),726,(+/- 618 ),1083,(+/- 692 )
People,Ancestry,Welsh,1302,(+/- 873 ),1176,(+/- 482 ),987,(+/- 553 ),1396,(+/- 542 ),2630,(+/- 995 ),2254,(+/- 724 ),2136,(+/- 786 ),2163,(+/- 991 ),2383,(+/- 860 ),1585,(+/- 538 ),2227,(+/- 637 ),4658,(+/- 1236 ),4342,(+/- 1302 ),3468,(+/- 1550 ),3430,(+/- 992 ),3785,(+/- 1017 ),4105,(+/- 1117 ),5867,(+/- 1587 )
People,Ancestry,West Indian (excluding Hispanic origin groups),4458,(+/- 1326 ),5021,(+/- 1376 ),555,(+/- 467 ),1874,(+/- 885 ),999,(+/- 500 ),420,(+/- 284 ),3223,(+/- 970 ),1831,(+/- 1521 ),6266,(+/- 2411 ),2775,(+/- 1363 ),634,(+/- 347 ),1493,(+/- 1108 ),738,(+/- 421 ),1303,(+/- 774 ),191,(+/- 232 ),267,(+/- 176 ),2214,(+/- 1586 ),905,(+/- 480 )
People,Veteran Status,Civilian population 18 years and over,541210,(+/- 11140 ),540128,(+/- 9699 ),546056,(+/- 12515 ),517938,(+/- 12674 ),589690,(+/- 10835 ),554576,(+/- 10375 ),577490,(+/- 12590 ),543970,(+/- 10361 ),568259,(+/- 11515 ),526648,(+/- 6254 ),543215,(+/- 8672 ),533432,(+/- 3055 ),566550,(+/- 6178 ),543043,(+/- 8977 ),541493,(+/- 4394 ),536774,(+/- 4343 ),536435,(+/- 5289 ),554076,(+/- 5379 )
People,Veteran Status,Civilian veterans,28417,(+/- 2428 ),35505,(+/- 2947 ),24923,(+/- 2248 ),12157,(+/- 1604 ),19750,(+/- 2025 ),28404,(+/- 2064 ),22799,(+/- 2594 ),23814,(+/- 2438 ),21831,(+/- 2016 ),26469,(+/- 2503 ),27708,(+/- 2320 ),55366,(+/- 3130 ),44908,(+/- 2580 ),31628,(+/- 2892 ),47890,(+/- 2503 ),41694,(+/- 2834 ),40796,(+/- 1932 ),49935,(+/- 2864 )
People,Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,687611,(+/- 15400 ),708049,(+/- 12326 ),713030,(+/- 14480 ),693060,(+/- 16532 ),718708,(+/- 12651 ),717799,(+/- 13267 ),708147,(+/- 15755 ),713909,(+/- 12416 ),714363,(+/- 15812 ),693132,(+/- 7721 ),725979,(+/- 9014 ),673155,(+/- 3755 ),691528,(+/- 7554 ),733164,(+/- 9503 ),678978,(+/- 4958 ),674572,(+/- 6224 ),676102,(+/- 7533 ),699102,(+/- 8032 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,84747,(+/- 4783 ),87947,(+/- 5020 ),65657,(+/- 4211 ),51348,(+/- 3844 ),56011,(+/- 3598 ),60528,(+/- 4071 ),83251,(+/- 4530 ),66060,(+/- 4660 ),73835,(+/- 4301 ),64618,(+/- 3578 ),63398,(+/- 3664 ),107106,(+/- 4185 ),87135,(+/- 3651 ),57752,(+/- 4624 ),106307,(+/- 3747 ),87055,(+/- 3749 ),103006,(+/- 4198 ),83203,(+/- 3350 )
People,Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,150205,(+/- 7337 ),173569,(+/- 7719 ),174613,(+/- 7481 ),177065,(+/- 8650 ),133490,(+/- 6370 ),167525,(+/- 6887 ),145142,(+/- 7931 ),173549,(+/- 8216 ),155476,(+/- 8600 ),173860,(+/- 4326 ),186870,(+/- 4991 ),155881,(+/- 2421 ),137487,(+/- 3608 ),192791,(+/- 5991 ),158266,(+/- 2663 ),150825,(+/- 3327 ),154270,(+/- 4138 ),158979,(+/- 4241 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,4470,(+/- 1181 ),4578,(+/- 1036 ),5076,(+/- 1331 ),4194,(+/- 1082 ),3351,(+/- 950 ),3712,(+/- 1319 ),3801,(+/- 979 ),6597,(+/- 1353 ),3849,(+/- 961 ),4266,(+/- 1100 ),5727,(+/- 1173 ),7575,(+/- 1393 ),6017,(+/- 1168 ),5359,(+/- 1097 ),6896,(+/- 1052 ),6135,(+/- 1411 ),8854,(+/- 1653 ),7264,(+/- 1122 )
People,Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,431858,(+/- 10204 ),431432,(+/- 9277 ),443134,(+/- 11533 ),451710,(+/- 11412 ),498065,(+/- 10481 ),447961,(+/- 11075 ),477336,(+/- 12054 ),451870,(+/- 9633 ),444960,(+/- 11083 ),423195,(+/- 5729 ),454880,(+/- 8566 ),408233,(+/- 3271 ),448518,(+/- 5542 ),448760,(+/- 8388 ),400070,(+/- 3918 ),407583,(+/- 4387 ),404037,(+/- 5229 ),419013,(+/- 5390 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,42479,(+/- 3585 ),47184,(+/- 3725 ),31349,(+/- 2968 ),27036,(+/- 2681 ),23458,(+/- 2552 ),26687,(+/- 2716 ),48040,(+/- 3512 ),30753,(+/- 3323 ),30173,(+/- 3013 ),29837,(+/- 2721 ),32746,(+/- 2728 ),55765,(+/- 3182 ),45180,(+/- 2697 ),25862,(+/- 3057 ),53573,(+/- 2534 ),41390,(+/- 2843 ),50786,(+/- 3544 ),37564,(+/- 2681 )
People,Disability Status of the Civilian Noninstitutionalized Population,65 years and over,105548,(+/- 4306 ),103048,(+/- 4461 ),95283,(+/- 4401 ),64285,(+/- 4097 ),87153,(+/- 4613 ),102313,(+/- 4189 ),85669,(+/- 4500 ),88490,(+/- 4377 ),113927,(+/- 5043 ),96077,(+/- 3901 ),84229,(+/- 4575 ),109041,(+/- 1968 ),105523,(+/- 2936 ),91613,(+/- 4942 ),120642,(+/- 1964 ),116164,(+/- 1936 ),117795,(+/- 2298 ),121110,(+/- 2459 )
People,Disability Status of the Civilian Noninstitutionalized Population,With a disability,37798,(+/- 2628 ),36185,(+/- 2696 ),29232,(+/- 2138 ),20118,(+/- 2323 ),29202,(+/- 2756 ),30129,(+/- 2266 ),31410,(+/- 2758 ),28710,(+/- 2565 ),39813,(+/- 3140 ),30515,(+/- 2358 ),24925,(+/- 2461 ),43766,(+/- 2371 ),35938,(+/- 2136 ),26531,(+/- 2822 ),45838,(+/- 2217 ),39530,(+/- 2239 ),43366,(+/- 2186 ),38375,(+/- 2273 )
People,Residence 1 Year Ago,Population 1 year and over,684816,(+/- 14916 ),705827,(+/- 12127 ),713689,(+/- 14591 ),684385,(+/- 16171 ),714047,(+/- 12723 ),714975,(+/- 13068 ),712721,(+/- 15653 ),709560,(+/- 12377 ),715786,(+/- 15701 ),702089,(+/- 7950 ),721829,(+/- 9191 ),685652,(+/- 3248 ),696731,(+/- 7328 ),728854,(+/- 10066 ),691657,(+/- 4873 ),682489,(+/- 6083 ),683662,(+/- 7158 ),705373,(+/- 8036 )
People,Residence 1 Year Ago,Same house,611671,(+/- 13279 ),620002,(+/- 13522 ),641767,(+/- 15348 ),609127,(+/- 14763 ),600473,(+/- 12383 ),637454,(+/- 13278 ),585473,(+/- 15545 ),617521,(+/- 15191 ),625813,(+/- 16171 ),614788,(+/- 11404 ),640971,(+/- 11502 ),587916,(+/- 7608 ),566380,(+/- 8273 ),640390,(+/- 12100 ),602486,(+/- 6312 ),579685,(+/- 9049 ),588265,(+/- 8622 ),626513,(+/- 7686 )
People,Residence 1 Year Ago,Different house in the U.S.,69975,(+/- 6676 ),84130,(+/- 9235 ),69090,(+/- 8205 ),72767,(+/- 6451 ),106430,(+/- 6619 ),74168,(+/- 7110 ),121922,(+/- 8882 ),86410,(+/- 8570 ),82318,(+/- 6799 ),81581,(+/- 6785 ),76430,(+/- 6501 ),95125,(+/- 6781 ),124786,(+/- 6262 ),85735,(+/- 9189 ),88033,(+/- 5087 ),101592,(+/- 7984 ),93911,(+/- 5376 ),77158,(+/- 6037 )
People,Residence 1 Year Ago,Same county,57529,(+/- 6262 ),66347,(+/- 8881 ),53541,(+/- 7428 ),61458,(+/- 6091 ),79887,(+/- 5822 ),37980,(+/- 5409 ),94465,(+/- 8297 ),55398,(+/- 8130 ),62188,(+/- 6164 ),50523,(+/- 5699 ),42340,(+/- 5455 ),53933,(+/- 5670 ),70332,(+/- 6328 ),42999,(+/- 6220 ),52272,(+/- 4546 ),64039,(+/- 6143 ),60337,(+/- 5029 ),49269,(+/- 5174 )
People,Residence 1 Year Ago,Different county,12446,(+/- 2371 ),17783,(+/- 3329 ),15549,(+/- 3050 ),11309,(+/- 2279 ),26543,(+/- 2975 ),36188,(+/- 4750 ),27457,(+/- 4089 ),31012,(+/- 5086 ),20130,(+/- 2582 ),31058,(+/- 3675 ),34090,(+/- 4200 ),41192,(+/- 5673 ),54454,(+/- 4383 ),42736,(+/- 6988 ),35761,(+/- 3749 ),37553,(+/- 4061 ),33574,(+/- 3884 ),27889,(+/- 2637 )
People,Residence 1 Year Ago,Same state,5975,(+/- 1574 ),10263,(+/- 2464 ),10144,(+/- 2459 ),3731,(+/- 1129 ),9787,(+/- 1920 ),23278,(+/- 3389 ),9079,(+/- 2367 ),21772,(+/- 4392 ),5914,(+/- 1331 ),13729,(+/- 2815 ),25850,(+/- 3806 ),24361,(+/- 3858 ),40299,(+/- 3264 ),32205,(+/- 5945 ),26693,(+/- 3155 ),28706,(+/- 3714 ),21659,(+/- 3030 ),19566,(+/- 2369 )
People,Residence 1 Year Ago,Different state,6471,(+/- 1597 ),7520,(+/- 1978 ),5405,(+/- 1873 ),7578,(+/- 2116 ),16756,(+/- 2189 ),12910,(+/- 3413 ),18378,(+/- 2939 ),9240,(+/- 2694 ),14216,(+/- 2081 ),17329,(+/- 2737 ),8240,(+/- 2051 ),16831,(+/- 3255 ),14155,(+/- 2723 ),10531,(+/- 3264 ),9068,(+/- 1620 ),8847,(+/- 2124 ),11915,(+/- 2390 ),8323,(+/- 1710 )
People,Residence 1 Year Ago,Abroad,3170,(+/- 1079 ),1695,(+/- 740 ),2832,(+/- 1205 ),2491,(+/- 1175 ),7144,(+/- 1708 ),3353,(+/- 1208 ),5326,(+/- 1483 ),5629,(+/- 1574 ),7655,(+/- 2176 ),5720,(+/- 1742 ),4428,(+/- 1687 ),2611,(+/- 1132 ),5565,(+/- 1672 ),2729,(+/- 1690 ),1138,(+/- 446 ),1212,(+/- 530 ),1486,(+/- 552 ),1702,(+/- 646 )
Workers,Employment Status,Population 16 years and over,558253,(+/- 11523 ),563405,(+/- 10148 ),562865,(+/- 12494 ),538988,(+/- 13140 ),601023,(+/- 10864 ),578023,(+/- 11057 ),592621,(+/- 13082 ),563544,(+/- 10552 ),589047,(+/- 12105 ),558020,(+/- 6831 ),564933,(+/- 9238 ),556627,(+/- 3014 ),583608,(+/- 6287 ),567149,(+/- 9074 ),559392,(+/- 4265 ),556182,(+/- 4549 ),555263,(+/- 5024 ),574043,(+/- 5749 )
Workers,Employment Status,In labor force,346903,(+/- 9022 ),353687,(+/- 8813 ),364737,(+/- 10349 ),370848,(+/- 10099 ),440619,(+/- 9438 ),398397,(+/- 10026 ),383258,(+/- 10593 ),393589,(+/- 9494 ),374355,(+/- 9711 ),383566,(+/- 6905 ),391241,(+/- 8717 ),329972,(+/- 5088 ),358101,(+/- 7570 ),396443,(+/- 8776 ),331918,(+/- 5717 ),352314,(+/- 5022 ),338177,(+/- 5855 ),360230,(+/- 6072 )
Workers,Employment Status,Civilian labor force,346903,(+/- 9022 ),353591,(+/- 8821 ),364688,(+/- 10346 ),370765,(+/- 10090 ),440426,(+/- 9463 ),398207,(+/- 10045 ),383023,(+/- 10578 ),393346,(+/- 9446 ),374147,(+/- 9701 ),373464,(+/- 6834 ),391026,(+/- 8705 ),325670,(+/- 5322 ),357617,(+/- 7639 ),396174,(+/- 8825 ),331648,(+/- 5721 ),352022,(+/- 5017 ),337813,(+/- 5906 ),359988,(+/- 6109 )
Workers,Employment Status,Employed,312478,(+/- 7866 ),307815,(+/- 9015 ),338513,(+/- 9779 ),346780,(+/- 10073 ),424109,(+/- 9717 ),382811,(+/- 9403 ),347246,(+/- 9902 ),373713,(+/- 9160 ),358829,(+/- 9042 ),353897,(+/- 6804 ),371550,(+/- 8620 ),303395,(+/- 5808 ),337195,(+/- 7302 ),376906,(+/- 8355 ),313288,(+/- 5441 ),329425,(+/- 5400 ),311588,(+/- 5988 ),341881,(+/- 5927 )
Workers,Employment Status,Unemployed,34425,(+/- 3309 ),45776,(+/- 3923 ),26175,(+/- 3119 ),23985,(+/- 2329 ),16317,(+/- 2218 ),15396,(+/- 2224 ),35777,(+/- 3427 ),19633,(+/- 2329 ),15318,(+/- 1863 ),19567,(+/- 2217 ),19476,(+/- 2218 ),22275,(+/- 2595 ),20422,(+/- 2439 ),19268,(+/- 3018 ),18360,(+/- 1899 ),22597,(+/- 2565 ),26225,(+/- 2430 ),18107,(+/- 1830 )
Workers,Employment Status,Armed Forces,0,(+/- 185 ),96,(+/- 119 ),49,(+/- 76 ),83,(+/- 99 ),193,(+/- 191 ),190,(+/- 161 ),235,(+/- 215 ),243,(+/- 270 ),208,(+/- 210 ),10102,(+/- 1119 ),215,(+/- 176 ),4302,(+/- 972 ),484,(+/- 395 ),269,(+/- 276 ),270,(+/- 212 ),292,(+/- 222 ),364,(+/- 290 ),242,(+/- 171 )
Workers,Employment Status,Not in labor force,211350,(+/- 6395 ),209718,(+/- 7198 ),198128,(+/- 6848 ),168140,(+/- 6287 ),160404,(+/- 6835 ),179626,(+/- 5608 ),209363,(+/- 9016 ),169955,(+/- 7181 ),214692,(+/- 7508 ),174454,(+/- 6144 ),173692,(+/- 5954 ),226655,(+/- 5022 ),225507,(+/- 5366 ),170706,(+/- 6549 ),227474,(+/- 4705 ),203868,(+/- 4095 ),217086,(+/- 5109 ),213813,(+/- 4942 )
Workers,Employment Status,Civilian labor force,346903,(+/- 9022 ),353591,(+/- 8821 ),364688,(+/- 10346 ),370765,(+/- 10090 ),440426,(+/- 9463 ),398207,(+/- 10045 ),383023,(+/- 10578 ),393346,(+/- 9446 ),374147,(+/- 9701 ),373464,(+/- 6834 ),391026,(+/- 8705 ),325670,(+/- 5322 ),357617,(+/- 7639 ),396174,(+/- 8825 ),331648,(+/- 5721 ),352022,(+/- 5017 ),337813,(+/- 5906 ),359988,(+/- 6109 )
Workers,Employment Status,Unemployment Rate,9.9,(+/- 0.9 ),12.9,(+/- 1.1 ),7.2,(+/- 0.8 ),6.5,(+/- 0.6 ),3.7,(+/- 0.5 ),3.9,(+/- 0.5 ),9.3,(+/- 0.8 ),5.0,(+/- 0.6 ),4.1,(+/- 0.5 ),5.2,(+/- 0.6 ),5.0,(+/- 0.6 ),6.8,(+/- 0.8 ),5.7,(+/- 0.7 ),4.9,(+/- 0.7 ),5.5,(+/- 0.6 ),6.4,(+/- 0.7 ),7.8,(+/- 0.7 ),5.0,(+/- 0.5 )
Workers,Commuting to Work,Workers 16 years and over,305183,(+/- 7916 ),300249,(+/- 9040 ),329230,(+/- 9820 ),339911,(+/- 9825 ),417034,(+/- 9461 ),375732,(+/- 9142 ),340757,(+/- 10169 ),367188,(+/- 9336 ),354120,(+/- 8865 ),358154,(+/- 6844 ),362481,(+/- 8721 ),302014,(+/- 5611 ),332721,(+/- 7334 ),371275,(+/- 8533 ),307415,(+/- 5676 ),324205,(+/- 5490 ),305737,(+/- 5768 ),336438,(+/- 5784 )
Workers,Commuting to Work,"Car, truck, or van -- drove alone",210780,(+/- 6471 ),212004,(+/- 8522 ),243652,(+/- 8554 ),202992,(+/- 7574 ),223178,(+/- 7154 ),288953,(+/- 8930 ),156294,(+/- 6154 ),294977,(+/- 8889 ),208539,(+/- 6695 ),270760,(+/- 7495 ),293294,(+/- 8170 ),251052,(+/- 5581 ),261405,(+/- 7367 ),304097,(+/- 9072 ),257337,(+/- 5612 ),269971,(+/- 5554 ),249198,(+/- 5358 ),284992,(+/- 5772 )
Workers,Commuting to Work,"Car, truck, or van -- carpooled",18130,(+/- 2075 ),23504,(+/- 2842 ),29506,(+/- 3177 ),37661,(+/- 3554 ),21439,(+/- 2333 ),22556,(+/- 2908 ),22673,(+/- 2753 ),33062,(+/- 3401 ),25040,(+/- 2802 ),33992,(+/- 3961 ),27263,(+/- 3432 ),22377,(+/- 2456 ),24356,(+/- 2823 ),25180,(+/- 3127 ),23353,(+/- 2101 ),27206,(+/- 2442 ),28906,(+/- 2648 ),25238,(+/- 2678 )
Workers,Commuting to Work,Public transportation (excluding taxicab),51961,(+/- 4151 ),41666,(+/- 3895 ),36243,(+/- 2963 ),66478,(+/- 4481 ),118756,(+/- 6064 ),24958,(+/- 2287 ),80340,(+/- 5808 ),12576,(+/- 1718 ),72270,(+/- 4617 ),16244,(+/- 1959 ),15108,(+/- 1755 ),6240,(+/- 1884 ),11009,(+/- 1920 ),10050,(+/- 2394 ),1562,(+/- 612 ),1370,(+/- 530 ),5074,(+/- 1244 ),1467,(+/- 617 )
Workers,Commuting to Work,Walked,7453,(+/- 1437 ),5034,(+/- 1282 ),7942,(+/- 1474 ),10696,(+/- 1758 ),16892,(+/- 2046 ),5142,(+/- 998 ),45937,(+/- 4068 ),5714,(+/- 1873 ),14072,(+/- 2185 ),10063,(+/- 1810 ),3914,(+/- 1034 ),6654,(+/- 1052 ),14098,(+/- 1987 ),3214,(+/- 1053 ),6959,(+/- 1069 ),6284,(+/- 1161 ),8356,(+/- 1281 ),6544,(+/- 1350 )
Workers,Commuting to Work,Other means,4845,(+/- 1295 ),5147,(+/- 1479 ),4163,(+/- 1118 ),12006,(+/- 2238 ),12907,(+/- 1567 ),4245,(+/- 944 ),14840,(+/- 2954 ),6046,(+/- 1575 ),11108,(+/- 2265 ),4097,(+/- 965 ),4137,(+/- 934 ),4659,(+/- 1327 ),8010,(+/- 1991 ),2321,(+/- 954 ),3540,(+/- 968 ),4621,(+/- 1178 ),4771,(+/- 1191 ),2947,(+/- 774 )
Workers,Commuting to Work,Worked at home,12014,(+/- 1749 ),12894,(+/- 2134 ),7724,(+/- 1219 ),10078,(+/- 1323 ),23862,(+/- 2186 ),29878,(+/- 2877 ),20673,(+/- 3292 ),14813,(+/- 1661 ),23091,(+/- 2670 ),22998,(+/- 2683 ),18765,(+/- 2350 ),11032,(+/- 1457 ),13843,(+/- 1729 ),26413,(+/- 3560 ),14664,(+/- 1933 ),14753,(+/- 1768 ),9432,(+/- 1326 ),15250,(+/- 1753 )
Workers,Commuting to Work,Mean travel time to work (minutes),35.2,(+/- 0.7 ),34.4,(+/- 0.9 ),33.3,(+/- 0.6 ),34.1,(+/- 0.7 ),33.9,(+/- 0.7 ),32.0,(+/- 0.6 ),31.7,(+/- 0.7 ),28.3,(+/- 0.5 ),32.2,(+/- 0.6 ),28.9,(+/- 0.7 ),30.3,(+/- 0.8 ),23.7,(+/- 0.7 ),20.5,(+/- 0.5 ),32.2,(+/- 0.8 ),21.5,(+/- 0.5 ),24.1,(+/- 0.7 ),20.9,(+/- 0.6 ),20.3,(+/- 0.5 )
Workers,Occupation,Civilian employed population 16 years and over,312478,(+/- 7866 ),307815,(+/- 9015 ),338513,(+/- 9779 ),346780,(+/- 10073 ),424109,(+/- 9717 ),382811,(+/- 9403 ),347246,(+/- 9902 ),373713,(+/- 9160 ),358829,(+/- 9042 ),353897,(+/- 6804 ),371550,(+/- 8620 ),303395,(+/- 5808 ),337195,(+/- 7302 ),376906,(+/- 8355 ),313288,(+/- 5441 ),329425,(+/- 5400 ),311588,(+/- 5988 ),341881,(+/- 5927 )
Workers,Occupation,"Management, business, science, and arts occupations",106364,(+/- 4617 ),91529,(+/- 4732 ),104899,(+/- 4846 ),94389,(+/- 4867 ),214732,(+/- 5503 ),181270,(+/- 6141 ),154303,(+/- 7141 ),129981,(+/- 6096 ),179923,(+/- 6403 ),147490,(+/- 4816 ),135349,(+/- 5306 ),94969,(+/- 3789 ),129116,(+/- 4427 ),159918,(+/- 6160 ),98538,(+/- 4515 ),101383,(+/- 4149 ),86257,(+/- 3410 ),131244,(+/- 4494 )
