Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE
Business,"Annual payroll ($1,000)",Retail trade,1401954,G,1349155,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,348132,G,179192,G
Business,"Annual payroll ($1,000)",Information,692153,G,475227,G
Business,"Annual payroll ($1,000)",Finance and insurance,1663142,H,574429,G
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,224771,G,133047,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1079794,G,892997,G
Business,"Annual payroll ($1,000)",Management of companies and enterprises,442500,G,463442,G
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,686022,G,529809,G
Business,"Annual payroll ($1,000)",Educational services,368376,H,646978,H
Business,"Annual payroll ($1,000)",Health care and social assistance,2161367,G,2316931,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",148527,G,123845,G
Business,"Annual payroll ($1,000)",Accommodation and food services,618755,G,455735,G
Business,"Annual payroll ($1,000)",Other services (except public administration),352033,G,323114,G
Business,"Annual payroll ($1,000)",Industries not classified,1754,G,725,G
Business,Total Establishments,Total for all sectors,19548,X,17758,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",36,X,106,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",18,X,31,X
Business,Total Establishments,Utilities,55,X,65,X
Business,Total Establishments,Construction,2032,X,1904,X
Business,Total Establishments,Manufacturing,845,X,943,X
Business,Total Establishments,Wholesale trade,934,X,817,X
Business,Total Establishments,Retail trade,3058,X,2988,X
Business,Total Establishments,Transportation and warehousing,414,X,390,X
Business,Total Establishments,Information,355,X,330,X
Business,Total Establishments,Finance and insurance,1063,X,789,X
Business,Total Establishments,Real estate and rental and leasing,771,X,628,X
Business,Total Establishments,"Professional, scientific, and technical services",2011,X,1711,X
Business,Total Establishments,Management of companies and enterprises,115,X,94,X
Business,Total Establishments,Administrative and support and waste management and remediation services,1242,X,1041,X
Business,Total Establishments,Educational services,305,X,315,X
Business,Total Establishments,Health care and social assistance,1905,X,1801,X
Business,Total Establishments,"Arts, entertainment, and recreation",415,X,365,X
Business,Total Establishments,Accommodation and food services,2050,X,1633,X
Business,Total Establishments,Other services (except public administration),1885,X,1779,X
Business,Total Establishments,Industries not classified,39,X,28,X

Source: 2015 County Business Patterns for Congressional Districts
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
2. Industries not classified - Industry could not be determined.
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
5. Disclosure and Quality Indicator Flag Definitions:
D Withheld to avoid disclosing data for individual companies; data are included in higher level totals
G Cell value changed by less than 2 percent by the application of noise
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise
J Cell value changed by 5 percent or more by the application of noise
S Cell value withheld because it did not meet publication standards
N Not available or not comparable
X Not applicable
a 0 to 19 employees
b 20 to 99 employees
c 100 to 249 employees
e 250 to 499 employees
f 500 to 999 employees
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
