Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",6476,(+/- 1093 ),998,(+/- 710 ),577,(+/- 363 ),307,(+/- 229 ),1523,(+/- 774 ),3329,(+/- 891 ),511,(+/- 281 ),1527,(+/- 670 )
Workers,Industry,Construction,29090,(+/- 2642 ),23538,(+/- 2477 ),21447,(+/- 2571 ),33218,(+/- 3396 ),31367,(+/- 3257 ),21700,(+/- 2242 ),12313,(+/- 2081 ),26589,(+/- 3009 )
Workers,Industry,Manufacturing,23900,(+/- 2504 ),20300,(+/- 2628 ),17749,(+/- 2371 ),12791,(+/- 2042 ),11674,(+/- 1740 ),20701,(+/- 2110 ),14547,(+/- 2092 ),11799,(+/- 1348 )
Workers,Industry,Wholesale trade,8469,(+/- 1363 ),6867,(+/- 1239 ),9095,(+/- 1731 ),6817,(+/- 1399 ),4881,(+/- 1120 ),6462,(+/- 1363 ),6453,(+/- 1482 ),5293,(+/- 840 )
Workers,Industry,Retail trade,44760,(+/- 3290 ),41203,(+/- 3652 ),39770,(+/- 3199 ),39013,(+/- 3343 ),36760,(+/- 3780 ),38128,(+/- 3303 ),27631,(+/- 3137 ),28653,(+/- 2661 )
Workers,Industry,"Transportation and warehousing, and utilities",16035,(+/- 1948 ),22312,(+/- 2287 ),17540,(+/- 2645 ),24281,(+/- 2548 ),22819,(+/- 2562 ),14239,(+/- 1948 ),18158,(+/- 3162 ),11777,(+/- 2077 )
Workers,Industry,Information,6984,(+/- 1503 ),7349,(+/- 1514 ),9814,(+/- 1969 ),9393,(+/- 1591 ),6763,(+/- 1329 ),10126,(+/- 1588 ),4822,(+/- 922 ),10297,(+/- 1454 )
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",23406,(+/- 2218 ),22694,(+/- 2453 ),27791,(+/- 2741 ),22479,(+/- 2595 ),20389,(+/- 2708 ),23860,(+/- 2321 ),21435,(+/- 2263 ),28244,(+/- 2204 )
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",41128,(+/- 3244 ),51855,(+/- 4182 ),64865,(+/- 3957 ),60002,(+/- 4281 ),54671,(+/- 3754 ),70891,(+/- 3720 ),54199,(+/- 3605 ),80939,(+/- 4030 )
Workers,Industry,"Educational services, and health care and social assistance",85990,(+/- 4271 ),94339,(+/- 4734 ),103831,(+/- 5574 ),90443,(+/- 4894 ),84161,(+/- 5611 ),81448,(+/- 4340 ),102182,(+/- 4742 ),94896,(+/- 4733 )
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",31913,(+/- 3133 ),33681,(+/- 3810 ),31592,(+/- 4163 ),35027,(+/- 3299 ),27814,(+/- 3476 ),34740,(+/- 3660 ),29678,(+/- 3429 ),33790,(+/- 3720 )
Workers,Industry,"Other services, except public administration",19220,(+/- 2182 ),17116,(+/- 2380 ),22673,(+/- 2296 ),22465,(+/- 2668 ),21901,(+/- 2114 ),21011,(+/- 2184 ),16669,(+/- 2282 ),26541,(+/- 2827 )
Workers,Industry,Public administration,26609,(+/- 2396 ),34782,(+/- 2964 ),44401,(+/- 4599 ),46735,(+/- 3308 ),65954,(+/- 3781 ),32642,(+/- 2938 ),34685,(+/- 2939 ),45211,(+/- 2777 )
Workers,Class of Worker,Civilian employed population 16 years and over,363980,(+/- 6488 ),377034,(+/- 9342 ),411145,(+/- 11815 ),402971,(+/- 9492 ),390677,(+/- 8142 ),379277,(+/- 9303 ),343283,(+/- 9000 ),405556,(+/- 8577 )
Workers,Class of Worker,Private wage and salary workers,275343,(+/- 6504 ),292587,(+/- 9063 ),306826,(+/- 10274 ),289985,(+/- 8995 ),255342,(+/- 7604 ),289030,(+/- 8369 ),254397,(+/- 8543 ),293586,(+/- 7669 )
Workers,Class of Worker,Government workers,64927,(+/- 3866 ),68703,(+/- 4218 ),84562,(+/- 5275 ),95752,(+/- 5277 ),117598,(+/- 5360 ),69524,(+/- 4536 ),73084,(+/- 4630 ),86308,(+/- 4101 )
Workers,Class of Worker,Self-employed in own not incorporated business workers,23102,(+/- 2485 ),14952,(+/- 2069 ),19315,(+/- 2524 ),17054,(+/- 2134 ),17323,(+/- 2046 ),20166,(+/- 2113 ),15459,(+/- 2576 ),25576,(+/- 2721 )
Workers,Class of Worker,Unpaid family workers,608,(+/- 441 ),792,(+/- 830 ),442,(+/- 345 ),180,(+/- 185 ),414,(+/- 289 ),557,(+/- 373 ),343,(+/- 248 ),86,(+/- 90 )
Housing,Housing Occupancy,Total housing units,342000,(+/- 2631 ),308544,(+/- 5555 ),315271,(+/- 5638 ),286317,(+/- 3956 ),281325,(+/- 2999 ),297987,(+/- 4175 ),319686,(+/- 4667 ),296081,(+/- 3779 )
Housing,Housing Occupancy,Occupied housing units,272561,(+/- 4133 ),281015,(+/- 5391 ),292373,(+/- 5645 ),264065,(+/- 4112 ),261844,(+/- 3431 ),270725,(+/- 4791 ),270269,(+/- 4878 ),281805,(+/- 4121 )
Housing,Housing Occupancy,Vacant housing units,69439,(+/- 4448 ),27529,(+/- 3182 ),22898,(+/- 2976 ),22252,(+/- 2671 ),19481,(+/- 2538 ),27262,(+/- 2610 ),49417,(+/- 3456 ),14276,(+/- 2739 )
Housing,Housing Occupancy,Homeowner vacancy rate,1.8,(+/- 0.6 ),2.5,(+/- 0.8 ),1.6,(+/- 0.6 ),2.2,(+/- 0.7 ),1.8,(+/- 0.5 ),2.7,(+/- 0.8 ),3.1,(+/- 0.7 ),1.0,(+/- 0.4 )
Housing,Housing Occupancy,Rental vacancy rate,4.9,(+/- 1.4 ),6.5,(+/- 1.6 ),6.7,(+/- 1.5 ),6.0,(+/- 1.2 ),5.1,(+/- 1.4 ),4.1,(+/- 1.1 ),6.7,(+/- 1.2 ),3.0,(+/- 1.2 )
Housing,Housing Tenure,Occupied housing units,272561,(+/- 4133 ),281015,(+/- 5391 ),292373,(+/- 5645 ),264065,(+/- 4112 ),261844,(+/- 3431 ),270725,(+/- 4791 ),270269,(+/- 4878 ),281805,(+/- 4121 )
Housing,Housing Tenure,Owner-occupied,203951,(+/- 4088 ),170534,(+/- 4674 ),186624,(+/- 4178 ),162290,(+/- 3683 ),197292,(+/- 3839 ),186123,(+/- 4678 ),149741,(+/- 4059 ),189398,(+/- 3607 )
Housing,Housing Tenure,Renter-occupied,68610,(+/- 3649 ),110481,(+/- 5135 ),105749,(+/- 4956 ),101775,(+/- 3716 ),64552,(+/- 3896 ),84602,(+/- 4083 ),120528,(+/- 4399 ),92407,(+/- 3859 )
Housing,Housing Tenure,Average household size of owner-occupied unit,2.65,(+/- 0.04 ),2.70,(+/- 0.06 ),2.69,(+/- 0.05 ),2.86,(+/- 0.06 ),2.85,(+/- 0.05 ),2.78,(+/- 0.05 ),2.75,(+/- 0.07 ),2.77,(+/- 0.04 )
Housing,Housing Tenure,Average household size of renter-occupied unit,2.58,(+/- 0.10 ),2.56,(+/- 0.08 ),2.32,(+/- 0.08 ),2.80,(+/- 0.08 ),2.74,(+/- 0.12 ),2.59,(+/- 0.09 ),2.38,(+/- 0.07 ),2.39,(+/- 0.09 )
Housing,Year Householder Moved into Unit,Occupied housing units,272561,(+/- 4133 ),281015,(+/- 5391 ),292373,(+/- 5645 ),264065,(+/- 4112 ),261844,(+/- 3431 ),270725,(+/- 4791 ),270269,(+/- 4878 ),281805,(+/- 4121 )
Housing,Year Householder Moved into Unit,Moved in 2015 or later,39924,(+/- 2586 ),53562,(+/- 2951 ),58596,(+/- 4264 ),48915,(+/- 3333 ),37769,(+/- 2967 ),50367,(+/- 3662 ),51241,(+/- 3495 ),49408,(+/- 3244 )
Housing,Year Householder Moved into Unit,Moved in 2010 to 2014,59028,(+/- 2928 ),82942,(+/- 4374 ),83867,(+/- 3822 ),74741,(+/- 3300 ),66157,(+/- 3651 ),68048,(+/- 3883 ),76414,(+/- 3770 ),72167,(+/- 3786 )
Housing,Year Householder Moved into Unit,Moved in 2000 to 2009,82860,(+/- 3102 ),70432,(+/- 3955 ),74099,(+/- 4083 ),68199,(+/- 3793 ),77776,(+/- 3513 ),75037,(+/- 3431 ),64094,(+/- 3695 ),75016,(+/- 3279 )
Housing,Year Householder Moved into Unit,Moved in 1990 to 1999,44364,(+/- 2566 ),35541,(+/- 2626 ),36913,(+/- 2579 ),36601,(+/- 2460 ),42263,(+/- 2733 ),36994,(+/- 2818 ),35513,(+/- 2363 ),40960,(+/- 2425 )
Housing,Year Householder Moved into Unit,Moved in 1980 to 1989,24070,(+/- 2132 ),17571,(+/- 1738 ),18987,(+/- 1398 ),17826,(+/- 1676 ),19954,(+/- 1739 ),20502,(+/- 1806 ),19422,(+/- 1744 ),23172,(+/- 1601 )
Housing,Year Householder Moved into Unit,Moved in 1979 and earlier,22315,(+/- 2082 ),20967,(+/- 1556 ),19911,(+/- 1475 ),17783,(+/- 1701 ),17925,(+/- 1563 ),19777,(+/- 1603 ),23585,(+/- 1818 ),21082,(+/- 1702 )
Housing,Value,Owner-occupied units,203951,(+/- 4088 ),170534,(+/- 4674 ),186624,(+/- 4178 ),162290,(+/- 3683 ),197292,(+/- 3839 ),186123,(+/- 4678 ),149741,(+/- 4059 ),189398,(+/- 3607 )
Housing,Value,"Less than $50,000",6721,(+/- 1196 ),6968,(+/- 1160 ),2977,(+/- 740 ),2745,(+/- 713 ),4706,(+/- 935 ),6011,(+/- 947 ),7080,(+/- 999 ),1378,(+/- 479 )
Housing,Value,"$50,000 to $99,999",8656,(+/- 1199 ),9778,(+/- 1535 ),5164,(+/- 814 ),3098,(+/- 612 ),2113,(+/- 624 ),10088,(+/- 1459 ),16046,(+/- 1850 ),1894,(+/- 619 )
Housing,Value,"$100,000 to $149,999",15379,(+/- 1513 ),20555,(+/- 2001 ),7920,(+/- 1080 ),6912,(+/- 1216 ),4906,(+/- 1103 ),16511,(+/- 1638 ),17250,(+/- 1847 ),4388,(+/- 950 )
Housing,Value,"$150,000 to $199,999",26167,(+/- 2705 ),30816,(+/- 2305 ),17959,(+/- 1555 ),18508,(+/- 1884 ),14279,(+/- 1632 ),20783,(+/- 2204 ),19856,(+/- 2350 ),6807,(+/- 975 )
Housing,Value,"$200,000 to $299,999",59528,(+/- 3126 ),48257,(+/- 2564 ),48982,(+/- 3020 ),51892,(+/- 2680 ),56986,(+/- 3301 ),40899,(+/- 2941 ),24567,(+/- 2358 ),27801,(+/- 1918 )
Housing,Value,"$300,000 to $499,999",62455,(+/- 2594 ),42236,(+/- 2584 ),62761,(+/- 3052 ),52256,(+/- 2565 ),89829,(+/- 3502 ),46780,(+/- 2467 ),33701,(+/- 2114 ),69880,(+/- 2839 )
Housing,Value,"$500,000 to $999,999",19853,(+/- 1822 ),11024,(+/- 1439 ),35472,(+/- 2220 ),23866,(+/- 1839 ),22604,(+/- 2023 ),38129,(+/- 2342 ),27128,(+/- 1908 ),61493,(+/- 2751 )
Housing,Value,"$1,000,000 or more",5192,(+/- 984 ),900,(+/- 347 ),5389,(+/- 1146 ),3013,(+/- 785 ),1869,(+/- 649 ),6922,(+/- 816 ),4113,(+/- 952 ),15757,(+/- 1067 )
Housing,Value,Median (dollars),275600,(+/- 4550 ),231600,(+/- 4786 ),327200,(+/- 6536 ),296300,(+/- 4430 ),326200,(+/- 4621 ),296900,(+/- 6304 ),260000,(+/- 10040 ),444100,(+/- 7575 )
Housing,Mortgage Status,Owner-occupied units,203951,(+/- 4088 ),170534,(+/- 4674 ),186624,(+/- 4178 ),162290,(+/- 3683 ),197292,(+/- 3839 ),186123,(+/- 4678 ),149741,(+/- 4059 ),189398,(+/- 3607 )
Housing,Mortgage Status,Housing units with a mortgage,140044,(+/- 4807 ),124261,(+/- 4717 ),138154,(+/- 4462 ),129255,(+/- 3523 ),154864,(+/- 4130 ),135700,(+/- 5090 ),103965,(+/- 3747 ),137275,(+/- 3677 )
Housing,Mortgage Status,Housing units without a mortgage,63907,(+/- 3460 ),46273,(+/- 2723 ),48470,(+/- 3165 ),33035,(+/- 2544 ),42428,(+/- 2704 ),50423,(+/- 2907 ),45776,(+/- 2881 ),52123,(+/- 2482 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units with a mortgage,140044,(+/- 4807 ),124261,(+/- 4717 ),138154,(+/- 4462 ),129255,(+/- 3523 ),154864,(+/- 4130 ),135700,(+/- 5090 ),103965,(+/- 3747 ),137275,(+/- 3677 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $500,1195,(+/- 445 ),727,(+/- 352 ),702,(+/- 423 ),297,(+/- 192 ),578,(+/- 316 ),1315,(+/- 482 ),831,(+/- 404 ),305,(+/- 195 )
Housing,Selected Monthly Owner Costs(SMOC),$500 to $999,16913,(+/- 1792 ),14294,(+/- 1864 ),8013,(+/- 1094 ),6003,(+/- 1073 ),6924,(+/- 982 ),16527,(+/- 1897 ),14815,(+/- 1683 ),4818,(+/- 747 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 to $1,499",34779,(+/- 2329 ),35887,(+/- 2693 ),27897,(+/- 2691 ),24154,(+/- 1840 ),25009,(+/- 2205 ),28767,(+/- 2508 ),24707,(+/- 2253 ),16701,(+/- 1622 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,500 to $1,999",36162,(+/- 2560 ),33566,(+/- 2545 ),33427,(+/- 2482 ),39537,(+/- 2749 ),38520,(+/- 2550 ),28892,(+/- 2463 ),22233,(+/- 1828 ),28966,(+/- 2145 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,000 to $2,499",24871,(+/- 2016 ),20889,(+/- 2080 ),25854,(+/- 2534 ),25712,(+/- 2245 ),37466,(+/- 2845 ),21379,(+/- 2276 ),14515,(+/- 1554 ),27680,(+/- 1933 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,500 to $2,999",13027,(+/- 1564 ),9311,(+/- 1465 ),17071,(+/- 1811 ),14844,(+/- 1654 ),24032,(+/- 2302 ),14838,(+/- 1920 ),9064,(+/- 1250 ),22393,(+/- 1920 )
Housing,Selected Monthly Owner Costs(SMOC),"$3,000 or more",13097,(+/- 1430 ),9587,(+/- 1635 ),25190,(+/- 2164 ),18708,(+/- 1640 ),22335,(+/- 2348 ),23982,(+/- 2054 ),17800,(+/- 1842 ),36412,(+/- 2221 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),1711,(+/- 28 ),1646,(+/- 32 ),1986,(+/- 37 ),1935,(+/- 25 ),2085,(+/- 34 ),1861,(+/- 51 ),1722,(+/- 37 ),2322,(+/- 37 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units without a mortgage,63907,(+/- 3460 ),46273,(+/- 2723 ),48470,(+/- 3165 ),33035,(+/- 2544 ),42428,(+/- 2704 ),50423,(+/- 2907 ),45776,(+/- 2881 ),52123,(+/- 2482 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $250,2768,(+/- 706 ),1461,(+/- 535 ),2508,(+/- 647 ),555,(+/- 304 ),1576,(+/- 568 ),3751,(+/- 815 ),2639,(+/- 661 ),1034,(+/- 349 )
Housing,Selected Monthly Owner Costs(SMOC),$250 to $399,9598,(+/- 1422 ),9711,(+/- 1364 ),5318,(+/- 1058 ),3154,(+/- 823 ),4495,(+/- 1124 ),11317,(+/- 1267 ),7010,(+/- 1198 ),4158,(+/- 856 )
Housing,Selected Monthly Owner Costs(SMOC),$400 to $599,24265,(+/- 2050 ),20666,(+/- 2118 ),14365,(+/- 1557 ),11746,(+/- 1408 ),12990,(+/- 1420 ),15309,(+/- 1495 ),14176,(+/- 1692 ),12658,(+/- 1449 )
Housing,Selected Monthly Owner Costs(SMOC),$600 to $799,16937,(+/- 1717 ),9346,(+/- 1117 ),11667,(+/- 1368 ),10811,(+/- 1537 ),13650,(+/- 1642 ),9321,(+/- 1487 ),10842,(+/- 1451 ),12975,(+/- 1457 )
Housing,Selected Monthly Owner Costs(SMOC),$800 to $999,5439,(+/- 1096 ),3903,(+/- 980 ),6524,(+/- 1334 ),3513,(+/- 868 ),6608,(+/- 1124 ),5252,(+/- 906 ),5961,(+/- 945 ),8568,(+/- 1101 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 or more",4900,(+/- 946 ),1186,(+/- 474 ),8088,(+/- 1132 ),3256,(+/- 847 ),3109,(+/- 756 ),5473,(+/- 930 ),5148,(+/- 1049 ),12730,(+/- 1224 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),563,(+/- 13 ),511,(+/- 15 ),639,(+/- 22 ),617,(+/- 20 ),627,(+/- 18 ),530,(+/- 20 ),588,(+/- 19 ),717,(+/- 23 )
Housing,Gross Rent,Occupied units paying rent,63449,(+/- 3479 ),107313,(+/- 5046 ),103142,(+/- 5111 ),99681,(+/- 3658 ),62094,(+/- 3767 ),80808,(+/- 4113 ),116869,(+/- 4441 ),89114,(+/- 3706 )
Housing,Gross Rent,Less than $500,6841,(+/- 1256 ),9076,(+/- 1468 ),7495,(+/- 1481 ),3444,(+/- 851 ),3066,(+/- 974 ),7737,(+/- 1481 ),16477,(+/- 1792 ),4845,(+/- 1191 )
Housing,Gross Rent,$500 to $999,22755,(+/- 2380 ),24301,(+/- 2512 ),13862,(+/- 1971 ),9288,(+/- 1409 ),6942,(+/- 1363 ),17837,(+/- 2211 ),34241,(+/- 3178 ),7783,(+/- 1602 )
Housing,Gross Rent,"$1,000 to $1,499",22669,(+/- 2014 ),44332,(+/- 3146 ),38940,(+/- 3204 ),48191,(+/- 2937 ),21363,(+/- 2157 ),23815,(+/- 2854 ),40831,(+/- 3095 ),25800,(+/- 2464 )
Housing,Gross Rent,"$1,500 to $1,999",7585,(+/- 1687 ),21439,(+/- 2079 ),26185,(+/- 3267 ),26538,(+/- 2516 ),17674,(+/- 2113 ),20226,(+/- 2547 ),18582,(+/- 2262 ),28218,(+/- 2823 )
Housing,Gross Rent,"$2,000 to $2,499",2353,(+/- 850 ),5269,(+/- 1147 ),10517,(+/- 1586 ),8765,(+/- 1555 ),9096,(+/- 1745 ),7691,(+/- 1225 ),4858,(+/- 1284 ),13401,(+/- 2047 )
Housing,Gross Rent,"$2,500 to $2,999",763,(+/- 537 ),1730,(+/- 780 ),3726,(+/- 925 ),2273,(+/- 941 ),1692,(+/- 708 ),2104,(+/- 782 ),1357,(+/- 609 ),5395,(+/- 1314 )
Housing,Gross Rent,"$3,000 or more",483,(+/- 521 ),1166,(+/- 710 ),2417,(+/- 822 ),1182,(+/- 565 ),2261,(+/- 1070 ),1398,(+/- 388 ),523,(+/- 403 ),3672,(+/- 1043 )
Housing,Gross Rent,Median (dollars),1039,(+/- 35 ),1223,(+/- 30 ),1395,(+/- 29 ),1389,(+/- 20 ),1493,(+/- 49 ),1313,(+/- 46 ),1086,(+/- 31 ),1609,(+/- 39 )
Housing,Gross Rent,No rent paid,5161,(+/- 1179 ),3168,(+/- 956 ),2607,(+/- 649 ),2094,(+/- 676 ),2458,(+/- 803 ),3794,(+/- 907 ),3659,(+/- 898 ),3293,(+/- 897 )
Socioeconomic,Income and Benefits (In 2016 inflationlation-adjusted dollars),Total households,272561,(+/- 4133 ),281015,(+/- 5391 ),292373,(+/- 5645 ),264065,(+/- 4112 ),261844,(+/- 3431 ),270725,(+/- 4791 ),270269,(+/- 4878 ),281805,(+/- 4121 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"Less than $10,000",14044,(+/- 1562 ),16085,(+/- 2192 ),12868,(+/- 1970 ),10538,(+/- 1479 ),9370,(+/- 1512 ),14283,(+/- 1924 ),26569,(+/- 2186 ),10594,(+/- 1600 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$10,000 to $14,999",8059,(+/- 1205 ),8497,(+/- 1551 ),8152,(+/- 1526 ),5391,(+/- 1151 ),5453,(+/- 1229 ),8244,(+/- 1450 ),11924,(+/- 1634 ),7315,(+/- 1485 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$15,000 to $24,999",22736,(+/- 2513 ),21279,(+/- 2499 ),15365,(+/- 2134 ),14216,(+/- 1934 ),11113,(+/- 1593 ),19064,(+/- 1890 ),24892,(+/- 2190 ),14029,(+/- 1587 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$25,000 to $34,999",22906,(+/- 2490 ),20963,(+/- 2222 ),19683,(+/- 2404 ),16449,(+/- 1999 ),14268,(+/- 1902 ),20218,(+/- 2585 ),19417,(+/- 2103 ),12843,(+/- 1729 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$35,000 to $49,999",33462,(+/- 2454 ),33442,(+/- 2825 ),27782,(+/- 2752 ),28118,(+/- 2391 ),21681,(+/- 2367 ),26251,(+/- 2329 ),29631,(+/- 2578 ),22382,(+/- 2155 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$50,000 to $74,999",44952,(+/- 2781 ),50089,(+/- 3646 ),47461,(+/- 3430 ),50973,(+/- 3437 ),38305,(+/- 2729 ),46111,(+/- 3231 ),44777,(+/- 3206 ),37183,(+/- 2745 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$75,000 to $99,999",36476,(+/- 2541 ),43512,(+/- 2902 ),38585,(+/- 2796 ),38775,(+/- 2760 ),38207,(+/- 2986 ),33365,(+/- 2865 ),29518,(+/- 2532 ),37956,(+/- 2855 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$100,000 to $149,999",49265,(+/- 2674 ),51206,(+/- 3568 ),56409,(+/- 3600 ),51472,(+/- 3125 ),62928,(+/- 3792 ),46642,(+/- 2805 ),37042,(+/- 2953 ),53610,(+/- 2616 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$150,000 to $199,000",22971,(+/- 2001 ),20546,(+/- 2122 ),27783,(+/- 2294 ),23884,(+/- 2030 ),32724,(+/- 2635 ),25076,(+/- 2235 ),21204,(+/- 2220 ),34668,(+/- 2176 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$200,000 or more",17690,(+/- 1910 ),15396,(+/- 1906 ),38285,(+/- 2442 ),24249,(+/- 2314 ),27795,(+/- 1973 ),31471,(+/- 1964 ),25295,(+/- 2071 ),51225,(+/- 2413 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Median household income (dollars),69254,(+/- 2443 ),69128,(+/- 2344 ),83620,(+/- 3248 ),79350,(+/- 2155 ),95442,(+/- 2295 ),75774,(+/- 2175 ),61392,(+/- 1570 ),98991,(+/- 2231 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Mean household income (dollars),89492,(+/- 2318 ),84484,(+/- 1876 ),111004,(+/- 2668 ),98176,(+/- 2055 ),109200,(+/- 2638 ),103169,(+/- 2790 ),88910,(+/- 2326 ),133677,(+/- 2688 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population,724637,(+/- 8088 ),742824,(+/- 15712 ),754363,(+/- 16591 ),747843,(+/- 13666 ),748648,(+/- 11174 ),739529,(+/- 13062 ),712468,(+/- 14660 ),748223,(+/- 12522 )
Socioeconomic,Health Insurance Coverage,With health insurance coverage,691858,(+/- 7488 ),698514,(+/- 15267 ),714141,(+/- 16753 ),671244,(+/- 13516 ),708171,(+/- 12029 ),693336,(+/- 12088 ),673979,(+/- 14759 ),704113,(+/- 11968 )
Socioeconomic,Health Insurance Coverage,With private health insurance,541854,(+/- 9603 ),529981,(+/- 13935 ),584456,(+/- 15851 ),521067,(+/- 12607 ),595860,(+/- 12594 ),551160,(+/- 13883 ),479572,(+/- 14135 ),603048,(+/- 12405 )
Socioeconomic,Health Insurance Coverage,With public coverage,263970,(+/- 6992 ),257138,(+/- 10662 ),222490,(+/- 11682 ),232091,(+/- 9274 ),209077,(+/- 10481 ),231547,(+/- 8953 ),276260,(+/- 10279 ),196307,(+/- 7181 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,32779,(+/- 3730 ),44310,(+/- 5866 ),40222,(+/- 5435 ),76599,(+/- 5654 ),40477,(+/- 5816 ),46193,(+/- 5514 ),38489,(+/- 5259 ),44110,(+/- 5134 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population under 18 years,156414,(+/- 4129 ),180773,(+/- 6951 ),158151,(+/- 7711 ),180940,(+/- 6303 ),169244,(+/- 5222 ),174291,(+/- 5791 ),154546,(+/- 6158 ),170229,(+/- 6014 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,2081,(+/- 758 ),7351,(+/- 2251 ),6056,(+/- 2154 ),8980,(+/- 1978 ),7410,(+/- 3164 ),5477,(+/- 1774 ),3314,(+/- 1146 ),4286,(+/- 1543 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All families,6.4,(+/- 0.9 ),6.9,(+/- 1.1 ),5.9,(+/- 1.1 ),6.5,(+/- 0.9 ),4.3,(+/- 0.9 ),6.3,(+/- 0.8 ),11.4,(+/- 1.2 ),3.7,(+/- 0.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,10.7,(+/- 1.8 ),10.7,(+/- 1.9 ),10.4,(+/- 2.2 ),9.7,(+/- 1.5 ),6.5,(+/- 1.5 ),8.8,(+/- 1.4 ),17.8,(+/- 2.3 ),5.7,(+/- 1.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,6.6,(+/- 3.3 ),13.8,(+/- 4.8 ),8.6,(+/- 5.5 ),6.4,(+/- 2.6 ),2.6,(+/- 2.0 ),6.8,(+/- 2.8 ),13.9,(+/- 6.0 ),6.9,(+/- 3.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Married couple families,3.1,(+/- 0.7 ),2.5,(+/- 0.7 ),2.6,(+/- 0.8 ),3.0,(+/- 0.7 ),2.3,(+/- 0.6 ),2.8,(+/- 0.8 ),3.9,(+/- 0.9 ),1.6,(+/- 0.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,4.1,(+/- 1.4 ),3.2,(+/- 1.3 ),3.6,(+/- 1.4 ),3.6,(+/- 1.2 ),3.3,(+/- 1.2 ),3.1,(+/- 1.2 ),5.1,(+/- 1.4 ),1.8,(+/- 0.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,0.6,(+/- 1.1 ),1.9,(+/- 1.9 ),1.7,(+/- 1.8 ),1.7,(+/- 1.4 ),0.7,(+/- 0.8 ),2.3,(+/- 1.5 ),1.3,(+/- 2.1 ),1.6,(+/- 1.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,"Families with female householder, no husband present",21.0,(+/- 4.2 ),18.4,(+/- 3.1 ),16.5,(+/- 4.6 ),12.1,(+/- 2.1 ),12.5,(+/- 3.2 ),18.7,(+/- 3.4 ),23.7,(+/- 3.0 ),16.6,(+/- 4.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,29.3,(+/- 6.4 ),25.5,(+/- 4.7 ),25.2,(+/- 6.7 ),16.7,(+/- 3.5 ),16.7,(+/- 4.6 ),24.9,(+/- 4.9 ),33.0,(+/- 4.7 ),25.9,(+/- 6.9 )
