Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE
Workers,Commuting to Work,Other means,6004,(+/- 1158 ),9131,(+/- 1704 ),7867,(+/- 1720 ),4815,(+/- 1469 ),6306,(+/- 1268 ),8946,(+/- 1675 ),8733,(+/- 1688 ),7782,(+/- 1676 ),15122,(+/- 2253 )
Workers,Commuting to Work,Worked at home,18321,(+/- 2285 ),16074,(+/- 2167 ),14153,(+/- 2761 ),14559,(+/- 2093 ),30380,(+/- 3133 ),33557,(+/- 3302 ),13200,(+/- 2202 ),27313,(+/- 2865 ),22325,(+/- 2405 )
Workers,Commuting to Work,Mean travel time to work (minutes),23.6,(+/- 0.7 ),22.8,(+/- 0.5 ),27.2,(+/- 0.8 ),24.6,(+/- 0.9 ),26.7,(+/- 0.6 ),24.1,(+/- 0.6 ),27.6,(+/- 0.6 ),28.9,(+/- 0.7 ),22.4,(+/- 0.6 )
Workers,Occupation,Civilian employed population 16 years and over,278890,(+/- 6868 ),308498,(+/- 7663 ),315887,(+/- 9555 ),270423,(+/- 10035 ),362260,(+/- 9470 ),380137,(+/- 10166 ),357775,(+/- 12972 ),334905,(+/- 9026 ),423006,(+/- 12210 )
Workers,Occupation,"Management, business, science, and arts occupations",94057,(+/- 4741 ),121822,(+/- 5728 ),79798,(+/- 4876 ),80493,(+/- 5451 ),162554,(+/- 6466 ),173976,(+/- 7843 ),77385,(+/- 4769 ),133828,(+/- 5451 ),171990,(+/- 6989 )
Workers,Occupation,Service occupations,66599,(+/- 4275 ),65304,(+/- 4100 ),70076,(+/- 4682 ),66351,(+/- 5911 ),54491,(+/- 4040 ),58981,(+/- 4511 ),92134,(+/- 5836 ),54790,(+/- 3676 ),77264,(+/- 5605 )
Workers,Occupation,Sales and office occupations,60976,(+/- 4047 ),76682,(+/- 4860 ),82158,(+/- 5137 ),70128,(+/- 4555 ),93929,(+/- 4458 ),98752,(+/- 4920 ),83119,(+/- 5257 ),90899,(+/- 4498 ),108636,(+/- 6539 )
Workers,Occupation,"Natural resources, construction, and maintenance occupations",27593,(+/- 2679 ),21260,(+/- 2721 ),44827,(+/- 4486 ),25175,(+/- 3531 ),24404,(+/- 2260 ),21634,(+/- 3152 ),45407,(+/- 3849 ),25769,(+/- 2616 ),30987,(+/- 3321 )
Workers,Occupation,"Production, transportation, and material moving occupations",29665,(+/- 2969 ),23430,(+/- 2422 ),39028,(+/- 3593 ),28276,(+/- 3143 ),26882,(+/- 2856 ),26794,(+/- 3122 ),59730,(+/- 5408 ),29619,(+/- 2897 ),34129,(+/- 3409 )
Workers,Industry,Civilian employed population 16 years and over,278890,(+/- 6868 ),308498,(+/- 7663 ),315887,(+/- 9555 ),270423,(+/- 10035 ),362260,(+/- 9470 ),380137,(+/- 10166 ),357775,(+/- 12972 ),334905,(+/- 9026 ),423006,(+/- 12210 )
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",11527,(+/- 1890 ),4038,(+/- 1274 ),9771,(+/- 1938 ),6674,(+/- 1381 ),2031,(+/- 684 ),2519,(+/- 1027 ),1157,(+/- 579 ),1732,(+/- 627 ),986,(+/- 444 )
Workers,Industry,Construction,15355,(+/- 1622 ),15199,(+/- 2430 ),31467,(+/- 3694 ),15690,(+/- 2730 ),22442,(+/- 2824 ),20935,(+/- 2880 ),36412,(+/- 3683 ),24336,(+/- 3308 ),25248,(+/- 3015 )
Workers,Industry,Manufacturing,18064,(+/- 2313 ),18344,(+/- 2283 ),18950,(+/- 2633 ),16099,(+/- 2792 ),34580,(+/- 2613 ),23973,(+/- 2852 ),30101,(+/- 3385 ),19628,(+/- 2295 ),32498,(+/- 3464 )
Workers,Industry,Wholesale trade,4690,(+/- 1077 ),4628,(+/- 1026 ),7962,(+/- 1506 ),5697,(+/- 1614 ),10534,(+/- 1828 ),11012,(+/- 1620 ),8097,(+/- 1366 ),9152,(+/- 1719 ),9302,(+/- 1668 )
Workers,Industry,Retail trade,31200,(+/- 3260 ),38636,(+/- 3843 ),43829,(+/- 4030 ),37677,(+/- 3355 ),42046,(+/- 3766 ),43752,(+/- 3674 ),41171,(+/- 3664 ),44754,(+/- 3630 ),46698,(+/- 3619 )
Workers,Industry,"Transportation and warehousing, and utilities",14002,(+/- 2220 ),11912,(+/- 1727 ),18018,(+/- 2766 ),14575,(+/- 2128 ),17234,(+/- 2153 ),15771,(+/- 2209 ),26586,(+/- 3350 ),19109,(+/- 2148 ),19133,(+/- 2895 )
Workers,Industry,Information,2630,(+/- 956 ),5217,(+/- 942 ),3529,(+/- 1024 ),5059,(+/- 1395 ),7703,(+/- 1539 ),8389,(+/- 1282 ),5534,(+/- 1191 ),6690,(+/- 1485 ),10645,(+/- 2212 )
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",11737,(+/- 1679 ),17468,(+/- 2066 ),17488,(+/- 2389 ),15956,(+/- 2219 ),39632,(+/- 3577 ),50502,(+/- 3422 ),21726,(+/- 2323 ),35756,(+/- 3398 ),41695,(+/- 3754 )
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",22418,(+/- 2427 ),45892,(+/- 3677 ),31124,(+/- 3154 ),23349,(+/- 2598 ),42901,(+/- 3434 ),58300,(+/- 4178 ),48565,(+/- 4338 ),33900,(+/- 2761 ),60023,(+/- 4827 )
Workers,Industry,"Educational services, and health care and social assistance",70071,(+/- 4084 ),77586,(+/- 4803 ),63747,(+/- 4145 ),58459,(+/- 5992 ),80439,(+/- 4764 ),79504,(+/- 4138 ),63529,(+/- 4614 ),76843,(+/- 4224 ),91755,(+/- 6099 )
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",42218,(+/- 4061 ),34080,(+/- 3474 ),33915,(+/- 3185 ),37159,(+/- 4255 ),31302,(+/- 3271 ),38405,(+/- 4232 ),37274,(+/- 3692 ),31853,(+/- 3572 ),49669,(+/- 4168 )
Workers,Industry,"Other services, except public administration",13299,(+/- 2124 ),14941,(+/- 2196 ),18675,(+/- 2236 ),15264,(+/- 2325 ),17338,(+/- 2000 ),16230,(+/- 2539 ),25394,(+/- 3705 ),16132,(+/- 2143 ),21832,(+/- 3119 )
Workers,Industry,Public administration,21679,(+/- 2302 ),20557,(+/- 2344 ),17412,(+/- 2068 ),18765,(+/- 2428 ),14078,(+/- 2062 ),10845,(+/- 1499 ),12229,(+/- 1744 ),15020,(+/- 2398 ),13522,(+/- 1652 )
Workers,Class of Worker,Civilian employed population 16 years and over,278890,(+/- 6868 ),308498,(+/- 7663 ),315887,(+/- 9555 ),270423,(+/- 10035 ),362260,(+/- 9470 ),380137,(+/- 10166 ),357775,(+/- 12972 ),334905,(+/- 9026 ),423006,(+/- 12210 )
Workers,Class of Worker,Private wage and salary workers,193544,(+/- 6376 ),233825,(+/- 7294 ),246824,(+/- 8339 ),209127,(+/- 9065 ),298611,(+/- 8656 ),317504,(+/- 9866 ),292819,(+/- 11939 ),272118,(+/- 8986 ),350742,(+/- 11415 )
Workers,Class of Worker,Government workers,67744,(+/- 3907 ),53089,(+/- 3826 ),48732,(+/- 3781 ),40350,(+/- 3978 ),40720,(+/- 3880 ),33261,(+/- 2510 ),34811,(+/- 3061 ),43402,(+/- 3733 ),47227,(+/- 3652 )
Workers,Class of Worker,Self-employed in own not incorporated business workers,16981,(+/- 2285 ),21064,(+/- 2189 ),19527,(+/- 2614 ),20757,(+/- 2582 ),22563,(+/- 2524 ),28314,(+/- 2794 ),29852,(+/- 3619 ),19082,(+/- 2116 ),24864,(+/- 3000 )
Workers,Class of Worker,Unpaid family workers,621,(+/- 421 ),520,(+/- 326 ),804,(+/- 547 ),189,(+/- 123 ),366,(+/- 233 ),1058,(+/- 611 ),293,(+/- 219 ),303,(+/- 330 ),173,(+/- 169 )
Housing,Housing Occupancy,Total housing units,336911,(+/- 4967 ),347680,(+/- 4443 ),271748,(+/- 5302 ),393811,(+/- 4945 ),319978,(+/- 6192 ),360600,(+/- 6880 ),265503,(+/- 5650 ),323967,(+/- 5418 ),340938,(+/- 6812 )
Housing,Housing Occupancy,Occupied housing units,249358,(+/- 5907 ),301297,(+/- 4789 ),242621,(+/- 5013 ),296652,(+/- 4761 ),274044,(+/- 5559 ),313796,(+/- 6743 ),245571,(+/- 5579 ),286511,(+/- 5199 ),309202,(+/- 6754 )
Housing,Housing Occupancy,Vacant housing units,87553,(+/- 4149 ),46383,(+/- 3936 ),29127,(+/- 3123 ),97159,(+/- 4871 ),45934,(+/- 4081 ),46804,(+/- 4605 ),19932,(+/- 2091 ),37456,(+/- 3836 ),31736,(+/- 3351 )
Housing,Housing Occupancy,Homeowner vacancy rate,2.6,(+/- 0.7 ),2.7,(+/- 0.7 ),1.5,(+/- 0.6 ),3.0,(+/- 0.7 ),1.4,(+/- 0.5 ),2.1,(+/- 0.9 ),0.7,(+/- 0.4 ),2.2,(+/- 0.6 ),1.9,(+/- 0.7 )
Housing,Housing Occupancy,Rental vacancy rate,7.6,(+/- 1.6 ),8.6,(+/- 1.5 ),6.2,(+/- 1.3 ),6.9,(+/- 2.4 ),6.7,(+/- 1.8 ),6.5,(+/- 1.4 ),4.7,(+/- 0.9 ),6.4,(+/- 1.8 ),5.4,(+/- 1.1 )
Housing,Housing Tenure,Occupied housing units,249358,(+/- 5907 ),301297,(+/- 4789 ),242621,(+/- 5013 ),296652,(+/- 4761 ),274044,(+/- 5559 ),313796,(+/- 6743 ),245571,(+/- 5579 ),286511,(+/- 5199 ),309202,(+/- 6754 )
Housing,Housing Tenure,Owner-occupied,174307,(+/- 5078 ),185662,(+/- 4709 ),152962,(+/- 4908 ),219077,(+/- 5432 ),195486,(+/- 5348 ),203693,(+/- 5348 ),109430,(+/- 3790 ),208198,(+/- 5091 ),144199,(+/- 4663 )
Housing,Housing Tenure,Renter-occupied,75051,(+/- 4348 ),115635,(+/- 4597 ),89659,(+/- 4184 ),77575,(+/- 4862 ),78558,(+/- 4457 ),110103,(+/- 4823 ),136141,(+/- 5248 ),78313,(+/- 3693 ),165003,(+/- 5725 )
Housing,Housing Tenure,Average household size of owner-occupied unit,2.86,(+/- 0.07 ),2.36,(+/- 0.04 ),3.06,(+/- 0.06 ),2.37,(+/- 0.05 ),2.82,(+/- 0.05 ),2.48,(+/- 0.04 ),3.35,(+/- 0.11 ),2.66,(+/- 0.05 ),2.58,(+/- 0.07 )
Housing,Housing Tenure,Average household size of renter-occupied unit,3.12,(+/- 0.12 ),2.27,(+/- 0.08 ),2.87,(+/- 0.11 ),2.66,(+/- 0.12 ),2.93,(+/- 0.11 ),2.31,(+/- 0.09 ),3.24,(+/- 0.09 ),2.76,(+/- 0.10 ),2.42,(+/- 0.07 )
Housing,Year Householder Moved into Unit,Occupied housing units,249358,(+/- 5907 ),301297,(+/- 4789 ),242621,(+/- 5013 ),296652,(+/- 4761 ),274044,(+/- 5559 ),313796,(+/- 6743 ),245571,(+/- 5579 ),286511,(+/- 5199 ),309202,(+/- 6754 )
Housing,Year Householder Moved into Unit,Moved in 2015 or later,45973,(+/- 3424 ),75514,(+/- 4125 ),55737,(+/- 3485 ),63331,(+/- 4043 ),65387,(+/- 3490 ),77535,(+/- 4126 ),68391,(+/- 3977 ),57095,(+/- 3879 ),92540,(+/- 4628 )
Housing,Year Householder Moved into Unit,Moved in 2010 to 2014,74207,(+/- 3981 ),85299,(+/- 3933 ),78500,(+/- 4009 ),93759,(+/- 4562 ),93226,(+/- 3792 ),98857,(+/- 5242 ),94787,(+/- 4878 ),97586,(+/- 4191 ),101394,(+/- 4749 )
Housing,Year Householder Moved into Unit,Moved in 2000 to 2009,71264,(+/- 3746 ),71955,(+/- 3038 ),63031,(+/- 3259 ),92091,(+/- 4714 ),77764,(+/- 3319 ),74255,(+/- 3762 ),43522,(+/- 2950 ),88986,(+/- 4518 ),54911,(+/- 3715 )
Housing,Year Householder Moved into Unit,Moved in 1990 to 1999,28314,(+/- 2418 ),36836,(+/- 2503 ),22503,(+/- 2089 ),31061,(+/- 2314 ),28709,(+/- 2400 ),38818,(+/- 2892 ),20630,(+/- 2392 ),31089,(+/- 2438 ),35631,(+/- 2695 )
Housing,Year Householder Moved into Unit,Moved in 1980 to 1989,14318,(+/- 1527 ),19274,(+/- 1812 ),11314,(+/- 1380 ),10445,(+/- 1448 ),6696,(+/- 1013 ),14567,(+/- 1594 ),8628,(+/- 1333 ),8929,(+/- 1087 ),13260,(+/- 1815 )
Housing,Year Householder Moved into Unit,Moved in 1979 and earlier,15282,(+/- 1550 ),12419,(+/- 1427 ),11536,(+/- 1496 ),5965,(+/- 1106 ),2262,(+/- 528 ),9764,(+/- 1372 ),9613,(+/- 1279 ),2826,(+/- 614 ),11466,(+/- 1566 )
Housing,Value,Owner-occupied units,174307,(+/- 5078 ),185662,(+/- 4709 ),152962,(+/- 4908 ),219077,(+/- 5432 ),195486,(+/- 5348 ),203693,(+/- 5348 ),109430,(+/- 3790 ),208198,(+/- 5091 ),144199,(+/- 4663 )
Housing,Value,"Less than $50,000",26721,(+/- 2083 ),15545,(+/- 1638 ),17491,(+/- 2075 ),26317,(+/- 2242 ),13083,(+/- 1355 ),7735,(+/- 1003 ),9193,(+/- 1384 ),7174,(+/- 1371 ),4978,(+/- 1054 )
Housing,Value,"$50,000 to $99,999",28628,(+/- 2313 ),19674,(+/- 2191 ),28763,(+/- 2233 ),28219,(+/- 2281 ),9028,(+/- 1096 ),8386,(+/- 1507 ),16346,(+/- 1746 ),10211,(+/- 1511 ),6650,(+/- 1104 )
Housing,Value,"$100,000 to $149,999",21703,(+/- 2179 ),35682,(+/- 2453 ),34599,(+/- 2934 ),31333,(+/- 2939 ),11788,(+/- 1427 ),13679,(+/- 1409 ),25820,(+/- 2517 ),22554,(+/- 2085 ),11223,(+/- 1519 )
Housing,Value,"$150,000 to $199,999",23850,(+/- 2146 ),38904,(+/- 2333 ),33636,(+/- 2959 ),42071,(+/- 3449 ),24224,(+/- 2396 ),24371,(+/- 2632 ),27596,(+/- 2533 ),42828,(+/- 2910 ),20930,(+/- 2034 )
Housing,Value,"$200,000 to $299,999",31873,(+/- 2376 ),39017,(+/- 2782 ),25817,(+/- 2110 ),49775,(+/- 3509 ),61085,(+/- 2907 ),38128,(+/- 2509 ),20555,(+/- 2102 ),69344,(+/- 4203 ),49895,(+/- 3347 )
Housing,Value,"$300,000 to $499,999",29604,(+/- 2313 ),25671,(+/- 1721 ),9076,(+/- 1461 ),30325,(+/- 2840 ),59628,(+/- 3451 ),58443,(+/- 3934 ),7720,(+/- 1181 ),45556,(+/- 2759 ),33576,(+/- 2444 )
Housing,Value,"$500,000 to $999,999",10203,(+/- 1649 ),8989,(+/- 1159 ),3129,(+/- 721 ),10023,(+/- 1513 ),15352,(+/- 1517 ),39247,(+/- 2673 ),1495,(+/- 496 ),9563,(+/- 1460 ),13821,(+/- 1533 )
Housing,Value,"$1,000,000 or more",1725,(+/- 660 ),2180,(+/- 683 ),451,(+/- 254 ),1014,(+/- 399 ),1298,(+/- 460 ),13704,(+/- 1504 ),705,(+/- 361 ),968,(+/- 403 ),3126,(+/- 701 )
Housing,Value,Median (dollars),168400,(+/- 4873 ),172700,(+/- 3264 ),142700,(+/- 4382 ),175700,(+/- 4475 ),261800,(+/- 4488 ),328000,(+/- 8905 ),154300,(+/- 2992 ),229300,(+/- 4417 ),251300,(+/- 4966 )
Housing,Mortgage Status,Owner-occupied units,174307,(+/- 5078 ),185662,(+/- 4709 ),152962,(+/- 4908 ),219077,(+/- 5432 ),195486,(+/- 5348 ),203693,(+/- 5348 ),109430,(+/- 3790 ),208198,(+/- 5091 ),144199,(+/- 4663 )
Housing,Mortgage Status,Housing units with a mortgage,89438,(+/- 3713 ),111820,(+/- 4018 ),101701,(+/- 4485 ),124384,(+/- 5073 ),138035,(+/- 4450 ),137644,(+/- 4864 ),75147,(+/- 3646 ),140458,(+/- 4546 ),102396,(+/- 4428 )
Housing,Mortgage Status,Housing units without a mortgage,84869,(+/- 3942 ),73842,(+/- 3009 ),51261,(+/- 3222 ),94693,(+/- 3626 ),57451,(+/- 2851 ),66049,(+/- 3647 ),34283,(+/- 2720 ),67740,(+/- 3540 ),41803,(+/- 2135 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units with a mortgage,89438,(+/- 3713 ),111820,(+/- 4018 ),101701,(+/- 4485 ),124384,(+/- 5073 ),138035,(+/- 4450 ),137644,(+/- 4864 ),75147,(+/- 3646 ),140458,(+/- 4546 ),102396,(+/- 4428 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $500,2476,(+/- 785 ),2599,(+/- 698 ),2166,(+/- 781 ),4694,(+/- 1325 ),1151,(+/- 511 ),1289,(+/- 416 ),1313,(+/- 604 ),1464,(+/- 550 ),1081,(+/- 524 )
Housing,Selected Monthly Owner Costs(SMOC),$500 to $999,24963,(+/- 2051 ),32844,(+/- 2651 ),38515,(+/- 3134 ),41222,(+/- 3133 ),17784,(+/- 1560 ),19217,(+/- 1777 ),25160,(+/- 2368 ),28610,(+/- 2320 ),19674,(+/- 2012 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 to $1,499",32339,(+/- 2394 ),42056,(+/- 2865 ),40775,(+/- 3181 ),43724,(+/- 3269 ),42345,(+/- 2882 ),38476,(+/- 3399 ),31353,(+/- 2283 ),50047,(+/- 3495 ),36348,(+/- 3182 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,500 to $1,999",16863,(+/- 1948 ),18398,(+/- 1980 ),12945,(+/- 1864 ),23272,(+/- 2516 ),40133,(+/- 2830 ),27504,(+/- 2358 ),11790,(+/- 1775 ),33766,(+/- 2671 ),22392,(+/- 2196 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,000 to $2,499",7885,(+/- 1338 ),9294,(+/- 1357 ),3933,(+/- 1002 ),7014,(+/- 1425 ),20004,(+/- 1632 ),20233,(+/- 2096 ),3152,(+/- 644 ),15931,(+/- 2081 ),12474,(+/- 1504 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,500 to $2,999",2592,(+/- 687 ),2663,(+/- 687 ),1060,(+/- 492 ),2486,(+/- 711 ),8757,(+/- 1426 ),11388,(+/- 1622 ),870,(+/- 420 ),6312,(+/- 1318 ),4910,(+/- 799 )
Housing,Selected Monthly Owner Costs(SMOC),"$3,000 or more",2320,(+/- 750 ),3966,(+/- 752 ),2307,(+/- 653 ),1972,(+/- 677 ),7861,(+/- 1090 ),19537,(+/- 1938 ),1509,(+/- 540 ),4328,(+/- 1076 ),5517,(+/- 923 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),1241,(+/- 30 ),1211,(+/- 23 ),1101,(+/- 23 ),1174,(+/- 27 ),1592,(+/- 28 ),1673,(+/- 47 ),1148,(+/- 25 ),1399,(+/- 28 ),1416,(+/- 30 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units without a mortgage,84869,(+/- 3942 ),73842,(+/- 3009 ),51261,(+/- 3222 ),94693,(+/- 3626 ),57451,(+/- 2851 ),66049,(+/- 3647 ),34283,(+/- 2720 ),67740,(+/- 3540 ),41803,(+/- 2135 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $250,28966,(+/- 1866 ),11124,(+/- 1363 ),12019,(+/- 1568 ),26209,(+/- 2662 ),8717,(+/- 1233 ),6049,(+/- 1184 ),7872,(+/- 1292 ),9690,(+/- 1678 ),4746,(+/- 935 )
Housing,Selected Monthly Owner Costs(SMOC),$250 to $399,23295,(+/- 1853 ),25667,(+/- 2012 ),18038,(+/- 1832 ),33822,(+/- 2584 ),16531,(+/- 1917 ),14723,(+/- 2044 ),12338,(+/- 1760 ),23637,(+/- 2033 ),12113,(+/- 1388 )
Housing,Selected Monthly Owner Costs(SMOC),$400 to $599,21793,(+/- 2154 ),23829,(+/- 1741 ),15780,(+/- 1895 ),24255,(+/- 2298 ),16781,(+/- 1660 ),21034,(+/- 2132 ),9856,(+/- 1474 ),21401,(+/- 2459 ),14658,(+/- 1698 )
Housing,Selected Monthly Owner Costs(SMOC),$600 to $799,6773,(+/- 1147 ),8630,(+/- 1270 ),3613,(+/- 908 ),6552,(+/- 1192 ),10085,(+/- 1181 ),11328,(+/- 1456 ),3116,(+/- 724 ),9520,(+/- 1485 ),5995,(+/- 1126 )
Housing,Selected Monthly Owner Costs(SMOC),$800 to $999,1992,(+/- 629 ),2173,(+/- 603 ),1077,(+/- 466 ),2618,(+/- 826 ),3676,(+/- 714 ),5428,(+/- 1098 ),444,(+/- 425 ),2237,(+/- 563 ),2020,(+/- 591 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 or more",2050,(+/- 708 ),2419,(+/- 653 ),734,(+/- 411 ),1237,(+/- 473 ),1661,(+/- 474 ),7487,(+/- 1309 ),657,(+/- 296 ),1255,(+/- 556 ),2271,(+/- 576 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),341,(+/- 14 ),401,(+/- 11 ),360,(+/- 15 ),347,(+/- 15 ),436,(+/- 15 ),507,(+/- 22 ),366,(+/- 15 ),404,(+/- 15 ),445,(+/- 14 )
Housing,Gross Rent,Occupied units paying rent,65891,(+/- 4037 ),110010,(+/- 4524 ),84804,(+/- 4022 ),70145,(+/- 4872 ),75556,(+/- 4353 ),105388,(+/- 4645 ),131366,(+/- 5149 ),74445,(+/- 3621 ),161021,(+/- 5591 )
Housing,Gross Rent,Less than $500,12909,(+/- 1575 ),12339,(+/- 1807 ),10948,(+/- 1710 ),7460,(+/- 1497 ),1818,(+/- 630 ),2570,(+/- 1019 ),12099,(+/- 1616 ),1686,(+/- 716 ),6361,(+/- 1423 )
Housing,Gross Rent,$500 to $999,25123,(+/- 2487 ),59233,(+/- 3234 ),42172,(+/- 3128 ),36039,(+/- 3326 ),19705,(+/- 2600 ),39297,(+/- 2788 ),72720,(+/- 3633 ),21433,(+/- 2594 ),77501,(+/- 4078 )
Housing,Gross Rent,"$1,000 to $1,499",20534,(+/- 2114 ),30144,(+/- 2807 ),27077,(+/- 2149 ),20575,(+/- 2960 ),32623,(+/- 2718 ),40618,(+/- 2680 ),40213,(+/- 3151 ),34925,(+/- 3238 ),54510,(+/- 3689 )
Housing,Gross Rent,"$1,500 to $1,999",5077,(+/- 1208 ),5620,(+/- 1099 ),3669,(+/- 1047 ),4035,(+/- 1102 ),14568,(+/- 2011 ),12370,(+/- 1831 ),5383,(+/- 1214 ),10975,(+/- 1741 ),18396,(+/- 2022 )
Housing,Gross Rent,"$2,000 to $2,499",1642,(+/- 575 ),1511,(+/- 618 ),749,(+/- 433 ),1638,(+/- 822 ),4538,(+/- 979 ),5029,(+/- 1323 ),925,(+/- 542 ),2994,(+/- 902 ),1890,(+/- 709 )
Housing,Gross Rent,"$2,500 to $2,999",485,(+/- 416 ),387,(+/- 279 ),189,(+/- 315 ),95,(+/- 110 ),1285,(+/- 588 ),3244,(+/- 992 ),26,(+/- 44 ),1462,(+/- 611 ),955,(+/- 485 )
Housing,Gross Rent,"$3,000 or more",121,(+/- 147 ),776,(+/- 447 ),0,(+/- 204 ),303,(+/- 277 ),1019,(+/- 539 ),2260,(+/- 810 ),0,(+/- 204 ),970,(+/- 502 ),1408,(+/- 754 )
Housing,Gross Rent,Median (dollars),886,(+/- 31 ),839,(+/- 22 ),884,(+/- 24 ),873,(+/- 29 ),1222,(+/- 32 ),1110,(+/- 22 ),867,(+/- 18 ),1170,(+/- 25 ),985,(+/- 14 )
Housing,Gross Rent,No rent paid,9160,(+/- 1339 ),5625,(+/- 1314 ),4855,(+/- 1127 ),7430,(+/- 1351 ),3002,(+/- 802 ),4715,(+/- 1357 ),4775,(+/- 1099 ),3868,(+/- 907 ),3982,(+/- 971 )
Socioeconomic,Income and Benefits (In 2016 inflationlation-adjusted dollars),Total households,249358,(+/- 5907 ),301297,(+/- 4789 ),242621,(+/- 5013 ),296652,(+/- 4761 ),274044,(+/- 5559 ),313796,(+/- 6743 ),245571,(+/- 5579 ),286511,(+/- 5199 ),309202,(+/- 6754 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"Less than $10,000",24410,(+/- 2057 ),24126,(+/- 2685 ),20367,(+/- 2558 ),22669,(+/- 2935 ),11949,(+/- 1465 ),16529,(+/- 2466 ),26972,(+/- 2534 ),13597,(+/- 2001 ),23490,(+/- 2731 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$10,000 to $14,999",14067,(+/- 1337 ),18011,(+/- 2020 ),15645,(+/- 2242 ),16340,(+/- 2349 ),7727,(+/- 1319 ),9807,(+/- 1610 ),18382,(+/- 2348 ),8275,(+/- 1456 ),14887,(+/- 2058 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$15,000 to $24,999",25292,(+/- 2393 ),35100,(+/- 3139 ),29142,(+/- 2629 ),34870,(+/- 3086 ),19795,(+/- 2042 ),25216,(+/- 2665 ),28894,(+/- 3038 ),19918,(+/- 1972 ),28549,(+/- 2591 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$25,000 to $34,999",26519,(+/- 2338 ),30981,(+/- 2879 ),30860,(+/- 2397 ),30854,(+/- 2564 ),21792,(+/- 2000 ),24387,(+/- 2937 ),29665,(+/- 2748 ),28958,(+/- 2601 ),30327,(+/- 2590 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$35,000 to $49,999",33030,(+/- 2484 ),44378,(+/- 2898 ),39506,(+/- 2893 ),45052,(+/- 3618 ),32001,(+/- 2698 ),41223,(+/- 2978 ),41549,(+/- 3166 ),38686,(+/- 3177 ),42924,(+/- 3121 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$50,000 to $74,999",47903,(+/- 3265 ),55022,(+/- 3752 ),47402,(+/- 3534 ),59402,(+/- 4164 ),48496,(+/- 2886 ),53943,(+/- 4011 ),46776,(+/- 2790 ),57890,(+/- 3788 ),55295,(+/- 3581 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$75,000 to $99,999",31448,(+/- 2623 ),37378,(+/- 2661 ),28445,(+/- 2718 ),37722,(+/- 3397 ),40341,(+/- 2797 ),38552,(+/- 3138 ),22672,(+/- 1989 ),39939,(+/- 3058 ),39461,(+/- 3266 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$100,000 to $149,999",29917,(+/- 2550 ),31777,(+/- 2669 ),21017,(+/- 2295 ),31860,(+/- 2875 ),47182,(+/- 2767 ),45591,(+/- 2831 ),22071,(+/- 1894 ),47910,(+/- 3143 ),40633,(+/- 3271 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$150,000 to $199,000",9980,(+/- 1207 ),13261,(+/- 1922 ),5694,(+/- 1187 ),9824,(+/- 1645 ),23709,(+/- 1964 ),23175,(+/- 2164 ),5153,(+/- 1126 ),18367,(+/- 2184 ),15708,(+/- 1741 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$200,000 or more",6792,(+/- 1183 ),11263,(+/- 1377 ),4543,(+/- 967 ),8059,(+/- 1667 ),21052,(+/- 2043 ),35373,(+/- 2466 ),3437,(+/- 830 ),12971,(+/- 1527 ),17928,(+/- 1686 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Median household income (dollars),50537,(+/- 1177 ),49072,(+/- 1914 ),44224,(+/- 1528 ),49466,(+/- 1808 ),71693,(+/- 1949 ),67830,(+/- 2287 ),40991,(+/- 949 ),61754,(+/- 1428 ),55349,(+/- 1359 )
