Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$35,000 to $49,999",41433,(+/- 2881 ),43209,(+/- 3397 ),47255,(+/- 3652 ),41596,(+/- 2763 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$50,000 to $74,999",51581,(+/- 2887 ),53120,(+/- 4329 ),54431,(+/- 3457 ),50094,(+/- 2847 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$75,000 to $99,999",28637,(+/- 2226 ),33979,(+/- 2720 ),31393,(+/- 2756 ),24365,(+/- 2179 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$100,000 to $149,999",21641,(+/- 1889 ),35197,(+/- 2694 ),35446,(+/- 2935 ),22804,(+/- 1879 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$150,000 to $199,000",6160,(+/- 1051 ),11121,(+/- 1522 ),11185,(+/- 1629 ),7108,(+/- 1373 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$200,000 or more",4994,(+/- 983 ),12064,(+/- 1803 ),12704,(+/- 1729 ),3776,(+/- 1031 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Median household income (dollars),40492,(+/- 1039 ),49498,(+/- 1906 ),47903,(+/- 1441 ),39586,(+/- 1473 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Mean household income (dollars),54876,(+/- 1709 ),68954,(+/- 2194 ),66941,(+/- 2036 ),52684,(+/- 1754 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population,700243,(+/- 3528 ),749026,(+/- 2294 ),788161,(+/- 3822 ),696842,(+/- 4971 )
Socioeconomic,Health Insurance Coverage,With health insurance coverage,644375,(+/- 6192 ),699187,(+/- 5573 ),716710,(+/- 6210 ),642225,(+/- 7777 )
Socioeconomic,Health Insurance Coverage,With private health insurance,395410,(+/- 9761 ),502994,(+/- 9053 ),516181,(+/- 9336 ),405482,(+/- 10476 )
Socioeconomic,Health Insurance Coverage,With public coverage,343653,(+/- 8526 ),297918,(+/- 8066 ),293236,(+/- 9107 ),333802,(+/- 8439 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,55868,(+/- 5421 ),49839,(+/- 5156 ),71451,(+/- 5789 ),54617,(+/- 4897 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population under 18 years,167819,(+/- 1980 ),178228,(+/- 1286 ),198243,(+/- 1719 ),160865,(+/- 2626 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,7017,(+/- 1802 ),6254,(+/- 1667 ),8656,(+/- 2112 ),3616,(+/- 1117 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All families,14.0,(+/- 1.2 ),11.2,(+/- 1.3 ),10.2,(+/- 1.0 ),14.4,(+/- 1.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,23.0,(+/- 2.1 ),19.0,(+/- 2.5 ),14.8,(+/- 1.7 ),24.0,(+/- 2.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,25.8,(+/- 6.3 ),20.5,(+/- 7.0 ),18.6,(+/- 4.6 ),28.2,(+/- 6.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Married couple families,6.4,(+/- 0.9 ),4.8,(+/- 1.2 ),6.2,(+/- 1.1 ),7.3,(+/- 1.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,8.5,(+/- 1.5 ),8.0,(+/- 2.4 ),9.2,(+/- 1.9 ),10.7,(+/- 2.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,7.0,(+/- 3.7 ),5.8,(+/- 4.3 ),10.8,(+/- 5.0 ),8.2,(+/- 5.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,"Families with female householder, no husband present",37.2,(+/- 4.0 ),29.3,(+/- 4.4 ),27.2,(+/- 3.5 ),38.7,(+/- 4.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,47.0,(+/- 5.0 ),38.7,(+/- 6.2 ),33.0,(+/- 4.8 ),49.4,(+/- 5.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,54.2,(+/- 12.4 ),45.6,(+/- 18.5 ),40.2,(+/- 12.2 ),69.2,(+/- 12.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All people,18.9,(+/- 1.3 ),16.2,(+/- 1.3 ),14.7,(+/- 1.1 ),19.5,(+/- 1.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,28.6,(+/- 2.9 ),22.4,(+/- 2.7 ),17.4,(+/- 2.4 ),28.4,(+/- 2.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,28.0,(+/- 2.9 ),22.1,(+/- 2.7 ),17.0,(+/- 2.4 ),28.3,(+/- 2.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,31.3,(+/- 3.8 ),24.4,(+/- 4.5 ),20.0,(+/- 3.7 ),36.9,(+/- 4.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,26.8,(+/- 3.4 ),21.3,(+/- 3.3 ),15.9,(+/- 2.4 ),25.3,(+/- 3.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,15.9,(+/- 1.1 ),14.2,(+/- 1.1 ),13.8,(+/- 0.9 ),16.9,(+/- 0.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,10.8,(+/- 1.3 ),9.9,(+/- 2.0 ),8.3,(+/- 1.5 ),12.7,(+/- 1.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,People in families,16.0,(+/- 1.5 ),13.1,(+/- 1.4 ),11.2,(+/- 1.3 ),16.7,(+/- 1.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,31.8,(+/- 2.4 ),29.0,(+/- 2.3 ),30.1,(+/- 2.0 ),32.4,(+/- 2.2 )
Education,School Enrollment,Population 3 years and over enrolled in school,166837,(+/- 4293 ),195735,(+/- 4356 ),209119,(+/- 3912 ),167799,(+/- 4578 )
Education,School Enrollment,"Nursery school, preschool",13491,(+/- 1622 ),12997,(+/- 1809 ),10869,(+/- 1787 ),9704,(+/- 1302 )
Education,School Enrollment,Kindergarten,10233,(+/- 2016 ),12006,(+/- 1779 ),11323,(+/- 1905 ),9555,(+/- 1447 )
Education,School Enrollment,Elementary school (grades 1-8),73520,(+/- 2617 ),77913,(+/- 2664 ),88772,(+/- 2828 ),71371,(+/- 3696 )
Education,School Enrollment,High school (grades 9-12),38747,(+/- 2634 ),40069,(+/- 2875 ),41963,(+/- 1990 ),39374,(+/- 2507 )
Education,School Enrollment,College or graduate school,30846,(+/- 2812 ),52750,(+/- 3471 ),56192,(+/- 3166 ),37795,(+/- 2920 )
Education,Educational Attainment,Population 25 years and over,494346,(+/- 3159 ),504429,(+/- 2337 ),510509,(+/- 3751 ),481164,(+/- 4252 )
Education,Educational Attainment,Less than 9th grade,27382,(+/- 2735 ),13462,(+/- 2242 ),32818,(+/- 2958 ),26495,(+/- 2669 )
Education,Educational Attainment,"9th to 12th grade, no diploma",55404,(+/- 3344 ),33278,(+/- 3066 ),37799,(+/- 3486 ),52984,(+/- 3233 )
Education,Educational Attainment,High school graduate (includes equivalency),188548,(+/- 5859 ),153864,(+/- 5787 ),156727,(+/- 6567 ),182830,(+/- 5059 )
Education,Educational Attainment,"Some college, no degree",108332,(+/- 5453 ),117815,(+/- 5399 ),114917,(+/- 5830 ),108645,(+/- 5244 )
Education,Educational Attainment,Associate's degree,33311,(+/- 2414 ),34814,(+/- 3333 ),31043,(+/- 2692 ),34147,(+/- 2646 )
Education,Educational Attainment,Bachelor's degree,53291,(+/- 4027 ),92424,(+/- 4446 ),86672,(+/- 5399 ),50221,(+/- 3314 )
Education,Educational Attainment,Graduate or professional degree,28078,(+/- 2446 ),58772,(+/- 3689 ),50533,(+/- 3321 ),25842,(+/- 1957 )
Education,Educational Attainment,Percent high school graduate or higher,83.3,(+/- 0.8 ),90.7,(+/- 0.8 ),86.2,(+/- 0.9 ),83.5,(+/- 0.9 )
Education,Educational Attainment,Percent bachelor's degree or higher,16.5,(+/- 0.9 ),30.0,(+/- 1.1 ),26.9,(+/- 1.2 ),15.8,(+/- 0.8 )

Source: 2016 American Community Survey 1-Year Estimates
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.
An '(X)' means that the estimate is not applicable or not available
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,District 01 Estimate,District 01 Flag,District 02 Estimate,District 02 Flag,District 03 Estimate,District 03 Flag,District 04 Estimate,District 04 Flag
Business,Paid employees for pay period including March 12,Total for all sectors,189011,G,292635,G,312589,G,188158,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",1028,G,166,H,760,G,2804,G
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",649,G,3364,H,940,G,1479,G
Business,Paid employees for pay period including March 12,Utilities,1184,H,2302,H,2398,H,1457,G
Business,Paid employees for pay period including March 12,Construction,6833,G,14789,G,12925,G,8741,G
Business,Paid employees for pay period including March 12,Manufacturing,37879,G,22040,G,50981,G,44587,G
Business,Paid employees for pay period including March 12,Wholesale trade,9001,G,15264,G,13631,G,4863,G
Business,Paid employees for pay period including March 12,Retail trade,31709,G,41399,G,41167,G,28948,G
Business,Paid employees for pay period including March 12,Transportation and warehousing,8047,G,12474,G,24155,H,7718,G
Business,Paid employees for pay period including March 12,Information,6355,H,11830,G,4744,G,1671,H
Business,Paid employees for pay period including March 12,Finance and insurance,5742,G,15534,G,8616,G,6006,G
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,1994,G,4403,G,3860,G,2182,G
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services",3826,G,13907,G,14198,G,4433,G
Business,Paid employees for pay period including March 12,Management of companies and enterprises,1823,G,4379,G,28767,H,3006,H
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,6227,G,16762,G,13395,G,7865,G
Business,Paid employees for pay period including March 12,Educational services,2143,G,7733,G,3365,G,2365,H
Business,Paid employees for pay period including March 12,Health care and social assistance,37509,G,57105,G,41945,G,31792,G
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation",1517,G,3033,H,2527,G,2308,H
Business,Paid employees for pay period including March 12,Accommodation and food services,18634,G,31110,G,32896,G,18264,G
Business,Paid employees for pay period including March 12,Other services (except public administration),6855,G,14993,G,11288,G,7607,G
Business,Paid employees for pay period including March 12,Industries not classified,56,J,48,H,31,J,62,J
Business,"Annual payroll ($1,000)",Total for all sectors,6257215,G,12148700,G,14079540,G,6417038,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",50623,G,5167,G,20659,G,114028,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",26722,G,238333,H,53662,G,78617,G
Business,"Annual payroll ($1,000)",Utilities,81817,H,214598,G,212065,H,117869,G
Business,"Annual payroll ($1,000)",Construction,269726,G,737741,G,589994,G,366093,G
Business,"Annual payroll ($1,000)",Manufacturing,1654398,G,1057383,G,2046012,G,1986456,G
Business,"Annual payroll ($1,000)",Wholesale trade,418893,G,870583,G,796284,G,215045,G
Business,"Annual payroll ($1,000)",Retail trade,762212,G,1080897,G,1034515,G,676346,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,333538,G,553594,G,1141663,H,299291,G
Business,"Annual payroll ($1,000)",Information,129588,G,825304,G,289563,G,71396,G
Business,"Annual payroll ($1,000)",Finance and insurance,273940,G,1106022,G,453493,G,260477,G
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,55204,G,173214,G,146676,G,67586,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",144433,G,785486,G,906053,G,179245,G
Business,"Annual payroll ($1,000)",Management of companies and enterprises,91118,G,273121,G,3248755,H,187057,H
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,147847,G,411615,G,382753,G,206349,G
Business,"Annual payroll ($1,000)",Educational services,45781,G,187965,G,68487,G,48946,H
Business,"Annual payroll ($1,000)",Health care and social assistance,1357953,G,2678315,G,1870974,G,1085969,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",30829,G,59814,G,55164,G,45478,H
Business,"Annual payroll ($1,000)",Accommodation and food services,239252,G,468823,G,482681,G,249865,G
Business,"Annual payroll ($1,000)",Other services (except public administration),142514,G,420059,G,279454,G,160010,G
Business,"Annual payroll ($1,000)",Industries not classified,827,G,666,G,633,H,915,G
Business,Total Establishments,Total for all sectors,13851,X,18804,X,18347,X,13836,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",193,X,25,X,32,X,389,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",49,X,106,X,66,X,160,X
Business,Total Establishments,Utilities,88,X,70,X,59,X,110,X
Business,Total Establishments,Construction,1001,X,1568,X,1513,X,1111,X
Business,Total Establishments,Manufacturing,630,X,564,X,728,X,683,X
Business,Total Establishments,Wholesale trade,728,X,1033,X,1044,X,535,X
Business,Total Establishments,Retail trade,2692,X,2885,X,2767,X,2560,X
Business,Total Establishments,Transportation and warehousing,667,X,550,X,568,X,572,X
Business,Total Establishments,Information,208,X,312,X,290,X,185,X
Business,Total Establishments,Finance and insurance,877,X,1375,X,1102,X,906,X
Business,Total Establishments,Real estate and rental and leasing,565,X,911,X,895,X,556,X
Business,Total Establishments,"Professional, scientific, and technical services",896,X,2145,X,1996,X,857,X
Business,Total Establishments,Management of companies and enterprises,68,X,141,X,806,X,68,X
Business,Total Establishments,Administrative and support and waste management and remediation services,429,X,887,X,805,X,440,X
Business,Total Establishments,Educational services,95,X,233,X,184,X,101,X
Business,Total Establishments,Health care and social assistance,1821,X,2260,X,1943,X,1583,X
Business,Total Establishments,"Arts, entertainment, and recreation",184,X,212,X,240,X,168,X
Business,Total Establishments,Accommodation and food services,1184,X,1547,X,1681,X,1187,X
Business,Total Establishments,Other services (except public administration),1445,X,1950,X,1587,X,1623,X
Business,Total Establishments,Industries not classified,31,X,30,X,41,X,42,X

Source: 2015 County Business Patterns for Congressional Districts
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
2. Industries not classified - Industry could not be determined.
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
5. Disclosure and Quality Indicator Flag Definitions:
D Withheld to avoid disclosing data for individual companies; data are included in higher level totals
G Cell value changed by less than 2 percent by the application of noise
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise
J Cell value changed by 5 percent or more by the application of noise
S Cell value withheld because it did not meet publication standards
N Not available or not comparable
X Not applicable
a 0 to 19 employees
b 20 to 99 employees
c 100 to 249 employees
e 250 to 499 employees
f 500 to 999 employees
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
