Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE,District 10 Estimate,District 10 MOE,District 11 Estimate,District 11 MOE,District 12 Estimate,District 12 MOE,District 13 Estimate,District 13 MOE,District 14 Estimate,District 14 MOE,District 15 Estimate,District 15 MOE,District 16 Estimate,District 16 MOE,District 17 Estimate,District 17 MOE,District 18 Estimate,District 18 MOE,District 19 Estimate,District 19 MOE,District 20 Estimate,District 20 MOE,District 21 Estimate,District 21 MOE,District 22 Estimate,District 22 MOE,District 23 Estimate,District 23 MOE,District 24 Estimate,District 24 MOE,District 25 Estimate,District 25 MOE,District 26 Estimate,District 26 MOE,District 27 Estimate,District 27 MOE,District 28 Estimate,District 28 MOE,District 29 Estimate,District 29 MOE,District 30 Estimate,District 30 MOE,District 31 Estimate,District 31 MOE,District 32 Estimate,District 32 MOE,District 33 Estimate,District 33 MOE,District 34 Estimate,District 34 MOE,District 35 Estimate,District 35 MOE,District 36 Estimate,District 36 MOE,District 37 Estimate,District 37 MOE,District 38 Estimate,District 38 MOE,District 39 Estimate,District 39 MOE,District 40 Estimate,District 40 MOE,District 41 Estimate,District 41 MOE,District 42 Estimate,District 42 MOE,District 43 Estimate,District 43 MOE,District 44 Estimate,District 44 MOE,District 45 Estimate,District 45 MOE,District 46 Estimate,District 46 MOE,District 47 Estimate,District 47 MOE,District 48 Estimate,District 48 MOE,District 49 Estimate,District 49 MOE,District 50 Estimate,District 50 MOE,District 51 Estimate,District 51 MOE,District 52 Estimate,District 52 MOE,District 53 Estimate,District 53 MOE
Housing,Housing Tenure,Renter-occupied,96672,(+/- 4455 ),107326,(+/- 4049 ),110868,(+/- 4044 ),74593,(+/- 4390 ),104682,(+/- 4504 ),146714,(+/- 4345 ),94234,(+/- 4138 ),93779,(+/- 4587 ),101458,(+/- 3979 ),99575,(+/- 4604 ),102577,(+/- 3778 ),210587,(+/- 4834 ),162688,(+/- 4029 ),103388,(+/- 4152 ),93540,(+/- 3614 ),113448,(+/- 4617 ),120088,(+/- 4255 ),107165,(+/- 3751 ),92083,(+/- 3915 ),109712,(+/- 4374 ),94367,(+/- 3895 ),97362,(+/- 4518 ),97070,(+/- 4877 ),112112,(+/- 3582 ),78002,(+/- 3819 ),88769,(+/- 3641 ),116116,(+/- 4667 ),200489,(+/- 6019 ),124952,(+/- 4101 ),132372,(+/- 5384 ),107224,(+/- 4046 ),79122,(+/- 2693 ),154133,(+/- 5170 ),202346,(+/- 4943 ),82394,(+/- 3690 ),93171,(+/- 4399 ),178754,(+/- 5077 ),80919,(+/- 3234 ),77667,(+/- 3832 ),122924,(+/- 4067 ),85994,(+/- 4537 ),69264,(+/- 4048 ),141013,(+/- 4940 ),99564,(+/- 3610 ),102662,(+/- 4145 ),112823,(+/- 3592 ),129620,(+/- 5286 ),111256,(+/- 4582 ),108998,(+/- 3450 ),88143,(+/- 3865 ),113766,(+/- 4144 ),133321,(+/- 5185 ),138884,(+/- 5037 )
Housing,Housing Tenure,Average household size of owner-occupied unit,2.45,(+/- 0.05 ),2.45,(+/- 0.04 ),2.84,(+/- 0.06 ),2.67,(+/- 0.05 ),2.72,(+/- 0.06 ),2.85,(+/- 0.08 ),2.82,(+/- 0.05 ),2.89,(+/- 0.08 ),3.06,(+/- 0.07 ),3.13,(+/- 0.06 ),2.77,(+/- 0.05 ),2.60,(+/- 0.07 ),2.73,(+/- 0.07 ),2.99,(+/- 0.06 ),3.07,(+/- 0.05 ),3.35,(+/- 0.09 ),3.03,(+/- 0.06 ),2.74,(+/- 0.05 ),3.33,(+/- 0.08 ),3.02,(+/- 0.07 ),3.59,(+/- 0.10 ),3.03,(+/- 0.06 ),2.90,(+/- 0.07 ),2.71,(+/- 0.06 ),3.17,(+/- 0.07 ),3.07,(+/- 0.06 ),2.98,(+/- 0.06 ),2.68,(+/- 0.06 ),3.74,(+/- 0.12 ),2.90,(+/- 0.06 ),3.32,(+/- 0.09 ),3.70,(+/- 0.09 ),2.51,(+/- 0.05 ),3.27,(+/- 0.12 ),3.77,(+/- 0.11 ),2.63,(+/- 0.06 ),2.86,(+/- 0.09 ),3.42,(+/- 0.07 ),3.20,(+/- 0.07 ),4.14,(+/- 0.11 ),3.96,(+/- 0.11 ),3.52,(+/- 0.08 ),3.08,(+/- 0.09 ),3.98,(+/- 0.10 ),2.78,(+/- 0.06 ),3.92,(+/- 0.12 ),2.98,(+/- 0.07 ),2.71,(+/- 0.06 ),2.75,(+/- 0.06 ),3.01,(+/- 0.07 ),3.63,(+/- 0.10 ),2.68,(+/- 0.06 ),2.96,(+/- 0.08 )
Housing,Housing Tenure,Average household size of renter-occupied unit,2.52,(+/- 0.07 ),2.47,(+/- 0.06 ),2.89,(+/- 0.08 ),2.57,(+/- 0.09 ),2.81,(+/- 0.09 ),2.70,(+/- 0.08 ),2.71,(+/- 0.10 ),3.27,(+/- 0.11 ),3.28,(+/- 0.11 ),3.12,(+/- 0.09 ),2.88,(+/- 0.08 ),2.10,(+/- 0.04 ),2.40,(+/- 0.05 ),2.80,(+/- 0.09 ),2.98,(+/- 0.08 ),3.39,(+/- 0.10 ),2.89,(+/- 0.08 ),2.61,(+/- 0.08 ),3.28,(+/- 0.10 ),3.26,(+/- 0.08 ),3.71,(+/- 0.12 ),3.19,(+/- 0.10 ),2.93,(+/- 0.09 ),2.86,(+/- 0.08 ),3.23,(+/- 0.12 ),3.24,(+/- 0.08 ),2.84,(+/- 0.08 ),2.19,(+/- 0.05 ),3.18,(+/- 0.07 ),2.52,(+/- 0.08 ),3.16,(+/- 0.10 ),3.71,(+/- 0.14 ),2.08,(+/- 0.05 ),2.77,(+/- 0.06 ),3.75,(+/- 0.12 ),2.98,(+/- 0.11 ),2.47,(+/- 0.07 ),3.41,(+/- 0.10 ),3.20,(+/- 0.11 ),3.84,(+/- 0.10 ),3.65,(+/- 0.12 ),3.34,(+/- 0.16 ),2.93,(+/- 0.08 ),3.61,(+/- 0.12 ),2.71,(+/- 0.07 ),3.84,(+/- 0.10 ),2.91,(+/- 0.09 ),2.73,(+/- 0.09 ),2.87,(+/- 0.11 ),3.28,(+/- 0.12 ),3.49,(+/- 0.10 ),2.48,(+/- 0.07 ),2.66,(+/- 0.09 )
Housing,Year Householder Moved into Unit,Occupied housing units,273669,(+/- 3690 ),283904,(+/- 3871 ),251190,(+/- 3240 ),274386,(+/- 3929 ),262302,(+/- 4818 ),271977,(+/- 4767 ),261127,(+/- 4299 ),232951,(+/- 4263 ),237359,(+/- 3578 ),235531,(+/- 2972 ),266301,(+/- 3365 ),324880,(+/- 4343 ),287921,(+/- 3981 ),253163,(+/- 3456 ),250240,(+/- 3132 ),210616,(+/- 3966 ),257515,(+/- 4826 ),268446,(+/- 4860 ),226671,(+/- 3676 ),227623,(+/- 3225 ),187890,(+/- 4581 ),241790,(+/- 4361 ),242551,(+/- 5477 ),252574,(+/- 3216 ),225209,(+/- 4312 ),228178,(+/- 2731 ),243721,(+/- 5672 ),297443,(+/- 5093 ),211315,(+/- 4591 ),275641,(+/- 6046 ),222147,(+/- 4072 ),191240,(+/- 3459 ),301954,(+/- 5417 ),255952,(+/- 5437 ),191182,(+/- 4490 ),267899,(+/- 4761 ),273317,(+/- 5087 ),204335,(+/- 3859 ),225793,(+/- 4115 ),182996,(+/- 4292 ),194812,(+/- 4097 ),227143,(+/- 4873 ),239020,(+/- 5324 ),188841,(+/- 3720 ),276707,(+/- 4647 ),185670,(+/- 3642 ),239498,(+/- 5601 ),265180,(+/- 5345 ),256731,(+/- 5261 ),238443,(+/- 4468 ),201097,(+/- 4839 ),281618,(+/- 5314 ),268519,(+/- 6329 )
Housing,Year Householder Moved into Unit,Moved in 2015 or later,47350,(+/- 3697 ),45534,(+/- 3200 ),54215,(+/- 3399 ),49535,(+/- 3816 ),43100,(+/- 3400 ),64576,(+/- 3906 ),51373,(+/- 3494 ),48830,(+/- 4073 ),45010,(+/- 3669 ),39619,(+/- 3323 ),45778,(+/- 2985 ),55505,(+/- 4072 ),53936,(+/- 2938 ),39122,(+/- 2491 ),40360,(+/- 3036 ),44264,(+/- 3758 ),60274,(+/- 3767 ),44149,(+/- 3515 ),37348,(+/- 2941 ),37104,(+/- 2976 ),37632,(+/- 2938 ),47752,(+/- 3651 ),51882,(+/- 3695 ),50356,(+/- 3154 ),34397,(+/- 3065 ),36128,(+/- 2537 ),35481,(+/- 2939 ),56987,(+/- 3903 ),29915,(+/- 2528 ),50667,(+/- 3920 ),46596,(+/- 3685 ),23352,(+/- 1919 ),57585,(+/- 3500 ),54465,(+/- 2972 ),28411,(+/- 2962 ),50682,(+/- 3062 ),51087,(+/- 3182 ),23811,(+/- 2205 ),36938,(+/- 2611 ),22809,(+/- 2376 ),37490,(+/- 2522 ),42641,(+/- 3142 ),41333,(+/- 3636 ),23422,(+/- 1914 ),61326,(+/- 3632 ),34393,(+/- 3002 ),45780,(+/- 3768 ),49938,(+/- 3034 ),57286,(+/- 3756 ),43157,(+/- 3627 ),36613,(+/- 2710 ),70696,(+/- 4440 ),60657,(+/- 4246 )
Housing,Year Householder Moved into Unit,Moved in 2010 to 2014,79111,(+/- 3734 ),74292,(+/- 4037 ),80444,(+/- 3600 ),77639,(+/- 3514 ),82308,(+/- 4216 ),97440,(+/- 4003 ),78952,(+/- 4610 ),76630,(+/- 4756 ),83403,(+/- 4061 ),82071,(+/- 3838 ),80955,(+/- 4010 ),104179,(+/- 4709 ),92842,(+/- 3770 ),65536,(+/- 3539 ),79587,(+/- 3622 ),71618,(+/- 4138 ),76973,(+/- 3945 ),76936,(+/- 4063 ),66915,(+/- 3824 ),67443,(+/- 3780 ),52889,(+/- 3656 ),74852,(+/- 4131 ),73668,(+/- 4601 ),74852,(+/- 3751 ),73756,(+/- 3743 ),69887,(+/- 3439 ),70708,(+/- 4125 ),98788,(+/- 4264 ),67921,(+/- 4122 ),85159,(+/- 4890 ),74102,(+/- 3694 ),53290,(+/- 3065 ),90319,(+/- 4270 ),84528,(+/- 3782 ),60653,(+/- 3656 ),90686,(+/- 4173 ),88439,(+/- 4630 ),55639,(+/- 3369 ),59852,(+/- 3689 ),61515,(+/- 3462 ),64623,(+/- 3429 ),76136,(+/- 4557 ),72901,(+/- 4188 ),59118,(+/- 3194 ),78146,(+/- 3928 ),59808,(+/- 3773 ),74255,(+/- 4071 ),77298,(+/- 4080 ),78924,(+/- 3972 ),70970,(+/- 3940 ),69297,(+/- 4259 ),85873,(+/- 4950 ),89885,(+/- 4483 )
Housing,Year Householder Moved into Unit,Moved in 2000 to 2009,73834,(+/- 3840 ),74062,(+/- 3433 ),58735,(+/- 2546 ),80180,(+/- 3437 ),67409,(+/- 3451 ),59960,(+/- 3361 ),71331,(+/- 3212 ),62743,(+/- 3843 ),61229,(+/- 3151 ),63078,(+/- 3251 ),58547,(+/- 3144 ),79025,(+/- 4053 ),71446,(+/- 3792 ),66451,(+/- 3621 ),68691,(+/- 3146 ),52648,(+/- 3866 ),56704,(+/- 3051 ),64534,(+/- 3347 ),63179,(+/- 3623 ),60148,(+/- 2992 ),53723,(+/- 3366 ),59186,(+/- 3448 ),68884,(+/- 4660 ),60649,(+/- 3267 ),62999,(+/- 3736 ),58446,(+/- 3351 ),62367,(+/- 3177 ),71375,(+/- 4025 ),59089,(+/- 3368 ),62625,(+/- 3453 ),51257,(+/- 3050 ),47116,(+/- 2452 ),65665,(+/- 3660 ),61294,(+/- 3403 ),51918,(+/- 3141 ),79294,(+/- 3545 ),65518,(+/- 3468 ),50658,(+/- 3137 ),55725,(+/- 3196 ),50517,(+/- 3049 ),51123,(+/- 3216 ),68024,(+/- 3372 ),62723,(+/- 3396 ),50872,(+/- 2797 ),67562,(+/- 4109 ),49845,(+/- 3145 ),54719,(+/- 3318 ),59905,(+/- 3127 ),65441,(+/- 3702 ),65968,(+/- 3897 ),47629,(+/- 3087 ),59470,(+/- 2980 ),57052,(+/- 3508 )
Housing,Year Householder Moved into Unit,Moved in 1990 to 1999,37270,(+/- 2730 ),41552,(+/- 3065 ),28843,(+/- 2251 ),36857,(+/- 2557 ),33729,(+/- 2749 ),22832,(+/- 1898 ),29845,(+/- 2117 ),25186,(+/- 2331 ),23443,(+/- 2232 ),27066,(+/- 2552 ),36759,(+/- 2360 ),41475,(+/- 3172 ),32134,(+/- 2355 ),33499,(+/- 2647 ),33121,(+/- 2190 ),21562,(+/- 2073 ),29773,(+/- 2185 ),37074,(+/- 2508 ),29552,(+/- 2306 ),33075,(+/- 2328 ),22948,(+/- 2178 ),33430,(+/- 2500 ),29036,(+/- 2503 ),33766,(+/- 2625 ),31126,(+/- 2462 ),33743,(+/- 2164 ),37285,(+/- 2737 ),38187,(+/- 2573 ),29686,(+/- 2443 ),39197,(+/- 2608 ),26180,(+/- 2240 ),33360,(+/- 2313 ),42771,(+/- 3521 ),30801,(+/- 2241 ),26758,(+/- 2396 ),27176,(+/- 2479 ),34395,(+/- 2530 ),34989,(+/- 2526 ),36337,(+/- 2385 ),26587,(+/- 2183 ),23254,(+/- 2137 ),26059,(+/- 2129 ),29199,(+/- 2279 ),26810,(+/- 2144 ),41512,(+/- 2679 ),22705,(+/- 2083 ),34484,(+/- 2700 ),40210,(+/- 2940 ),30324,(+/- 2213 ),34016,(+/- 2412 ),21207,(+/- 2023 ),34445,(+/- 2852 ),27964,(+/- 2376 )
Housing,Year Householder Moved into Unit,Moved in 1980 to 1989,22011,(+/- 1982 ),23423,(+/- 1951 ),17587,(+/- 1643 ),18013,(+/- 1834 ),20506,(+/- 2083 ),11270,(+/- 1332 ),14802,(+/- 1478 ),12502,(+/- 1332 ),11530,(+/- 1708 ),10421,(+/- 1491 ),21304,(+/- 2043 ),22244,(+/- 1928 ),17397,(+/- 1905 ),23256,(+/- 2426 ),15026,(+/- 1610 ),10413,(+/- 1274 ),16136,(+/- 1659 ),19678,(+/- 1594 ),15398,(+/- 1469 ),16094,(+/- 1656 ),9395,(+/- 1266 ),12832,(+/- 1630 ),11132,(+/- 1302 ),17508,(+/- 1942 ),15535,(+/- 1627 ),15783,(+/- 1434 ),17689,(+/- 1777 ),17124,(+/- 1899 ),12260,(+/- 1462 ),19149,(+/- 1863 ),11864,(+/- 1569 ),18041,(+/- 1815 ),21148,(+/- 1913 ),11601,(+/- 1523 ),13576,(+/- 1505 ),12527,(+/- 1442 ),15432,(+/- 1829 ),16094,(+/- 1517 ),18869,(+/- 1626 ),11863,(+/- 1623 ),11763,(+/- 1407 ),9568,(+/- 1220 ),14113,(+/- 1593 ),13518,(+/- 1647 ),17065,(+/- 1794 ),9049,(+/- 1233 ),14508,(+/- 1751 ),18038,(+/- 2071 ),15589,(+/- 1840 ),14279,(+/- 1929 ),10706,(+/- 1513 ),16328,(+/- 2138 ),16558,(+/- 2025 )
Housing,Year Householder Moved into Unit,Moved in 1979 and earlier,14093,(+/- 1798 ),25041,(+/- 2150 ),11366,(+/- 1346 ),12162,(+/- 1492 ),15250,(+/- 1660 ),15899,(+/- 1802 ),14824,(+/- 1429 ),7060,(+/- 970 ),12744,(+/- 1425 ),13276,(+/- 1504 ),22958,(+/- 1681 ),22452,(+/- 1718 ),20166,(+/- 1984 ),25299,(+/- 1805 ),13455,(+/- 1210 ),10111,(+/- 1386 ),17655,(+/- 1775 ),26075,(+/- 1783 ),14279,(+/- 1501 ),13759,(+/- 1510 ),11303,(+/- 1687 ),13738,(+/- 1539 ),7949,(+/- 1122 ),15443,(+/- 1651 ),7396,(+/- 1148 ),14191,(+/- 1364 ),20191,(+/- 1818 ),14982,(+/- 1649 ),12444,(+/- 1174 ),18844,(+/- 1896 ),12148,(+/- 1501 ),16081,(+/- 1680 ),24466,(+/- 2365 ),13263,(+/- 1561 ),9866,(+/- 1305 ),7534,(+/- 1257 ),18446,(+/- 1733 ),23144,(+/- 1924 ),18072,(+/- 1757 ),9705,(+/- 1294 ),6559,(+/- 1086 ),4715,(+/- 993 ),18751,(+/- 2035 ),15101,(+/- 1442 ),11096,(+/- 1441 ),9870,(+/- 1185 ),15752,(+/- 1641 ),19791,(+/- 1840 ),9167,(+/- 1678 ),10053,(+/- 1416 ),15645,(+/- 1506 ),14806,(+/- 1410 ),16403,(+/- 1706 )
Housing,Value,Owner-occupied units,176997,(+/- 4515 ),176578,(+/- 4067 ),140322,(+/- 4438 ),199793,(+/- 4101 ),157620,(+/- 4746 ),125263,(+/- 4182 ),166893,(+/- 4248 ),139172,(+/- 4703 ),135901,(+/- 4361 ),135956,(+/- 4511 ),163724,(+/- 4076 ),114293,(+/- 4171 ),125233,(+/- 3820 ),149775,(+/- 4455 ),156700,(+/- 3307 ),97168,(+/- 3869 ),137427,(+/- 3922 ),161281,(+/- 3946 ),134588,(+/- 3552 ),117911,(+/- 4336 ),93523,(+/- 4060 ),144428,(+/- 4793 ),145481,(+/- 4722 ),140462,(+/- 3446 ),147207,(+/- 4044 ),139409,(+/- 4237 ),127605,(+/- 4740 ),96954,(+/- 3846 ),86363,(+/- 3232 ),143269,(+/- 4400 ),114923,(+/- 3624 ),112118,(+/- 3356 ),147821,(+/- 3981 ),53606,(+/- 2642 ),108788,(+/- 3828 ),174728,(+/- 5013 ),94563,(+/- 3519 ),123416,(+/- 3093 ),148126,(+/- 4157 ),60072,(+/- 3236 ),108818,(+/- 4225 ),157879,(+/- 4303 ),98007,(+/- 3643 ),89277,(+/- 3272 ),174045,(+/- 4902 ),72847,(+/- 3051 ),109878,(+/- 3664 ),153924,(+/- 4422 ),147733,(+/- 4476 ),150300,(+/- 4602 ),87331,(+/- 3579 ),148297,(+/- 4553 ),129635,(+/- 4529 )
Housing,Value,"Less than $50,000",10126,(+/- 1326 ),7022,(+/- 1287 ),6011,(+/- 912 ),5646,(+/- 1351 ),4655,(+/- 877 ),5474,(+/- 1298 ),5289,(+/- 811 ),11093,(+/- 1625 ),4821,(+/- 1076 ),6156,(+/- 1157 ),2729,(+/- 693 ),1073,(+/- 519 ),1223,(+/- 465 ),1316,(+/- 487 ),1220,(+/- 442 ),4698,(+/- 924 ),1132,(+/- 423 ),1845,(+/- 567 ),2028,(+/- 694 ),2882,(+/- 774 ),4859,(+/- 1158 ),5070,(+/- 1156 ),8603,(+/- 1341 ),4097,(+/- 968 ),4804,(+/- 1027 ),2955,(+/- 646 ),1578,(+/- 553 ),678,(+/- 274 ),1346,(+/- 361 ),1961,(+/- 562 ),5111,(+/- 932 ),5139,(+/- 941 ),1746,(+/- 513 ),394,(+/- 172 ),5237,(+/- 1068 ),15764,(+/- 1522 ),1253,(+/- 484 ),3380,(+/- 721 ),2896,(+/- 710 ),1835,(+/- 509 ),3020,(+/- 690 ),3885,(+/- 1014 ),2521,(+/- 658 ),2504,(+/- 604 ),2258,(+/- 617 ),2060,(+/- 546 ),2494,(+/- 698 ),3655,(+/- 888 ),1605,(+/- 593 ),6643,(+/- 1218 ),5735,(+/- 1032 ),728,(+/- 403 ),1920,(+/- 651 )
Housing,Value,"$50,000 to $99,999",10676,(+/- 1632 ),4522,(+/- 1065 ),5916,(+/- 1145 ),4329,(+/- 1093 ),5527,(+/- 1248 ),3242,(+/- 1043 ),3175,(+/- 610 ),10339,(+/- 1362 ),4596,(+/- 910 ),2395,(+/- 762 ),2432,(+/- 887 ),564,(+/- 288 ),1494,(+/- 569 ),1585,(+/- 582 ),2644,(+/- 595 ),8373,(+/- 1221 ),1882,(+/- 702 ),299,(+/- 214 ),2520,(+/- 688 ),1726,(+/- 587 ),10074,(+/- 1640 ),7875,(+/- 1463 ),9970,(+/- 1658 ),2392,(+/- 756 ),3914,(+/- 967 ),2604,(+/- 623 ),1385,(+/- 542 ),413,(+/- 320 ),856,(+/- 348 ),959,(+/- 371 ),4128,(+/- 904 ),2194,(+/- 685 ),533,(+/- 302 ),726,(+/- 344 ),2054,(+/- 603 ),10260,(+/- 1264 ),644,(+/- 355 ),1502,(+/- 585 ),2717,(+/- 713 ),654,(+/- 273 ),2281,(+/- 543 ),3401,(+/- 746 ),1309,(+/- 526 ),1854,(+/- 509 ),1462,(+/- 474 ),2463,(+/- 625 ),1645,(+/- 535 ),2274,(+/- 575 ),2180,(+/- 561 ),4591,(+/- 987 ),5411,(+/- 1106 ),1308,(+/- 571 ),1165,(+/- 457 )
Housing,Value,"$100,000 to $149,999",15502,(+/- 1616 ),4616,(+/- 1308 ),7222,(+/- 1182 ),5104,(+/- 1055 ),2439,(+/- 699 ),7171,(+/- 1314 ),3141,(+/- 733 ),15086,(+/- 1929 ),6669,(+/- 1056 ),5322,(+/- 956 ),1716,(+/- 671 ),342,(+/- 255 ),1333,(+/- 557 ),1058,(+/- 375 ),2037,(+/- 578 ),16088,(+/- 1913 ),2060,(+/- 605 ),1007,(+/- 399 ),1547,(+/- 439 ),1947,(+/- 637 ),19953,(+/- 2204 ),14980,(+/- 1743 ),15269,(+/- 2437 ),1874,(+/- 623 ),6313,(+/- 987 ),2053,(+/- 641 ),370,(+/- 257 ),450,(+/- 296 ),718,(+/- 286 ),280,(+/- 179 ),3871,(+/- 794 ),1256,(+/- 484 ),946,(+/- 497 ),478,(+/- 298 ),1526,(+/- 574 ),12478,(+/- 1515 ),598,(+/- 336 ),1040,(+/- 395 ),838,(+/- 384 ),1253,(+/- 575 ),2988,(+/- 819 ),4028,(+/- 831 ),1205,(+/- 506 ),1267,(+/- 452 ),1356,(+/- 442 ),535,(+/- 294 ),813,(+/- 288 ),2347,(+/- 735 ),1505,(+/- 502 ),3643,(+/- 920 ),6890,(+/- 1041 ),509,(+/- 358 ),919,(+/- 420 )
Housing,Value,"$150,000 to $199,999",23054,(+/- 2238 ),5101,(+/- 1003 ),10064,(+/- 1432 ),8322,(+/- 1423 ),4991,(+/- 1180 ),13787,(+/- 1878 ),8645,(+/- 1499 ),23230,(+/- 2384 ),12711,(+/- 1412 ),11931,(+/- 1503 ),3144,(+/- 821 ),179,(+/- 176 ),1428,(+/- 655 ),803,(+/- 418 ),726,(+/- 375 ),18947,(+/- 2233 ),1500,(+/- 562 ),499,(+/- 334 ),1592,(+/- 588 ),1633,(+/- 515 ),25809,(+/- 2507 ),21140,(+/- 2269 ),24095,(+/- 2491 ),2597,(+/- 680 ),8063,(+/- 1182 ),1554,(+/- 560 ),688,(+/- 310 ),380,(+/- 277 ),1189,(+/- 371 ),613,(+/- 363 ),6644,(+/- 983 ),374,(+/- 219 ),523,(+/- 318 ),338,(+/- 199 ),4278,(+/- 1039 ),21797,(+/- 2055 ),381,(+/- 226 ),575,(+/- 253 ),1492,(+/- 533 ),1000,(+/- 348 ),5393,(+/- 1018 ),4270,(+/- 1031 ),844,(+/- 442 ),1788,(+/- 420 ),2319,(+/- 663 ),884,(+/- 401 ),998,(+/- 448 ),2358,(+/- 673 ),947,(+/- 500 ),2860,(+/- 722 ),7583,(+/- 1185 ),877,(+/- 406 ),2429,(+/- 737 )
Housing,Value,"$200,000 to $299,999",44507,(+/- 2918 ),18089,(+/- 2154 ),29122,(+/- 2352 ),32989,(+/- 2396 ),15308,(+/- 1842 ),36682,(+/- 2801 ),37456,(+/- 2400 ),41533,(+/- 2705 ),30383,(+/- 2495 ),40347,(+/- 2888 ),12173,(+/- 1499 ),1706,(+/- 591 ),5959,(+/- 1235 ),996,(+/- 346 ),3495,(+/- 931 ),27665,(+/- 2446 ),2233,(+/- 721 ),1415,(+/- 503 ),3971,(+/- 1012 ),8016,(+/- 1566 ),20862,(+/- 2465 ),46196,(+/- 3318 ),48447,(+/- 3643 ),12809,(+/- 1609 ),22301,(+/- 1942 ),7322,(+/- 1220 ),2034,(+/- 554 ),2082,(+/- 547 ),6923,(+/- 946 ),4202,(+/- 914 ),29103,(+/- 2072 ),4864,(+/- 1111 ),1908,(+/- 586 ),3660,(+/- 801 ),25381,(+/- 2576 ),49511,(+/- 2887 ),5655,(+/- 1074 ),5365,(+/- 819 ),3816,(+/- 724 ),8796,(+/- 1179 ),33647,(+/- 2512 ),19012,(+/- 1800 ),6885,(+/- 1209 ),13384,(+/- 1544 ),7093,(+/- 1168 ),3764,(+/- 801 ),5090,(+/- 778 ),3978,(+/- 867 ),5856,(+/- 1065 ),11312,(+/- 1519 ),14943,(+/- 1950 ),4978,(+/- 1237 ),8812,(+/- 1539 )
Housing,Value,"$300,000 to $499,999",48433,(+/- 3031 ),33362,(+/- 1966 ),52316,(+/- 2773 ),80376,(+/- 3588 ),54096,(+/- 2890 ),42116,(+/- 2782 ),75917,(+/- 3299 ),28549,(+/- 2654 ),48898,(+/- 3257 ),55191,(+/- 3332 ),38942,(+/- 2414 ),4757,(+/- 1088 ),23205,(+/- 2085 ),6148,(+/- 1150 ),21859,(+/- 2068 ),14787,(+/- 1931 ),7546,(+/- 1205 ),5575,(+/- 1119 ),11956,(+/- 1556 ),34669,(+/- 2445 ),8610,(+/- 1406 ),37074,(+/- 2577 ),31011,(+/- 2733 ),40740,(+/- 2907 ),43594,(+/- 2559 ),40640,(+/- 2374 ),23774,(+/- 2344 ),14800,(+/- 1711 ),48789,(+/- 2314 ),31934,(+/- 2369 ),43645,(+/- 2653 ),58056,(+/- 2716 ),6933,(+/- 1241 ),18021,(+/- 1570 ),59302,(+/- 2994 ),40712,(+/- 2672 ),23098,(+/- 2380 ),63679,(+/- 3077 ),30199,(+/- 2255 ),33237,(+/- 2219 ),51666,(+/- 2888 ),84687,(+/- 3600 ),39917,(+/- 2595 ),54608,(+/- 2437 ),25711,(+/- 2302 ),28250,(+/- 2306 ),30016,(+/- 2151 ),17907,(+/- 1954 ),29879,(+/- 2524 ),60398,(+/- 3830 ),36423,(+/- 2740 ),29146,(+/- 2708 ),53927,(+/- 2811 )
Housing,Value,"$500,000 to $999,999",21100,(+/- 1977 ),65090,(+/- 2677 ),25354,(+/- 2105 ),56496,(+/- 2854 ),58962,(+/- 3322 ),15034,(+/- 1737 ),30463,(+/- 1780 ),7991,(+/- 1149 ),24948,(+/- 2233 ),12633,(+/- 1372 ),62624,(+/- 3381 ),43989,(+/- 3081 ),62988,(+/- 3038 ),72466,(+/- 3417 ),94105,(+/- 3249 ),5405,(+/- 1028 ),65966,(+/- 3099 ),42602,(+/- 2746 ),84726,(+/- 3051 ),47952,(+/- 2963 ),2422,(+/- 645 ),10175,(+/- 1493 ),6598,(+/- 1164 ),52771,(+/- 3032 ),53776,(+/- 2489 ),68504,(+/- 3051 ),73083,(+/- 3439 ),49764,(+/- 2962 ),25013,(+/- 2035 ),75189,(+/- 3432 ),20847,(+/- 2037 ),37632,(+/- 2333 ),48207,(+/- 2773 ),26409,(+/- 1660 ),10266,(+/- 1565 ),18796,(+/- 1783 ),37604,(+/- 2262 ),45616,(+/- 2257 ),88898,(+/- 3149 ),12765,(+/- 1444 ),8576,(+/- 1371 ),35582,(+/- 3030 ),39777,(+/- 2785 ),12727,(+/- 1486 ),107559,(+/- 4436 ),33628,(+/- 2119 ),62363,(+/- 2545 ),81760,(+/- 3038 ),70656,(+/- 3430 ),55634,(+/- 3189 ),9686,(+/- 1296 ),81979,(+/- 3562 ),55199,(+/- 3426 )
