Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE
Business,"Annual payroll ($1,000)",Transportation and warehousing,175063,G,246883,G
Business,"Annual payroll ($1,000)",Information,140842,H,300628,H
Business,"Annual payroll ($1,000)",Finance and insurance,848215,G,1258888,H
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,116813,G,133293,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",670868,G,700094,G
Business,"Annual payroll ($1,000)",Management of companies and enterprises,581711,J,507853,J
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,417662,G,405692,G
Business,"Annual payroll ($1,000)",Educational services,715690,H,329821,H
Business,"Annual payroll ($1,000)",Health care and social assistance,1684767,H,2230061,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",184069,H,112871,G
Business,"Annual payroll ($1,000)",Accommodation and food services,398512,G,490003,G
Business,"Annual payroll ($1,000)",Other services (except public administration),263086,G,280523,G
Business,"Annual payroll ($1,000)",Industries not classified,1154,G,620,H
Business,Total Establishments,Total for all sectors,13330,X,14805,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",15,X,23,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",7,X,12,X
Business,Total Establishments,Utilities,20,X,19,X
Business,Total Establishments,Construction,1371,X,1666,X
Business,Total Establishments,Manufacturing,710,X,686,X
Business,Total Establishments,Wholesale trade,619,X,652,X
Business,Total Establishments,Retail trade,1715,X,2031,X
Business,Total Establishments,Transportation and warehousing,295,X,352,X
Business,Total Establishments,Information,203,X,231,X
Business,Total Establishments,Finance and insurance,573,X,719,X
Business,Total Establishments,Real estate and rental and leasing,530,X,547,X
Business,Total Establishments,"Professional, scientific, and technical services",1416,X,1592,X
Business,Total Establishments,Management of companies and enterprises,110,X,77,X
Business,Total Establishments,Administrative and support and waste management and remediation services,769,X,950,X
Business,Total Establishments,Educational services,221,X,194,X
Business,Total Establishments,Health care and social assistance,1594,X,1657,X
Business,Total Establishments,"Arts, entertainment, and recreation",272,X,288,X
Business,Total Establishments,Accommodation and food services,1449,X,1604,X
Business,Total Establishments,Other services (except public administration),1406,X,1480,X
Business,Total Establishments,Industries not classified,35,X,25,X

Source: 2015 County Business Patterns for Congressional Districts
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
2. Industries not classified - Industry could not be determined.
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
5. Disclosure and Quality Indicator Flag Definitions:
D Withheld to avoid disclosing data for individual companies; data are included in higher level totals
G Cell value changed by less than 2 percent by the application of noise
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise
J Cell value changed by 5 percent or more by the application of noise
S Cell value withheld because it did not meet publication standards
N Not available or not comparable
X Not applicable
a 0 to 19 employees
b 20 to 99 employees
c 100 to 249 employees
e 250 to 499 employees
f 500 to 999 employees
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
