Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$25,000 to $34,999",31172,(+/- 2862 ),31529,(+/- 2257 ),23327,(+/- 2206 ),31043,(+/- 2542 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$35,000 to $49,999",44382,(+/- 2844 ),39686,(+/- 2426 ),38373,(+/- 2729 ),39496,(+/- 2813 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$50,000 to $74,999",55856,(+/- 3460 ),54209,(+/- 2903 ),48399,(+/- 2877 ),53832,(+/- 2914 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$75,000 to $99,999",33957,(+/- 2508 ),35557,(+/- 2604 ),38209,(+/- 2373 ),32087,(+/- 2185 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$100,000 to $149,999",26875,(+/- 1814 ),35284,(+/- 2354 ),52090,(+/- 2945 ),36286,(+/- 2495 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$150,000 to $199,000",7376,(+/- 1140 ),9816,(+/- 1207 ),20857,(+/- 2100 ),12284,(+/- 1515 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$200,000 or more",5740,(+/- 881 ),8244,(+/- 1119 ),25974,(+/- 1872 ),9003,(+/- 1184 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Median household income (dollars),48156,(+/- 1418 ),51778,(+/- 1190 ),71562,(+/- 1672 ),52054,(+/- 1272 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Mean household income (dollars),61115,(+/- 1526 ),66956,(+/- 1608 ),96208,(+/- 2435 ),67962,(+/- 1402 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population,683600,(+/- 2803 ),700571,(+/- 3078 ),754855,(+/- 2134 ),711836,(+/- 2485 )
Socioeconomic,Health Insurance Coverage,With health insurance coverage,618561,(+/- 5306 ),646555,(+/- 5118 ),692995,(+/- 5326 ),643777,(+/- 5669 )
Socioeconomic,Health Insurance Coverage,With private health insurance,506843,(+/- 8205 ),528467,(+/- 7278 ),586644,(+/- 7483 ),520190,(+/- 9817 )
Socioeconomic,Health Insurance Coverage,With public coverage,207453,(+/- 6399 ),225208,(+/- 6630 ),184619,(+/- 5051 ),214070,(+/- 6871 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,65039,(+/- 4891 ),54016,(+/- 4108 ),61860,(+/- 5541 ),68059,(+/- 5320 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population under 18 years,171059,(+/- 2279 ),161965,(+/- 1895 ),195110,(+/- 977 ),184968,(+/- 1316 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,8693,(+/- 2033 ),5910,(+/- 1230 ),7181,(+/- 1989 ),9128,(+/- 2055 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All families,7.5,(+/- 0.8 ),8.3,(+/- 1.0 ),6.4,(+/- 0.8 ),9.5,(+/- 1.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,12.3,(+/- 1.5 ),12.8,(+/- 1.7 ),9.3,(+/- 1.3 ),14.9,(+/- 1.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,17.4,(+/- 4.0 ),11.2,(+/- 3.5 ),10.1,(+/- 3.6 ),11.1,(+/- 4.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Married couple families,3.9,(+/- 0.6 ),3.4,(+/- 0.6 ),3.0,(+/- 0.7 ),4.6,(+/- 0.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,5.7,(+/- 1.4 ),4.4,(+/- 1.1 ),3.5,(+/- 1.1 ),6.8,(+/- 1.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,4.5,(+/- 2.3 ),3.0,(+/- 2.1 ),2.7,(+/- 2.3 ),3.8,(+/- 2.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,"Families with female householder, no husband present",26.0,(+/- 3.8 ),28.4,(+/- 4.3 ),22.5,(+/- 3.2 ),30.8,(+/- 4.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,33.8,(+/- 5.1 ),36.1,(+/- 5.7 ),27.7,(+/- 4.0 ),36.1,(+/- 5.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,54.3,(+/- 11.4 ),34.7,(+/- 11.9 ),37.7,(+/- 13.4 ),28.7,(+/- 13.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All people,13.0,(+/- 1.0 ),13.4,(+/- 1.0 ),8.5,(+/- 0.7 ),13.9,(+/- 1.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,13.4,(+/- 2.0 ),15.2,(+/- 2.1 ),10.2,(+/- 1.6 ),17.8,(+/- 2.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,13.1,(+/- 2.1 ),14.8,(+/- 2.1 ),10.0,(+/- 1.6 ),17.5,(+/- 2.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,15.7,(+/- 3.0 ),16.3,(+/- 3.0 ),12.1,(+/- 2.8 ),17.6,(+/- 3.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,12.0,(+/- 2.4 ),14.2,(+/- 2.3 ),9.2,(+/- 1.7 ),17.4,(+/- 2.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,12.8,(+/- 0.9 ),12.9,(+/- 0.9 ),8.0,(+/- 0.6 ),12.5,(+/- 0.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,8.4,(+/- 1.2 ),8.1,(+/- 1.1 ),6.4,(+/- 1.1 ),8.9,(+/- 1.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,People in families,8.4,(+/- 1.0 ),8.9,(+/- 1.0 ),6.5,(+/- 0.8 ),10.9,(+/- 1.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,30.1,(+/- 1.8 ),29.8,(+/- 2.0 ),18.3,(+/- 1.9 ),26.1,(+/- 1.8 )
Education,School Enrollment,Population 3 years and over enrolled in school,190293,(+/- 3956 ),190228,(+/- 3916 ),199543,(+/- 4132 ),194838,(+/- 4022 )
Education,School Enrollment,"Nursery school, preschool",9638,(+/- 1060 ),13359,(+/- 1958 ),14557,(+/- 2138 ),12574,(+/- 1669 )
Education,School Enrollment,Kindergarten,9848,(+/- 1458 ),9346,(+/- 1273 ),10138,(+/- 1776 ),9970,(+/- 1597 )
Education,School Enrollment,Elementary school (grades 1-8),75943,(+/- 2634 ),71142,(+/- 2533 ),88054,(+/- 2496 ),83053,(+/- 2531 )
Education,School Enrollment,High school (grades 9-12),35499,(+/- 1992 ),36584,(+/- 1882 ),43516,(+/- 2051 ),43203,(+/- 1962 )
Education,School Enrollment,College or graduate school,59365,(+/- 4002 ),59797,(+/- 3377 ),43278,(+/- 3147 ),46038,(+/- 2821 )
Education,Educational Attainment,Population 25 years and over,447354,(+/- 3178 ),471009,(+/- 2601 ),503512,(+/- 1386 ),470061,(+/- 1722 )
Education,Educational Attainment,Less than 9th grade,24550,(+/- 2669 ),10680,(+/- 1600 ),16935,(+/- 2112 ),16326,(+/- 2243 )
Education,Educational Attainment,"9th to 12th grade, no diploma",27861,(+/- 2663 ),25878,(+/- 2684 ),23228,(+/- 2033 ),33385,(+/- 2922 )
Education,Educational Attainment,High school graduate (includes equivalency),130522,(+/- 4609 ),147309,(+/- 5167 ),91141,(+/- 4620 ),127322,(+/- 5086 )
Education,Educational Attainment,"Some college, no degree",115354,(+/- 4084 ),110600,(+/- 4211 ),97610,(+/- 4048 ),114779,(+/- 4777 )
Education,Educational Attainment,Associate's degree,42198,(+/- 2499 ),38956,(+/- 2764 ),36139,(+/- 2621 ),39737,(+/- 3175 )
Education,Educational Attainment,Bachelor's degree,70035,(+/- 3420 ),80689,(+/- 3926 ),150611,(+/- 5326 ),89526,(+/- 3811 )
Education,Educational Attainment,Graduate or professional degree,36834,(+/- 2791 ),56897,(+/- 3332 ),87848,(+/- 4688 ),48986,(+/- 3440 )
Education,Educational Attainment,Percent high school graduate or higher,88.3,(+/- 0.8 ),92.2,(+/- 0.7 ),92.0,(+/- 0.5 ),89.4,(+/- 0.7 )
Education,Educational Attainment,Percent bachelor's degree or higher,23.9,(+/- 0.9 ),29.2,(+/- 1.0 ),47.4,(+/- 1.1 ),29.5,(+/- 0.9 )

Source: 2016 American Community Survey 1-Year Estimates
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.
An '(X)' means that the estimate is not applicable or not available
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,District 01 Estimate,District 01 Flag,District 02 Estimate,District 02 Flag,District 03 Estimate,District 03 Flag,District 04 Estimate,District 04 Flag
Business,Paid employees for pay period including March 12,Total for all sectors,244531,G,233966,G,399557,G,287707,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",748,G,111,G,27,H,124,G
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",4495,G,1925,G,281,H,2279,G
Business,Paid employees for pay period including March 12,Utilities,2291,G,3380,H,528,H,1086,H
Business,Paid employees for pay period including March 12,Construction,12031,G,13987,G,20569,G,16871,G
Business,Paid employees for pay period including March 12,Manufacturing,41506,G,32479,G,34536,G,58493,G
Business,Paid employees for pay period including March 12,Wholesale trade,14208,G,7163,G,27495,G,11793,G
Business,Paid employees for pay period including March 12,Retail trade,37020,G,31235,G,44908,G,37249,G
Business,Paid employees for pay period including March 12,Transportation and warehousing,8428,G,9419,G,19803,G,11032,G
Business,Paid employees for pay period including March 12,Information,4454,G,6864,H,18116,H,5044,H
Business,Paid employees for pay period including March 12,Finance and insurance,9467,G,10736,G,29639,G,9842,G
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,2436,G,2499,G,6188,G,3813,G
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services",7524,G,9544,G,31806,G,12507,G
Business,Paid employees for pay period including March 12,Management of companies and enterprises,2676,G,2971,G,14238,G,6766,G
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,7857,G,8386,G,36714,G,14619,G
Business,Paid employees for pay period including March 12,Educational services,3417,G,5255,G,6176,G,5924,G
Business,Paid employees for pay period including March 12,Health care and social assistance,44271,G,48646,G,53724,G,45138,G
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation",3011,G,2871,G,5254,G,4168,H
Business,Paid employees for pay period including March 12,Accommodation and food services,26354,G,24794,G,34044,G,28685,G
Business,Paid employees for pay period including March 12,Other services (except public administration),12299,G,11658,G,15469,G,12213,G
Business,Paid employees for pay period including March 12,Industries not classified,38,J,43,H,42,J,61,J
Business,"Annual payroll ($1,000)",Total for all sectors,8349648,G,8556795,G,20945949,G,12474974,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",27193,H,3188,G,396,G,5113,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",250875,G,91723,G,15008,H,123586,G
Business,"Annual payroll ($1,000)",Utilities,183021,G,353033,H,47484,H,84488,H
Business,"Annual payroll ($1,000)",Construction,504189,G,692526,G,1272446,G,799514,G
Business,"Annual payroll ($1,000)",Manufacturing,1792116,G,1499796,G,2080284,G,3679909,G
Business,"Annual payroll ($1,000)",Wholesale trade,654989,G,339367,G,1867527,G,718916,G
Business,"Annual payroll ($1,000)",Retail trade,851697,G,697847,G,1241293,G,917695,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,370348,G,367386,G,900477,G,494171,G
Business,"Annual payroll ($1,000)",Information,180897,G,208931,H,1755183,H,239868,H
Business,"Annual payroll ($1,000)",Finance and insurance,446790,G,584113,G,2436347,G,530321,G
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,73185,G,77790,G,299879,G,142291,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",306989,G,545101,G,2368513,G,688162,G
Business,"Annual payroll ($1,000)",Management of companies and enterprises,146189,G,248179,G,1323310,G,730727,H
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,213702,G,265981,G,1295778,G,491223,G
Business,"Annual payroll ($1,000)",Educational services,69070,G,125085,G,228959,G,155192,G
Business,"Annual payroll ($1,000)",Health care and social assistance,1605419,G,1788413,G,2670386,G,1875061,H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",48041,G,46440,G,125887,G,79885,H
Business,"Annual payroll ($1,000)",Accommodation and food services,330819,G,325751,G,569897,G,412396,G
Business,"Annual payroll ($1,000)",Other services (except public administration),293536,G,295388,G,446008,G,304808,G
Business,"Annual payroll ($1,000)",Industries not classified,583,H,757,G,887,G,1648,G
Business,Total Establishments,Total for all sectors,20138,X,15914,X,21056,X,16974,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",121,X,29,X,9,X,32,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",493,X,163,X,31,X,355,X
Business,Total Establishments,Utilities,124,X,63,X,14,X,35,X
Business,Total Establishments,Construction,1906,X,1621,X,1821,X,1662,X
Business,Total Establishments,Manufacturing,744,X,648,X,660,X,765,X
Business,Total Establishments,Wholesale trade,1300,X,664,X,1516,X,883,X
Business,Total Establishments,Retail trade,3157,X,2417,X,2312,X,2437,X
Business,Total Establishments,Transportation and warehousing,981,X,546,X,550,X,473,X
Business,Total Establishments,Information,370,X,263,X,447,X,246,X
Business,Total Establishments,Finance and insurance,1496,X,1167,X,1918,X,1263,X
Business,Total Establishments,Real estate and rental and leasing,697,X,629,X,1134,X,717,X
Business,Total Establishments,"Professional, scientific, and technical services",1295,X,1361,X,2977,X,1488,X
Business,Total Establishments,Management of companies and enterprises,112,X,99,X,234,X,159,X
Business,Total Establishments,Administrative and support and waste management and remediation services,757,X,685,X,1336,X,763,X
Business,Total Establishments,Educational services,132,X,157,X,290,X,170,X
Business,Total Establishments,Health care and social assistance,1950,X,1863,X,2339,X,1940,X
Business,Total Establishments,"Arts, entertainment, and recreation",287,X,224,X,281,X,239,X
Business,Total Establishments,Accommodation and food services,1652,X,1409,X,1449,X,1523,X
Business,Total Establishments,Other services (except public administration),2524,X,1870,X,1686,X,1783,X
Business,Total Establishments,Industries not classified,40,X,36,X,52,X,41,X

Source: 2015 County Business Patterns for Congressional Districts
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
2. Industries not classified - Industry could not be determined.
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
5. Disclosure and Quality Indicator Flag Definitions:
D Withheld to avoid disclosing data for individual companies; data are included in higher level totals
G Cell value changed by less than 2 percent by the application of noise
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise
J Cell value changed by 5 percent or more by the application of noise
S Cell value withheld because it did not meet publication standards
N Not available or not comparable
X Not applicable
a 0 to 19 employees
b 20 to 99 employees
c 100 to 249 employees
e 250 to 499 employees
f 500 to 999 employees
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
