Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$25,000 to $34,999",17601,(+/- 1868 ),23801,(+/- 2099 ),17017,(+/- 1777 ),18788,(+/- 2015 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$35,000 to $49,999",30672,(+/- 2517 ),35393,(+/- 2852 ),25994,(+/- 2178 ),30675,(+/- 3060 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$50,000 to $74,999",50018,(+/- 3213 ),52490,(+/- 3419 ),43225,(+/- 2825 ),54157,(+/- 4024 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$75,000 to $99,999",37593,(+/- 2771 ),35339,(+/- 2694 ),28909,(+/- 1920 ),39064,(+/- 2879 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$100,000 to $149,999",39624,(+/- 2617 ),35947,(+/- 2696 ),38878,(+/- 2327 ),43501,(+/- 3869 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$150,000 to $199,000",14179,(+/- 1432 ),11965,(+/- 1632 ),16624,(+/- 1605 ),13609,(+/- 1443 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$200,000 or more",9462,(+/- 1132 ),10810,(+/- 1623 ),18267,(+/- 1906 ),10611,(+/- 1690 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Median household income (dollars),65896,(+/- 1782 ),60700,(+/- 1303 ),70763,(+/- 1510 ),68711,(+/- 2316 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Mean household income (dollars),81831,(+/- 1932 ),77570,(+/- 2025 ),95379,(+/- 3579 ),82799,(+/- 2358 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population,750002,(+/- 5195 ),741020,(+/- 9627 ),748222,(+/- 7579 ),785523,(+/- 11521 )
Socioeconomic,Health Insurance Coverage,With health insurance coverage,691624,(+/- 6806 ),672022,(+/- 10598 ),692695,(+/- 7488 ),703619,(+/- 10801 )
Socioeconomic,Health Insurance Coverage,With private health insurance,605221,(+/- 8571 ),553510,(+/- 11301 ),607939,(+/- 9643 ),612348,(+/- 11587 )
Socioeconomic,Health Insurance Coverage,With public coverage,153051,(+/- 5510 ),194535,(+/- 8823 ),147466,(+/- 8282 ),156192,(+/- 8694 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,58378,(+/- 5535 ),68998,(+/- 5755 ),55527,(+/- 4794 ),81904,(+/- 7116 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population under 18 years,237579,(+/- 3391 ),203760,(+/- 5419 ),228121,(+/- 4592 ),249511,(+/- 6654 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,11602,(+/- 2478 ),11605,(+/- 2699 ),11558,(+/- 2465 ),18835,(+/- 3218 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All families,7.7,(+/- 0.9 ),7.9,(+/- 1.0 ),7.1,(+/- 1.0 ),6.1,(+/- 1.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,10.7,(+/- 1.4 ),12.2,(+/- 2.0 ),9.3,(+/- 1.9 ),8.5,(+/- 1.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,13.5,(+/- 3.8 ),14.3,(+/- 4.6 ),13.9,(+/- 4.4 ),9.1,(+/- 3.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Married couple families,4.2,(+/- 0.6 ),4.9,(+/- 0.8 ),4.9,(+/- 0.8 ),3.4,(+/- 0.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,5.1,(+/- 0.9 ),6.6,(+/- 1.5 ),5.6,(+/- 1.2 ),4.5,(+/- 1.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,6.3,(+/- 2.4 ),7.7,(+/- 3.5 ),9.4,(+/- 3.0 ),5.9,(+/- 3.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,"Families with female householder, no husband present",30.1,(+/- 5.2 ),23.7,(+/- 5.1 ),26.5,(+/- 6.1 ),18.7,(+/- 4.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,39.2,(+/- 7.0 ),34.9,(+/- 7.3 ),35.7,(+/- 9.0 ),26.6,(+/- 6.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,62.6,(+/- 15.6 ),57.3,(+/- 19.2 ),43.1,(+/- 20.7 ),28.5,(+/- 13.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All people,10.0,(+/- 0.8 ),11.9,(+/- 1.1 ),11.1,(+/- 1.1 ),8.0,(+/- 0.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,11.0,(+/- 1.5 ),14.3,(+/- 2.2 ),10.1,(+/- 1.9 ),9.5,(+/- 1.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,10.9,(+/- 1.5 ),14.1,(+/- 2.2 ),9.6,(+/- 2.0 ),9.1,(+/- 1.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,13.2,(+/- 2.4 ),17.6,(+/- 3.1 ),12.1,(+/- 2.4 ),10.4,(+/- 2.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,10.0,(+/- 1.5 ),12.9,(+/- 2.4 ),8.6,(+/- 2.2 ),8.6,(+/- 2.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,9.5,(+/- 0.8 ),11.0,(+/- 0.8 ),11.6,(+/- 1.2 ),7.3,(+/- 0.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,8.3,(+/- 1.7 ),6.5,(+/- 1.4 ),5.4,(+/- 1.0 ),6.5,(+/- 1.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,People in families,7.6,(+/- 0.8 ),8.8,(+/- 1.1 ),7.1,(+/- 1.1 ),6.2,(+/- 1.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,28.3,(+/- 3.1 ),26.7,(+/- 2.6 ),38.2,(+/- 4.2 ),20.2,(+/- 2.6 )
Education,School Enrollment,Population 3 years and over enrolled in school,241635,(+/- 5044 ),224332,(+/- 5917 ),268713,(+/- 5579 ),238963,(+/- 6562 )
Education,School Enrollment,"Nursery school, preschool",15013,(+/- 1557 ),13251,(+/- 1681 ),14152,(+/- 1821 ),17075,(+/- 2183 )
Education,School Enrollment,Kindergarten,13145,(+/- 1512 ),11601,(+/- 1818 ),13806,(+/- 1598 ),15926,(+/- 2234 )
Education,School Enrollment,Elementary school (grades 1-8),106007,(+/- 3106 ),92482,(+/- 4255 ),101439,(+/- 4088 ),109489,(+/- 4510 )
Education,School Enrollment,High school (grades 9-12),53161,(+/- 2123 ),45810,(+/- 2766 ),49496,(+/- 2320 ),52162,(+/- 3373 )
Education,School Enrollment,College or graduate school,54309,(+/- 3824 ),61188,(+/- 4481 ),89820,(+/- 3749 ),44311,(+/- 3758 )
Education,Educational Attainment,Population 25 years and over,434936,(+/- 3363 ),467152,(+/- 6701 ),409080,(+/- 5919 ),472076,(+/- 7600 )
Education,Educational Attainment,Less than 9th grade,10405,(+/- 1482 ),18943,(+/- 3279 ),7594,(+/- 1476 ),15053,(+/- 2212 )
Education,Educational Attainment,"9th to 12th grade, no diploma",23665,(+/- 2432 ),27560,(+/- 3223 ),15048,(+/- 2318 ),29135,(+/- 3231 )
Education,Educational Attainment,High school graduate (includes equivalency),111634,(+/- 5315 ),106982,(+/- 5379 ),65410,(+/- 3353 ),120579,(+/- 5913 )
Education,Educational Attainment,"Some college, no degree",122018,(+/- 4486 ),114423,(+/- 5822 ),110269,(+/- 3956 ),125398,(+/- 6127 )
Education,Educational Attainment,Associate's degree,41522,(+/- 3132 ),47358,(+/- 3442 ),40528,(+/- 2733 ),48785,(+/- 3920 )
Education,Educational Attainment,Bachelor's degree,84628,(+/- 4051 ),95546,(+/- 4667 ),111085,(+/- 3522 ),89871,(+/- 4588 )
Education,Educational Attainment,Graduate or professional degree,41064,(+/- 2688 ),56340,(+/- 3690 ),59146,(+/- 2927 ),43255,(+/- 2982 )
Education,Educational Attainment,Percent high school graduate or higher,92.2,(+/- 0.6 ),90.0,(+/- 0.9 ),94.5,(+/- 0.7 ),90.6,(+/- 0.7 )
Education,Educational Attainment,Percent bachelor's degree or higher,28.9,(+/- 1.1 ),32.5,(+/- 1.1 ),41.6,(+/- 1.1 ),28.2,(+/- 1.2 )

Source: 2016 American Community Survey 1-Year Estimates
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.
An '(X)' means that the estimate is not applicable or not available
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,District 01 Estimate,District 01 Flag,District 02 Estimate,District 02 Flag,District 03 Estimate,District 03 Flag,District 04 Estimate,District 04 Flag
Business,Paid employees for pay period including March 12,Total for all sectors,228627,G,359280,G,251798,G,297665,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",286,H,122,J,48,G,46,J
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",4279,G,1676,H,1459,H,1779,J
Business,Paid employees for pay period including March 12,Utilities,539,J,2803,J,771,J,c,D
Business,Paid employees for pay period including March 12,Construction,15421,G,17561,G,14425,G,25289,G
Business,Paid employees for pay period including March 12,Manufacturing,40099,G,35700,G,14977,G,27420,G
Business,Paid employees for pay period including March 12,Wholesale trade,7839,G,20850,G,9143,G,16461,G
Business,Paid employees for pay period including March 12,Retail trade,34668,G,39100,G,35019,G,41859,G
Business,Paid employees for pay period including March 12,Transportation and warehousing,9834,G,29583,G,3772,G,9148,G
Business,Paid employees for pay period including March 12,Information,3136,G,11270,G,12852,G,16699,G
Business,Paid employees for pay period including March 12,Finance and insurance,8455,G,21738,G,10852,G,18179,G
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,4852,G,5118,G,5071,G,6362,G
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services",14211,G,26566,G,17024,G,26806,G
Business,Paid employees for pay period including March 12,Management of companies and enterprises,1779,G,10854,H,4073,G,7203,G
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,11945,G,20263,G,22596,H,25958,G
Business,Paid employees for pay period including March 12,Educational services,2958,G,5998,G,31010,J,6114,G
Business,Paid employees for pay period including March 12,Health care and social assistance,27561,G,40811,G,31056,G,33948,G
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation",8325,G,5215,H,4228,G,3634,G
Business,Paid employees for pay period including March 12,Accommodation and food services,25802,G,35345,G,27738,G,22675,G
Business,Paid employees for pay period including March 12,Other services (except public administration),6603,G,28680,G,5650,G,7870,G
Business,Paid employees for pay period including March 12,Industries not classified,35,J,27,G,34,J,20,J
Business,"Annual payroll ($1,000)",Total for all sectors,8621571,G,17039787,G,10089327,G,13097223,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",14038,H,8271,J,1066,G,1867,J
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",296659,G,129622,H,103809,H,141663,J
Business,"Annual payroll ($1,000)",Utilities,46402,H,251580,J,71789,J,D,D
Business,"Annual payroll ($1,000)",Construction,700332,G,872457,G,678994,G,1319969,G
Business,"Annual payroll ($1,000)",Manufacturing,2147495,G,2175691,G,728704,G,1460814,G
Business,"Annual payroll ($1,000)",Wholesale trade,385007,G,1271877,G,548281,G,1020184,G
Business,"Annual payroll ($1,000)",Retail trade,852343,G,1043730,G,982717,G,1294215,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,424112,G,1374696,G,146698,G,383913,H
Business,"Annual payroll ($1,000)",Information,136139,G,767404,G,1048797,G,887501,G
Business,"Annual payroll ($1,000)",Finance and insurance,457856,G,1592781,G,761381,G,1090877,G
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,179537,G,231837,G,205484,G,255857,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",668368,G,1686928,G,978946,G,1334582,G
Business,"Annual payroll ($1,000)",Management of companies and enterprises,161751,H,1011787,G,352839,G,560002,G
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,309984,G,699040,G,771401,H,955714,G
Business,"Annual payroll ($1,000)",Educational services,75240,G,172910,G,841938,J,196803,G
Business,"Annual payroll ($1,000)",Health care and social assistance,1053020,G,1888102,H,1227234,G,1508067,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",123129,G,120697,H,79531,G,68395,G
Business,"Annual payroll ($1,000)",Accommodation and food services,408890,G,591516,G,409895,G,338363,G
Business,"Annual payroll ($1,000)",Other services (except public administration),180697,G,1148394,G,148686,G,251454,G
Business,"Annual payroll ($1,000)",Industries not classified,572,G,467,G,1137,G,335,H
Business,Total Establishments,Total for all sectors,17655,X,20587,X,18513,X,18269,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",32,X,19,X,24,X,18,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",296,X,70,X,63,X,27,X
Business,Total Establishments,Utilities,48,X,93,X,62,X,16,X
Business,Total Establishments,Construction,2371,X,2090,X,1992,X,2391,X
Business,Total Establishments,Manufacturing,765,X,968,X,654,X,899,X
Business,Total Establishments,Wholesale trade,678,X,1124,X,731,X,1085,X
Business,Total Establishments,Retail trade,2375,X,2529,X,2327,X,2310,X
Business,Total Establishments,Transportation and warehousing,700,X,816,X,350,X,434,X
Business,Total Establishments,Information,229,X,458,X,422,X,326,X
Business,Total Establishments,Finance and insurance,1030,X,1305,X,1352,X,1316,X
Business,Total Establishments,Real estate and rental and leasing,1219,X,1282,X,1413,X,1098,X
Business,Total Establishments,"Professional, scientific, and technical services",2122,X,2788,X,2863,X,2304,X
Business,Total Establishments,Management of companies and enterprises,72,X,166,X,113,X,129,X
Business,Total Establishments,Administrative and support and waste management and remediation services,931,X,1085,X,1030,X,1154,X
Business,Total Establishments,Educational services,219,X,256,X,350,X,270,X
Business,Total Establishments,Health care and social assistance,1836,X,2006,X,2049,X,1878,X
Business,Total Establishments,"Arts, entertainment, and recreation",263,X,278,X,319,X,212,X
Business,Total Establishments,Accommodation and food services,1259,X,1788,X,1281,X,1176,X
Business,Total Establishments,Other services (except public administration),1180,X,1437,X,1078,X,1208,X
Business,Total Establishments,Industries not classified,30,X,29,X,40,X,18,X

Source: 2015 County Business Patterns for Congressional Districts
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
2. Industries not classified - Industry could not be determined.
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
5. Disclosure and Quality Indicator Flag Definitions:
D Withheld to avoid disclosing data for individual companies; data are included in higher level totals
G Cell value changed by less than 2 percent by the application of noise
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise
J Cell value changed by 5 percent or more by the application of noise
S Cell value withheld because it did not meet publication standards
N Not available or not comparable
X Not applicable
a 0 to 19 employees
b 20 to 99 employees
c 100 to 249 employees
e 250 to 499 employees
f 500 to 999 employees
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
