Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE
Workers,Industry,Construction,25791,(+/- 2117 ),19745,(+/- 1752 ),18491,(+/- 2059 ),12613,(+/- 1554 ),16303,(+/- 1822 ),29017,(+/- 2223 ),25499,(+/- 1673 ),26491,(+/- 1766 )
Workers,Industry,Manufacturing,56504,(+/- 2788 ),46919,(+/- 2638 ),52746,(+/- 3601 ),47575,(+/- 3007 ),43000,(+/- 3337 ),61808,(+/- 3362 ),53067,(+/- 2599 ),34087,(+/- 1830 )
Workers,Industry,Wholesale trade,9523,(+/- 1093 ),12372,(+/- 1589 ),11960,(+/- 1611 ),10230,(+/- 1453 ),8754,(+/- 1574 ),12552,(+/- 1842 ),11041,(+/- 1225 ),7178,(+/- 928 )
Workers,Industry,Retail trade,39086,(+/- 2738 ),44215,(+/- 3570 ),45139,(+/- 4015 ),38728,(+/- 2974 ),43930,(+/- 3164 ),44548,(+/- 3311 ),38700,(+/- 2575 ),35527,(+/- 2922 )
Workers,Industry,"Transportation and warehousing, and utilities",13538,(+/- 1282 ),22476,(+/- 2432 ),13961,(+/- 1861 ),14883,(+/- 2108 ),16799,(+/- 2392 ),19990,(+/- 1883 ),14647,(+/- 1303 ),15726,(+/- 1435 )
Workers,Industry,Information,5887,(+/- 976 ),8478,(+/- 1302 ),6642,(+/- 1140 ),8458,(+/- 1409 ),8339,(+/- 1669 ),5275,(+/- 1282 ),4997,(+/- 961 ),3941,(+/- 639 )
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",14188,(+/- 1426 ),36205,(+/- 2580 ),41999,(+/- 3295 ),29100,(+/- 2848 ),33713,(+/- 2710 ),25207,(+/- 2538 ),14352,(+/- 1392 ),14591,(+/- 1539 )
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",17853,(+/- 1730 ),42192,(+/- 3289 ),54930,(+/- 3037 ),42667,(+/- 3100 ),56765,(+/- 3481 ),33359,(+/- 2455 ),18108,(+/- 1530 ),21016,(+/- 1708 )
Workers,Industry,"Educational services, and health care and social assistance",106185,(+/- 3394 ),86701,(+/- 3648 ),82996,(+/- 3342 ),96562,(+/- 3692 ),97658,(+/- 4026 ),86328,(+/- 3194 ),83039,(+/- 2606 ),83121,(+/- 2979 )
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",25400,(+/- 2513 ),32554,(+/- 2844 ),27594,(+/- 2638 ),29451,(+/- 2390 ),44614,(+/- 2967 ),30192,(+/- 3231 ),24284,(+/- 2004 ),31859,(+/- 2173 )
Workers,Industry,"Other services, except public administration",14381,(+/- 1563 ),16167,(+/- 1836 ),15070,(+/- 2344 ),18527,(+/- 2253 ),19171,(+/- 2398 ),16655,(+/- 2002 ),15607,(+/- 1205 ),13659,(+/- 1206 )
Workers,Industry,Public administration,10791,(+/- 1356 ),16129,(+/- 2245 ),8908,(+/- 1507 ),14751,(+/- 1726 ),9471,(+/- 1295 ),12020,(+/- 1455 ),11696,(+/- 1228 ),14989,(+/- 1436 )
Workers,Class of Worker,Civilian employed population 16 years and over,355966,(+/- 4331 ),389829,(+/- 5001 ),382427,(+/- 6581 ),364667,(+/- 4828 ),400502,(+/- 6388 ),381138,(+/- 5312 ),335843,(+/- 3773 ),311274,(+/- 3733 )
Workers,Class of Worker,Private wage and salary workers,292019,(+/- 5081 ),328642,(+/- 5557 ),327593,(+/- 6844 ),303989,(+/- 5253 ),336739,(+/- 6493 ),322280,(+/- 6325 ),260987,(+/- 4174 ),247717,(+/- 4223 )
Workers,Class of Worker,Government workers,39849,(+/- 2216 ),41961,(+/- 3135 ),34257,(+/- 2786 ),45805,(+/- 2899 ),45205,(+/- 2791 ),39668,(+/- 2243 ),46761,(+/- 2773 ),43316,(+/- 2688 )
Workers,Class of Worker,Self-employed in own not incorporated business workers,23236,(+/- 1755 ),18505,(+/- 2023 ),20396,(+/- 2227 ),14759,(+/- 1743 ),18238,(+/- 1769 ),18720,(+/- 2193 ),27056,(+/- 1667 ),19677,(+/- 1633 )
Workers,Class of Worker,Unpaid family workers,862,(+/- 273 ),721,(+/- 347 ),181,(+/- 194 ),114,(+/- 116 ),320,(+/- 200 ),470,(+/- 302 ),1039,(+/- 339 ),564,(+/- 194 )
Housing,Housing Occupancy,Total housing units,288948,(+/- 1231 ),270059,(+/- 1256 ),288220,(+/- 3680 ),280820,(+/- 1490 ),313203,(+/- 3933 ),265834,(+/- 2501 ),330196,(+/- 1285 ),372421,(+/- 1437 )
Housing,Housing Occupancy,Occupied housing units,265527,(+/- 2264 ),259773,(+/- 2139 ),275827,(+/- 4006 ),267990,(+/- 2146 ),297273,(+/- 4876 ),251892,(+/- 2974 ),264577,(+/- 2895 ),265866,(+/- 2768 )
Housing,Housing Occupancy,Vacant housing units,23421,(+/- 2157 ),10286,(+/- 1974 ),12393,(+/- 2173 ),12830,(+/- 1988 ),15930,(+/- 2553 ),13942,(+/- 1783 ),65619,(+/- 2594 ),106555,(+/- 2998 )
Housing,Housing Occupancy,Homeowner vacancy rate,1.4,(+/- 0.5 ),0.6,(+/- 0.3 ),1.2,(+/- 0.4 ),1.0,(+/- 0.5 ),0.6,(+/- 0.3 ),1.1,(+/- 0.5 ),1.0,(+/- 0.3 ),1.5,(+/- 0.3 )
Housing,Housing Occupancy,Rental vacancy rate,4.7,(+/- 1.2 ),3.3,(+/- 1.4 ),3.8,(+/- 1.7 ),3.4,(+/- 1.1 ),2.9,(+/- 1.0 ),1.9,(+/- 1.2 ),6.1,(+/- 1.4 ),7.2,(+/- 1.7 )
Housing,Housing Tenure,Occupied housing units,265527,(+/- 2264 ),259773,(+/- 2139 ),275827,(+/- 4006 ),267990,(+/- 2146 ),297273,(+/- 4876 ),251892,(+/- 2974 ),264577,(+/- 2895 ),265866,(+/- 2768 )
Housing,Housing Tenure,Owner-occupied,197479,(+/- 3243 ),199451,(+/- 2935 ),201428,(+/- 4681 ),172013,(+/- 3106 ),156430,(+/- 3414 ),198897,(+/- 3514 ),199931,(+/- 2926 ),206402,(+/- 3697 )
Housing,Housing Tenure,Renter-occupied,68048,(+/- 2791 ),60322,(+/- 2588 ),74399,(+/- 3789 ),95977,(+/- 3211 ),140843,(+/- 4401 ),52995,(+/- 2882 ),64646,(+/- 2789 ),59464,(+/- 2942 )
Housing,Housing Tenure,Average household size of owner-occupied unit,2.55,(+/- 0.03 ),2.77,(+/- 0.03 ),2.68,(+/- 0.03 ),2.67,(+/- 0.04 ),2.45,(+/- 0.05 ),2.82,(+/- 0.03 ),2.53,(+/- 0.03 ),2.49,(+/- 0.03 )
Housing,Housing Tenure,Average household size of renter-occupied unit,2.15,(+/- 0.07 ),2.24,(+/- 0.09 ),2.23,(+/- 0.09 ),2.34,(+/- 0.07 ),2.16,(+/- 0.06 ),2.29,(+/- 0.09 ),2.22,(+/- 0.07 ),2.15,(+/- 0.07 )
Housing,Year Householder Moved into Unit,Occupied housing units,265527,(+/- 2264 ),259773,(+/- 2139 ),275827,(+/- 4006 ),267990,(+/- 2146 ),297273,(+/- 4876 ),251892,(+/- 2974 ),264577,(+/- 2895 ),265866,(+/- 2768 )
Housing,Year Householder Moved into Unit,Moved in 2015 or later,46499,(+/- 2358 ),43618,(+/- 2603 ),49774,(+/- 3030 ),54999,(+/- 2912 ),74468,(+/- 3381 ),41870,(+/- 3076 ),42358,(+/- 2187 ),38340,(+/- 2352 )
Housing,Year Householder Moved into Unit,Moved in 2010 to 2014,64826,(+/- 2792 ),65778,(+/- 2986 ),73486,(+/- 3734 ),78873,(+/- 2995 ),87861,(+/- 3634 ),63622,(+/- 3687 ),65482,(+/- 2695 ),65396,(+/- 2748 )
Housing,Year Householder Moved into Unit,Moved in 2000 to 2009,70874,(+/- 2618 ),78001,(+/- 3146 ),69152,(+/- 3284 ),55791,(+/- 2850 ),62384,(+/- 3212 ),71825,(+/- 3045 ),72592,(+/- 2565 ),75403,(+/- 2231 )
Housing,Year Householder Moved into Unit,Moved in 1990 to 1999,38759,(+/- 2107 ),40812,(+/- 2263 ),46390,(+/- 2692 ),39635,(+/- 2232 ),32833,(+/- 2666 ),39841,(+/- 2322 ),38159,(+/- 1733 ),41555,(+/- 1987 )
Housing,Year Householder Moved into Unit,Moved in 1980 to 1989,20026,(+/- 1489 ),17523,(+/- 1445 ),20367,(+/- 1587 ),20101,(+/- 1728 ),17668,(+/- 1546 ),17889,(+/- 1352 ),20096,(+/- 1239 ),19740,(+/- 1366 )
Housing,Year Householder Moved into Unit,Moved in 1979 and earlier,24543,(+/- 1296 ),14041,(+/- 1250 ),16658,(+/- 1520 ),18591,(+/- 1673 ),22059,(+/- 1567 ),16845,(+/- 1438 ),25890,(+/- 1244 ),25432,(+/- 1428 )
Housing,Value,Owner-occupied units,197479,(+/- 3243 ),199451,(+/- 2935 ),201428,(+/- 4681 ),172013,(+/- 3106 ),156430,(+/- 3414 ),198897,(+/- 3514 ),199931,(+/- 2926 ),206402,(+/- 3697 )
Housing,Value,"Less than $50,000",14569,(+/- 1599 ),7033,(+/- 1151 ),3578,(+/- 889 ),5014,(+/- 843 ),2817,(+/- 642 ),8077,(+/- 1282 ),20452,(+/- 1333 ),14040,(+/- 1410 )
Housing,Value,"$50,000 to $99,999",31439,(+/- 2141 ),4708,(+/- 885 ),3452,(+/- 658 ),8176,(+/- 1352 ),7208,(+/- 1089 ),5682,(+/- 949 ),38125,(+/- 1858 ),30813,(+/- 1763 )
Housing,Value,"$100,000 to $149,999",38671,(+/- 1968 ),17262,(+/- 1669 ),13542,(+/- 1649 ),18648,(+/- 1336 ),19996,(+/- 1693 ),23867,(+/- 2029 ),39725,(+/- 2148 ),38284,(+/- 2162 )
Housing,Value,"$150,000 to $199,999",41472,(+/- 2332 ),35914,(+/- 2713 ),31580,(+/- 2234 ),29810,(+/- 2085 ),34172,(+/- 1964 ),44195,(+/- 2470 ),34370,(+/- 1657 ),42050,(+/- 2210 )
Housing,Value,"$200,000 to $299,999",40326,(+/- 2334 ),68202,(+/- 2676 ),55870,(+/- 2491 ),57985,(+/- 2857 ),52170,(+/- 2691 ),66636,(+/- 2975 ),35517,(+/- 1734 ),44815,(+/- 2018 )
Housing,Value,"$300,000 to $499,999",23536,(+/- 1498 ),51231,(+/- 2443 ),61326,(+/- 3287 ),39022,(+/- 1810 ),27210,(+/- 1758 ),40221,(+/- 2132 ),22990,(+/- 1470 ),27275,(+/- 1572 )
Housing,Value,"$500,000 to $999,999",5902,(+/- 702 ),13655,(+/- 1317 ),26448,(+/- 1990 ),12318,(+/- 1133 ),10340,(+/- 1208 ),9519,(+/- 1229 ),7359,(+/- 683 ),8029,(+/- 804 )
Housing,Value,"$1,000,000 or more",1564,(+/- 372 ),1446,(+/- 506 ),5632,(+/- 895 ),1040,(+/- 389 ),2517,(+/- 595 ),700,(+/- 286 ),1393,(+/- 346 ),1096,(+/- 267 )
Housing,Value,Median (dollars),163500,(+/- 2700 ),246900,(+/- 3319 ),285100,(+/- 5372 ),235700,(+/- 2796 ),221100,(+/- 2830 ),222700,(+/- 3210 ),152000,(+/- 2728 ),169000,(+/- 1971 )
Housing,Mortgage Status,Owner-occupied units,197479,(+/- 3243 ),199451,(+/- 2935 ),201428,(+/- 4681 ),172013,(+/- 3106 ),156430,(+/- 3414 ),198897,(+/- 3514 ),199931,(+/- 2926 ),206402,(+/- 3697 )
Housing,Mortgage Status,Housing units with a mortgage,123087,(+/- 3004 ),147609,(+/- 3084 ),148138,(+/- 4390 ),118175,(+/- 3266 ),111735,(+/- 3372 ),141270,(+/- 3551 ),113383,(+/- 2712 ),126392,(+/- 3154 )
Housing,Mortgage Status,Housing units without a mortgage,74392,(+/- 2624 ),51842,(+/- 2245 ),53290,(+/- 2634 ),53838,(+/- 2482 ),44695,(+/- 2873 ),57627,(+/- 2523 ),86548,(+/- 2240 ),80010,(+/- 2260 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units with a mortgage,123087,(+/- 3004 ),147609,(+/- 3084 ),148138,(+/- 4390 ),118175,(+/- 3266 ),111735,(+/- 3372 ),141270,(+/- 3551 ),113383,(+/- 2712 ),126392,(+/- 3154 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $500,2566,(+/- 587 ),1310,(+/- 496 ),759,(+/- 306 ),444,(+/- 227 ),533,(+/- 310 ),850,(+/- 339 ),3064,(+/- 595 ),3155,(+/- 658 )
Housing,Selected Monthly Owner Costs(SMOC),$500 to $999,34426,(+/- 1957 ),17319,(+/- 2082 ),10935,(+/- 1576 ),13647,(+/- 1438 ),14318,(+/- 1516 ),19781,(+/- 1818 ),38621,(+/- 1844 ),35123,(+/- 1920 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 to $1,499",45948,(+/- 2200 ),43551,(+/- 3059 ),38899,(+/- 2391 ),37320,(+/- 2389 ),38419,(+/- 2324 ),49892,(+/- 3076 ),38366,(+/- 1963 ),45407,(+/- 2064 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,500 to $1,999",22571,(+/- 1776 ),38639,(+/- 2510 ),36303,(+/- 2702 ),33657,(+/- 2207 ),31717,(+/- 2312 ),37872,(+/- 2532 ),20031,(+/- 1331 ),25152,(+/- 1582 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,000 to $2,499",9973,(+/- 1015 ),24833,(+/- 2089 ),25721,(+/- 2348 ),16332,(+/- 1756 ),14348,(+/- 1398 ),19603,(+/- 1695 ),7371,(+/- 774 ),9978,(+/- 1175 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,500 to $2,999",3861,(+/- 701 ),12386,(+/- 1589 ),14687,(+/- 1589 ),7978,(+/- 1157 ),4796,(+/- 822 ),7820,(+/- 1082 ),3153,(+/- 604 ),3898,(+/- 701 )
Housing,Selected Monthly Owner Costs(SMOC),"$3,000 or more",3742,(+/- 622 ),9571,(+/- 1139 ),20834,(+/- 1975 ),8797,(+/- 1308 ),7604,(+/- 1078 ),5452,(+/- 901 ),2777,(+/- 536 ),3679,(+/- 642 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),1253,(+/- 23 ),1641,(+/- 32 ),1800,(+/- 43 ),1605,(+/- 28 ),1535,(+/- 22 ),1501,(+/- 27 ),1171,(+/- 16 ),1253,(+/- 24 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units without a mortgage,74392,(+/- 2624 ),51842,(+/- 2245 ),53290,(+/- 2634 ),53838,(+/- 2482 ),44695,(+/- 2873 ),57627,(+/- 2523 ),86548,(+/- 2240 ),80010,(+/- 2260 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $250,7806,(+/- 716 ),2485,(+/- 713 ),1875,(+/- 598 ),2222,(+/- 499 ),2371,(+/- 617 ),2679,(+/- 675 ),10310,(+/- 925 ),10192,(+/- 1180 )
Housing,Selected Monthly Owner Costs(SMOC),$250 to $399,22777,(+/- 1703 ),10829,(+/- 1320 ),6433,(+/- 1166 ),8780,(+/- 1274 ),7160,(+/- 1116 ),13583,(+/- 1574 ),29089,(+/- 1369 ),26056,(+/- 1845 )
Housing,Selected Monthly Owner Costs(SMOC),$400 to $599,28367,(+/- 1689 ),21890,(+/- 1724 ),18673,(+/- 1729 ),22013,(+/- 1661 ),18392,(+/- 1554 ),25109,(+/- 1656 ),30216,(+/- 1422 ),27790,(+/- 1380 )
Housing,Selected Monthly Owner Costs(SMOC),$600 to $799,10221,(+/- 915 ),10942,(+/- 1455 ),13087,(+/- 1253 ),12560,(+/- 1249 ),9605,(+/- 1137 ),11804,(+/- 1198 ),10586,(+/- 929 ),10187,(+/- 1031 )
Housing,Selected Monthly Owner Costs(SMOC),$800 to $999,3379,(+/- 492 ),3244,(+/- 716 ),6662,(+/- 942 ),5022,(+/- 916 ),3206,(+/- 624 ),2979,(+/- 718 ),4219,(+/- 669 ),3736,(+/- 615 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 or more",1842,(+/- 415 ),2452,(+/- 551 ),6560,(+/- 876 ),3241,(+/- 613 ),3961,(+/- 772 ),1473,(+/- 428 ),2128,(+/- 332 ),2049,(+/- 415 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),439,(+/- 8 ),512,(+/- 13 ),597,(+/- 16 ),547,(+/- 11 ),535,(+/- 13 ),492,(+/- 11 ),422,(+/- 6 ),422,(+/- 8 )
Housing,Gross Rent,Occupied units paying rent,63759,(+/- 2780 ),57455,(+/- 2479 ),72433,(+/- 3710 ),93510,(+/- 3281 ),138199,(+/- 4488 ),51181,(+/- 2762 ),59615,(+/- 2741 ),54853,(+/- 2882 )
Housing,Gross Rent,Less than $500,12971,(+/- 1111 ),5125,(+/- 917 ),4455,(+/- 1106 ),10817,(+/- 1491 ),16387,(+/- 2368 ),6359,(+/- 1054 ),16110,(+/- 1467 ),14136,(+/- 1374 )
Housing,Gross Rent,$500 to $999,34929,(+/- 2233 ),21685,(+/- 2152 ),20430,(+/- 2283 ),40106,(+/- 2439 ),59422,(+/- 2988 ),26658,(+/- 2186 ),33627,(+/- 2112 ),28245,(+/- 2109 )
Housing,Gross Rent,"$1,000 to $1,499",11004,(+/- 1455 ),21306,(+/- 2156 ),29114,(+/- 2313 ),29189,(+/- 2321 ),40356,(+/- 2858 ),11866,(+/- 1523 ),7050,(+/- 1098 ),8975,(+/- 1314 )
Housing,Gross Rent,"$1,500 to $1,999",2838,(+/- 768 ),6822,(+/- 1342 ),13836,(+/- 1881 ),9566,(+/- 1402 ),15504,(+/- 2249 ),4930,(+/- 1227 ),1663,(+/- 604 ),2278,(+/- 742 )
Housing,Gross Rent,"$2,000 to $2,499",1032,(+/- 470 ),1392,(+/- 515 ),2595,(+/- 921 ),2427,(+/- 606 ),4276,(+/- 951 ),857,(+/- 565 ),963,(+/- 379 ),770,(+/- 330 )
Housing,Gross Rent,"$2,500 to $2,999",491,(+/- 279 ),553,(+/- 368 ),1278,(+/- 411 ),656,(+/- 463 ),1261,(+/- 587 ),64,(+/- 76 ),183,(+/- 154 ),123,(+/- 130 )
Housing,Gross Rent,"$3,000 or more",494,(+/- 296 ),572,(+/- 328 ),725,(+/- 405 ),749,(+/- 537 ),993,(+/- 433 ),447,(+/- 354 ),19,(+/- 19 ),326,(+/- 203 )
Housing,Gross Rent,Median (dollars),755,(+/- 20 ),1037,(+/- 36 ),1179,(+/- 27 ),965,(+/- 18 ),960,(+/- 16 ),889,(+/- 29 ),675,(+/- 19 ),724,(+/- 25 )
Housing,Gross Rent,No rent paid,4289,(+/- 620 ),2867,(+/- 768 ),1966,(+/- 651 ),2467,(+/- 789 ),2644,(+/- 799 ),1814,(+/- 565 ),5031,(+/- 714 ),4611,(+/- 709 )
Socioeconomic,Income and Benefits (In 2016 inflationlation-adjusted dollars),Total households,265527,(+/- 2264 ),259773,(+/- 2139 ),275827,(+/- 4006 ),267990,(+/- 2146 ),297273,(+/- 4876 ),251892,(+/- 2974 ),264577,(+/- 2895 ),265866,(+/- 2768 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"Less than $10,000",12894,(+/- 1368 ),7154,(+/- 1187 ),8690,(+/- 1699 ),12614,(+/- 1417 ),20098,(+/- 2125 ),8556,(+/- 1409 ),13698,(+/- 1384 ),15644,(+/- 1410 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$10,000 to $14,999",12618,(+/- 1328 ),6872,(+/- 997 ),5841,(+/- 1081 ),11368,(+/- 1641 ),15076,(+/- 2117 ),6931,(+/- 1334 ),15892,(+/- 1219 ),13927,(+/- 1373 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$15,000 to $24,999",23151,(+/- 2117 ),15980,(+/- 1907 ),17734,(+/- 1963 ),21566,(+/- 2063 ),29221,(+/- 2840 ),15783,(+/- 1951 ),27516,(+/- 1511 ),30016,(+/- 1948 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$25,000 to $34,999",22858,(+/- 1772 ),17590,(+/- 2163 ),15435,(+/- 1663 ),22779,(+/- 2365 ),25532,(+/- 2477 ),18046,(+/- 2054 ),28624,(+/- 1830 ),26723,(+/- 1817 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$35,000 to $49,999",38800,(+/- 2661 ),27491,(+/- 2325 ),29847,(+/- 2735 ),31899,(+/- 2209 ),37971,(+/- 2735 ),29493,(+/- 2133 ),38423,(+/- 1807 ),37573,(+/- 1890 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$50,000 to $74,999",52035,(+/- 2094 ),47338,(+/- 3023 ),45225,(+/- 2848 ),49197,(+/- 3030 ),50435,(+/- 2601 ),44190,(+/- 2487 ),52786,(+/- 2250 ),51610,(+/- 2013 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$75,000 to $99,999",38552,(+/- 2433 ),38462,(+/- 2246 ),34820,(+/- 2847 ),33490,(+/- 2532 ),38055,(+/- 2551 ),41654,(+/- 2953 ),38528,(+/- 1860 ),35102,(+/- 1786 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$100,000 to $149,999",39932,(+/- 2535 ),52071,(+/- 2833 ),51715,(+/- 2969 ),45285,(+/- 2631 ),44480,(+/- 2625 ),52963,(+/- 2851 ),32119,(+/- 1866 ),35949,(+/- 2186 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$150,000 to $199,000",13432,(+/- 1266 ),26432,(+/- 1937 ),28591,(+/- 2651 ),20806,(+/- 1831 ),17195,(+/- 1602 ),20320,(+/- 1961 ),8638,(+/- 902 ),10950,(+/- 1300 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$200,000 or more",11255,(+/- 1207 ),20383,(+/- 1830 ),37929,(+/- 2602 ),18986,(+/- 1649 ),19210,(+/- 1759 ),13956,(+/- 1642 ),8353,(+/- 1008 ),8372,(+/- 1002 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Median household income (dollars),60424,(+/- 1505 ),80128,(+/- 1761 ),84689,(+/- 3577 ),66175,(+/- 1996 ),59115,(+/- 1623 ),77049,(+/- 2365 ),52620,(+/- 1161 ),53676,(+/- 1375 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Mean household income (dollars),76114,(+/- 1876 ),98049,(+/- 1771 ),118546,(+/- 3251 ),88777,(+/- 2411 ),81707,(+/- 1911 ),91270,(+/- 2474 ),67637,(+/- 1384 ),68972,(+/- 1564 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population,662051,(+/- 2841 ),695245,(+/- 2810 ),707033,(+/- 4374 ),694855,(+/- 3042 ),701837,(+/- 5936 ),690457,(+/- 5960 ),659685,(+/- 3198 ),651275,(+/- 1870 )
Socioeconomic,Health Insurance Coverage,With health insurance coverage,630486,(+/- 3615 ),669531,(+/- 4608 ),685219,(+/- 5556 ),667399,(+/- 4814 ),663742,(+/- 6857 ),671232,(+/- 6574 ),626314,(+/- 4478 ),623569,(+/- 3040 )
Socioeconomic,Health Insurance Coverage,With private health insurance,508618,(+/- 7020 ),577216,(+/- 6956 ),586726,(+/- 9266 ),506439,(+/- 9538 ),492284,(+/- 9651 ),575928,(+/- 9363 ),476133,(+/- 6161 ),472626,(+/- 6663 )
Socioeconomic,Health Insurance Coverage,With public coverage,222418,(+/- 6476 ),179687,(+/- 7203 ),188327,(+/- 7505 ),246784,(+/- 8466 ),242402,(+/- 7743 ),179536,(+/- 6970 ),259981,(+/- 5782 ),271890,(+/- 6082 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,31565,(+/- 2701 ),25714,(+/- 3724 ),21814,(+/- 3565 ),27456,(+/- 3467 ),38095,(+/- 3645 ),19225,(+/- 2465 ),33371,(+/- 3279 ),27706,(+/- 2365 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population under 18 years,154553,(+/- 1710 ),175516,(+/- 2244 ),172641,(+/- 5434 ),166525,(+/- 2008 ),144180,(+/- 5151 ),175590,(+/- 3475 ),157466,(+/- 2347 ),139852,(+/- 1054 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,5091,(+/- 1329 ),5621,(+/- 1774 ),5220,(+/- 1798 ),5642,(+/- 1872 ),5561,(+/- 1909 ),2884,(+/- 1034 ),8541,(+/- 1594 ),4725,(+/- 1131 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All families,6.6,(+/- 0.8 ),3.3,(+/- 0.6 ),2.9,(+/- 0.6 ),7.3,(+/- 0.8 ),9.1,(+/- 1.1 ),3.7,(+/- 0.7 ),7.3,(+/- 0.8 ),7.8,(+/- 0.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,10.2,(+/- 1.6 ),5.1,(+/- 1.2 ),5.0,(+/- 1.2 ),12.6,(+/- 1.6 ),14.8,(+/- 2.0 ),5.8,(+/- 1.3 ),12.2,(+/- 1.6 ),14.7,(+/- 1.7 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,13.1,(+/- 3.9 ),3.7,(+/- 1.6 ),4.1,(+/- 2.3 ),8.4,(+/- 3.0 ),9.0,(+/- 3.4 ),4.4,(+/- 2.9 ),14.8,(+/- 3.9 ),20.9,(+/- 4.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Married couple families,3.6,(+/- 0.7 ),1.9,(+/- 0.5 ),1.3,(+/- 0.4 ),3.3,(+/- 0.7 ),4.3,(+/- 1.1 ),1.5,(+/- 0.4 ),3.2,(+/- 0.4 ),3.3,(+/- 0.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,4.7,(+/- 1.5 ),2.5,(+/- 0.9 ),2.0,(+/- 0.9 ),5.8,(+/- 1.5 ),5.9,(+/- 2.1 ),1.8,(+/- 0.7 ),3.6,(+/- 0.7 ),4.6,(+/- 1.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,4.9,(+/- 2.7 ),1.5,(+/- 1.3 ),1.6,(+/- 2.0 ),2.8,(+/- 2.2 ),3.2,(+/- 3.3 ),0.0,(+/- 0.7 ),0.8,(+/- 0.6 ),4.6,(+/- 2.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,"Families with female householder, no husband present",24.5,(+/- 3.9 ),12.7,(+/- 3.2 ),12.5,(+/- 3.5 ),24.4,(+/- 3.9 ),27.0,(+/- 4.4 ),19.0,(+/- 4.4 ),30.0,(+/- 4.4 ),33.8,(+/- 4.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,31.5,(+/- 5.1 ),17.8,(+/- 4.7 ),16.5,(+/- 4.9 ),31.6,(+/- 5.4 ),36.3,(+/- 6.0 ),24.7,(+/- 6.0 ),36.0,(+/- 5.3 ),44.1,(+/- 5.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,46.7,(+/- 14.0 ),10.0,(+/- 6.4 ),17.9,(+/- 11.0 ),29.3,(+/- 12.5 ),30.4,(+/- 12.7 ),27.5,(+/- 18.0 ),48.0,(+/- 12.2 ),63.5,(+/- 10.3 )
