Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$25,000 to $34,999",37592,(+/- 3060 ),26322,(+/- 2495 ),23840,(+/- 2441 ),26154,(+/- 2786 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$35,000 to $49,999",38672,(+/- 2772 ),37504,(+/- 3123 ),37138,(+/- 2388 ),35904,(+/- 2792 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$50,000 to $74,999",44573,(+/- 2937 ),53705,(+/- 2892 ),56990,(+/- 3033 ),49583,(+/- 3376 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$75,000 to $99,999",25431,(+/- 2398 ),33618,(+/- 2492 ),44237,(+/- 3467 ),31956,(+/- 2639 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$100,000 to $149,999",20015,(+/- 1840 ),40019,(+/- 2868 ),48184,(+/- 3283 ),34531,(+/- 2690 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$150,000 to $199,000",4131,(+/- 1088 ),13526,(+/- 1776 ),17310,(+/- 1774 ),10976,(+/- 1440 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$200,000 or more",4298,(+/- 818 ),14011,(+/- 2085 ),18919,(+/- 1894 ),8461,(+/- 1482 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Median household income (dollars),38000,(+/- 1516 ),58214,(+/- 1617 ),68396,(+/- 1901 ),55712,(+/- 2137 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Mean household income (dollars),53513,(+/- 1757 ),78543,(+/- 2794 ),87961,(+/- 2619 ),70968,(+/- 2094 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population,716591,(+/- 17973 ),705607,(+/- 3367 ),776977,(+/- 14581 ),706592,(+/- 14472 )
Socioeconomic,Health Insurance Coverage,With health insurance coverage,585353,(+/- 15978 ),641069,(+/- 6672 ),720847,(+/- 14686 ),628080,(+/- 14243 )
Socioeconomic,Health Insurance Coverage,With private health insurance,358485,(+/- 12606 ),487859,(+/- 9858 ),585654,(+/- 15608 ),449187,(+/- 12868 )
Socioeconomic,Health Insurance Coverage,With public coverage,278496,(+/- 12533 ),246566,(+/- 8537 ),220312,(+/- 9644 ),258351,(+/- 11584 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,131238,(+/- 9402 ),64538,(+/- 6170 ),56130,(+/- 5899 ),78512,(+/- 6295 )
Socioeconomic,Health Insurance Coverage,Civilian noninstitutionalized population under 18 years,165127,(+/- 9144 ),156806,(+/- 1841 ),175770,(+/- 8332 ),178732,(+/- 7824 )
Socioeconomic,Health Insurance Coverage,No health insurance coverage,15900,(+/- 3032 ),10326,(+/- 2114 ),8239,(+/- 2793 ),11394,(+/- 1950 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All families,16.8,(+/- 1.5 ),8.2,(+/- 1.1 ),6.7,(+/- 1.2 ),10.4,(+/- 1.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,26.1,(+/- 2.6 ),14.3,(+/- 2.0 ),9.5,(+/- 2.0 ),15.2,(+/- 1.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,33.9,(+/- 6.8 ),15.0,(+/- 5.2 ),11.7,(+/- 4.9 ),10.0,(+/- 3.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Married couple families,11.1,(+/- 1.6 ),3.7,(+/- 0.9 ),3.7,(+/- 0.9 ),6.0,(+/- 1.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,15.8,(+/- 3.2 ),5.5,(+/- 1.6 ),4.3,(+/- 1.6 ),6.8,(+/- 2.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,8.8,(+/- 6.3 ),3.0,(+/- 2.3 ),6.0,(+/- 3.4 ),1.9,(+/- 1.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,"Families with female householder, no husband present",31.5,(+/- 3.2 ),26.1,(+/- 4.3 ),19.9,(+/- 4.4 ),25.7,(+/- 3.6 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 18 years,44.0,(+/- 4.2 ),37.5,(+/- 6.4 ),25.4,(+/- 6.3 ),35.0,(+/- 5.1 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,With related children of the householder under 5 years only,65.6,(+/- 9.8 ),44.4,(+/- 16.2 ),40.1,(+/- 19.4 ),25.2,(+/- 11.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,All people,21.0,(+/- 1.6 ),12.3,(+/- 0.9 ),9.0,(+/- 1.0 ),13.3,(+/- 1.0 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Under 18 years,31.4,(+/- 3.6 ),16.5,(+/- 2.1 ),10.5,(+/- 2.1 ),18.4,(+/- 2.4 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 18 years,31.1,(+/- 3.6 ),15.9,(+/- 2.1 ),10.2,(+/- 2.1 ),18.0,(+/- 2.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder under 5 years,36.6,(+/- 5.0 ),18.0,(+/- 3.3 ),11.0,(+/- 3.7 ),18.0,(+/- 4.3 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Related children of the householder 5 to 17 years,29.0,(+/- 3.6 ),15.0,(+/- 2.7 ),9.9,(+/- 2.1 ),17.9,(+/- 2.8 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,18 years and over,18.0,(+/- 1.3 ),11.1,(+/- 0.7 ),8.6,(+/- 0.9 ),11.6,(+/- 0.9 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,65 years and over,12.0,(+/- 1.7 ),8.6,(+/- 1.3 ),6.6,(+/- 1.3 ),8.3,(+/- 1.5 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,People in families,18.6,(+/- 2.0 ),8.8,(+/- 1.2 ),6.9,(+/- 1.2 ),11.1,(+/- 1.2 )
Socioeconomic,Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level,Unrelated individuals 15 years and over,28.7,(+/- 1.9 ),24.5,(+/- 1.7 ),17.5,(+/- 1.5 ),23.3,(+/- 2.4 )
Education,School Enrollment,Population 3 years and over enrolled in school,161983,(+/- 8427 ),173903,(+/- 4920 ),180643,(+/- 8173 ),184151,(+/- 6829 )
Education,School Enrollment,"Nursery school, preschool",6179,(+/- 1644 ),9897,(+/- 1324 ),11092,(+/- 1910 ),8965,(+/- 1763 )
Education,School Enrollment,Kindergarten,8133,(+/- 1382 ),8388,(+/- 1813 ),8720,(+/- 1625 ),10372,(+/- 1732 )
Education,School Enrollment,Elementary school (grades 1-8),75027,(+/- 5321 ),70150,(+/- 2498 ),75038,(+/- 5301 ),81362,(+/- 4862 )
Education,School Enrollment,High school (grades 9-12),38857,(+/- 3338 ),35905,(+/- 2304 ),39128,(+/- 3260 ),44598,(+/- 3136 )
Education,School Enrollment,College or graduate school,33787,(+/- 3122 ),49563,(+/- 3579 ),46665,(+/- 4411 ),38854,(+/- 3103 )
Education,Educational Attainment,Population 25 years and over,482624,(+/- 11506 ),492221,(+/- 2413 ),554297,(+/- 10144 ),481468,(+/- 9440 )
Education,Educational Attainment,Less than 9th grade,56939,(+/- 4641 ),24395,(+/- 2992 ),12383,(+/- 2236 ),29175,(+/- 3349 )
Education,Educational Attainment,"9th to 12th grade, no diploma",52509,(+/- 4805 ),35139,(+/- 3229 ),25175,(+/- 2673 ),44818,(+/- 3843 )
Education,Educational Attainment,High school graduate (includes equivalency),157013,(+/- 7868 ),130074,(+/- 6017 ),152750,(+/- 8087 ),145220,(+/- 6491 )
Education,Educational Attainment,"Some college, no degree",115576,(+/- 6991 ),136248,(+/- 4277 ),142248,(+/- 5624 ),122831,(+/- 6186 )
Education,Educational Attainment,Associate's degree,27060,(+/- 2669 ),41007,(+/- 3324 ),47221,(+/- 3878 ),41054,(+/- 3462 )
Education,Educational Attainment,Bachelor's degree,53786,(+/- 4665 ),76462,(+/- 4446 ),113806,(+/- 5867 ),64493,(+/- 3589 )
Education,Educational Attainment,Graduate or professional degree,19741,(+/- 2194 ),48896,(+/- 3160 ),60714,(+/- 4249 ),33877,(+/- 2970 )
Education,Educational Attainment,Percent high school graduate or higher,77.3,(+/- 1.4 ),87.9,(+/- 0.8 ),93.2,(+/- 0.7 ),84.6,(+/- 1.0 )
Education,Educational Attainment,Percent bachelor's degree or higher,15.2,(+/- 1.0 ),25.5,(+/- 1.2 ),31.5,(+/- 1.2 ),20.4,(+/- 1.0 )

Source: 2016 American Community Survey 1-Year Estimates
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate.
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution.
An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution.
An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate.
An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate.
An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small.
An '(X)' means that the estimate is not applicable or not available
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,District 01 Estimate,District 01 Flag,District 02 Estimate,District 02 Flag,District 03 Estimate,District 03 Flag,District 04 Estimate,District 04 Flag
Business,Paid employees for pay period including March 12,Total for all sectors,419292,G,261384,G,279574,G,140516,G
Business,Paid employees for pay period including March 12,"Agriculture, forestry, fishing and hunting",19,J,86,J,9,G,17,G
Business,Paid employees for pay period including March 12,"Mining, quarrying, and oil and gas extraction",86,H,9213,G,361,J,2377,H
Business,Paid employees for pay period including March 12,Utilities,1417,J,1620,J,797,J,821,J
Business,Paid employees for pay period including March 12,Construction,17315,G,16029,G,19296,G,12746,G
Business,Paid employees for pay period including March 12,Manufacturing,5190,G,22787,G,9335,G,5062,G
Business,Paid employees for pay period including March 12,Wholesale trade,7449,G,12496,G,7883,G,5872,G
Business,Paid employees for pay period including March 12,Retail trade,48379,G,35651,G,40034,G,22893,G
Business,Paid employees for pay period including March 12,Transportation and warehousing,13517,G,15463,G,14577,H,7943,G
Business,Paid employees for pay period including March 12,Information,3397,G,4602,G,4838,G,3179,H
Business,Paid employees for pay period including March 12,Finance and insurance,7851,G,7847,G,14135,G,4203,H
Business,Paid employees for pay period including March 12,Real estate and rental and leasing,10940,G,5070,G,9794,G,3020,H
Business,Paid employees for pay period including March 12,"Professional, scientific, and technical services",16948,G,12759,G,20567,G,7301,G
Business,Paid employees for pay period including March 12,Management of companies and enterprises,6044,H,1879,G,7677,G,1924,G
Business,Paid employees for pay period including March 12,Administrative and support and waste management and remediation services,30053,G,19303,G,27565,G,11110,G
Business,Paid employees for pay period including March 12,Educational services,1894,G,2118,G,4465,G,2489,G
Business,Paid employees for pay period including March 12,Health care and social assistance,40511,G,31234,G,23264,G,17543,G
Business,Paid employees for pay period including March 12,"Arts, entertainment, and recreation",7981,G,7276,G,8483,G,4298,G
Business,Paid employees for pay period including March 12,Accommodation and food services,190365,H,46779,G,58749,G,22140,G
Business,Paid employees for pay period including March 12,Other services (except public administration),9907,G,9087,G,7710,G,5554,G
Business,Paid employees for pay period including March 12,Industries not classified,29,G,85,J,35,H,24,J
Business,"Annual payroll ($1,000)",Total for all sectors,16307715,G,11589087,G,11827026,G,5584017,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",1787,J,3440,G,311,H,793,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",5672,H,941357,G,14003,H,188713,H
Business,"Annual payroll ($1,000)",Utilities,158205,J,159167,J,90309,J,83954,J
Business,"Annual payroll ($1,000)",Construction,908295,G,845793,G,1185207,G,538215,G
Business,"Annual payroll ($1,000)",Manufacturing,235043,G,1408807,G,468609,G,227726,G
Business,"Annual payroll ($1,000)",Wholesale trade,377061,G,681380,G,564559,G,379619,G
Business,"Annual payroll ($1,000)",Retail trade,1351085,G,1041410,G,1068053,G,606002,G
Business,"Annual payroll ($1,000)",Transportation and warehousing,478645,G,652370,G,648649,H,328295,G
Business,"Annual payroll ($1,000)",Information,228348,G,307075,G,310785,G,178721,H
Business,"Annual payroll ($1,000)",Finance and insurance,455254,G,512289,G,861318,G,285524,H
Business,"Annual payroll ($1,000)",Real estate and rental and leasing,467160,G,211775,G,443885,G,122714,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",936691,G,770142,G,1318866,G,503214,H
Business,"Annual payroll ($1,000)",Management of companies and enterprises,643372,H,198668,G,601906,H,146364,G
Business,"Annual payroll ($1,000)",Administrative and support and waste management and remediation services,879184,G,670012,H,904642,G,387808,G
Business,"Annual payroll ($1,000)",Educational services,64058,G,64718,G,166077,G,90183,H
Business,"Annual payroll ($1,000)",Health care and social assistance,1996232,G,1628377,G,1271682,G,816727,H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",353009,G,199349,G,254290,G,99427,G
Business,"Annual payroll ($1,000)",Accommodation and food services,6462321,H,989490,G,1425324,H,436236,G
Business,"Annual payroll ($1,000)",Other services (except public administration),305399,G,301502,G,227452,G,163408,G
Business,"Annual payroll ($1,000)",Industries not classified,894,G,1966,G,1099,G,374,H
Business,Total Establishments,Total for all sectors,18368,X,18398,X,17028,X,9198,X
Business,Total Establishments,"Agriculture, forestry, fishing and hunting",6,X,30,X,5,X,12,X
Business,Total Establishments,"Mining, quarrying, and oil and gas extraction",13,X,115,X,24,X,49,X
Business,Total Establishments,Utilities,23,X,55,X,21,X,29,X
Business,Total Establishments,Construction,1035,X,1746,X,1137,X,861,X
Business,Total Establishments,Manufacturing,374,X,805,X,351,X,264,X
Business,Total Establishments,Wholesale trade,750,X,947,X,771,X,422,X
Business,Total Establishments,Retail trade,3066,X,2285,X,2140,X,1187,X
Business,Total Establishments,Transportation and warehousing,334,X,582,X,339,X,308,X
Business,Total Establishments,Information,329,X,381,X,380,X,147,X
Business,Total Establishments,Finance and insurance,1257,X,1123,X,1187,X,514,X
Business,Total Establishments,Real estate and rental and leasing,1294,X,1110,X,1247,X,602,X
Business,Total Establishments,"Professional, scientific, and technical services",2477,X,2440,X,2727,X,1048,X
Business,Total Establishments,Management of companies and enterprises,207,X,109,X,137,X,52,X
Business,Total Establishments,Administrative and support and waste management and remediation services,1288,X,1139,X,1145,X,659,X
Business,Total Establishments,Educational services,157,X,191,X,255,X,115,X
Business,Total Establishments,Health care and social assistance,1990,X,1803,X,1982,X,1148,X
Business,Total Establishments,"Arts, entertainment, and recreation",370,X,403,X,495,X,191,X
Business,Total Establishments,Accommodation and food services,2113,X,1706,X,1601,X,886,X
Business,Total Establishments,Other services (except public administration),1261,X,1385,X,1046,X,691,X
Business,Total Establishments,Industries not classified,24,X,43,X,38,X,13,X

Source: 2015 County Business Patterns for Congressional Districts
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
2. Industries not classified - Industry could not be determined.
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
5. Disclosure and Quality Indicator Flag Definitions:
D Withheld to avoid disclosing data for individual companies; data are included in higher level totals
G Cell value changed by less than 2 percent by the application of noise
H Cell value changed by at least 2 percent but less than 5 percent by the application of noise
J Cell value changed by 5 percent or more by the application of noise
S Cell value withheld because it did not meet publication standards
N Not available or not comparable
X Not applicable
a 0 to 19 employees
b 20 to 99 employees
c 100 to 249 employees
e 250 to 499 employees
f 500 to 999 employees
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
