Topic,Subject,Title,District 01 Estimate,District 01 MOE,District 02 Estimate,District 02 MOE,District 03 Estimate,District 03 MOE,District 04 Estimate,District 04 MOE,District 05 Estimate,District 05 MOE,District 06 Estimate,District 06 MOE,District 07 Estimate,District 07 MOE,District 08 Estimate,District 08 MOE,District 09 Estimate,District 09 MOE
Workers,Commuting to Work,Other means,5150,(+/- 1385 ),6712,(+/- 1750 ),10639,(+/- 2111 ),6414,(+/- 1313 ),9716,(+/- 1569 ),7224,(+/- 1496 ),19279,(+/- 2299 ),8768,(+/- 1651 ),3492,(+/- 1177 )
Workers,Commuting to Work,Worked at home,17248,(+/- 2269 ),24129,(+/- 3256 ),19028,(+/- 1927 ),20797,(+/- 1887 ),24348,(+/- 2933 ),22713,(+/- 2468 ),12910,(+/- 2100 ),16691,(+/- 1891 ),22225,(+/- 2567 )
Workers,Commuting to Work,Mean travel time to work (minutes),23.3,(+/- 0.5 ),27.5,(+/- 0.7 ),30.0,(+/- 0.6 ),31.5,(+/- 0.7 ),31.1,(+/- 0.5 ),30.5,(+/- 0.6 ),31.0,(+/- 0.7 ),32.4,(+/- 0.6 ),27.3,(+/- 0.8 )
Workers,Occupation,Civilian employed population 16 years and over,354907,(+/- 6199 ),383572,(+/- 8107 ),397726,(+/- 9469 ),395403,(+/- 7890 ),421203,(+/- 8178 ),403265,(+/- 6539 ),426624,(+/- 8730 ),419830,(+/- 8381 ),368480,(+/- 6669 )
Workers,Occupation,"Management, business, science, and arts occupations",131202,(+/- 5039 ),164559,(+/- 5177 ),167936,(+/- 6052 ),203494,(+/- 6209 ),234408,(+/- 7704 ),188676,(+/- 5159 ),198489,(+/- 7399 ),202107,(+/- 7523 ),136441,(+/- 5987 )
Workers,Occupation,Service occupations,69714,(+/- 4702 ),67843,(+/- 4367 ),75836,(+/- 5144 ),50642,(+/- 3267 ),64484,(+/- 5314 ),65247,(+/- 4690 ),95607,(+/- 5711 ),67203,(+/- 4367 ),71374,(+/- 4405 )
Workers,Occupation,Sales and office occupations,79272,(+/- 4521 ),84896,(+/- 4490 ),84851,(+/- 4926 ),88084,(+/- 4498 ),81893,(+/- 4500 ),87953,(+/- 4556 ),80365,(+/- 4331 ),91857,(+/- 4585 ),87881,(+/- 4155 )
Workers,Occupation,"Natural resources, construction, and maintenance occupations",28876,(+/- 2829 ),29945,(+/- 3233 ),28457,(+/- 2900 ),21147,(+/- 2365 ),18260,(+/- 2380 ),29282,(+/- 2690 ),20410,(+/- 2351 ),28168,(+/- 3077 ),38344,(+/- 3482 )
Workers,Occupation,"Production, transportation, and material moving occupations",45843,(+/- 3913 ),36329,(+/- 3352 ),40646,(+/- 3308 ),32036,(+/- 2805 ),22158,(+/- 2369 ),32107,(+/- 3130 ),31753,(+/- 3015 ),30495,(+/- 3114 ),34440,(+/- 3026 )
Workers,Industry,Civilian employed population 16 years and over,354907,(+/- 6199 ),383572,(+/- 8107 ),397726,(+/- 9469 ),395403,(+/- 7890 ),421203,(+/- 8178 ),403265,(+/- 6539 ),426624,(+/- 8730 ),419830,(+/- 8381 ),368480,(+/- 6669 )
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",2251,(+/- 597 ),2599,(+/- 925 ),1555,(+/- 588 ),1088,(+/- 455 ),315,(+/- 234 ),1885,(+/- 614 ),379,(+/- 313 ),638,(+/- 626 ),4915,(+/- 1614 )
Workers,Industry,Construction,20133,(+/- 2199 ),23633,(+/- 3260 ),22721,(+/- 2604 ),20602,(+/- 2530 ),17797,(+/- 2316 ),23469,(+/- 2466 ),16979,(+/- 2274 ),25652,(+/- 2656 ),33114,(+/- 3462 )
Workers,Industry,Manufacturing,39542,(+/- 3075 ),40149,(+/- 3268 ),54185,(+/- 3848 ),38478,(+/- 3316 ),31534,(+/- 3109 ),38623,(+/- 3018 ),20545,(+/- 2176 ),22721,(+/- 2653 ),24707,(+/- 2548 )
Workers,Industry,Wholesale trade,6715,(+/- 990 ),9517,(+/- 1563 ),7531,(+/- 1733 ),9679,(+/- 1576 ),9337,(+/- 1846 ),7050,(+/- 1309 ),9669,(+/- 1543 ),10244,(+/- 1993 ),11397,(+/- 1711 )
Workers,Industry,Retail trade,45397,(+/- 3679 ),42174,(+/- 3793 ),43144,(+/- 3391 ),42756,(+/- 3445 ),38497,(+/- 3220 ),41207,(+/- 3484 ),36301,(+/- 3571 ),42018,(+/- 3293 ),47440,(+/- 3674 )
Workers,Industry,"Transportation and warehousing, and utilities",17084,(+/- 2419 ),14827,(+/- 2166 ),14279,(+/- 2269 ),12875,(+/- 1836 ),10902,(+/- 1676 ),15429,(+/- 2606 ),16578,(+/- 2293 ),16436,(+/- 2654 ),13806,(+/- 1827 )
Workers,Industry,Information,5121,(+/- 1264 ),8678,(+/- 1521 ),10470,(+/- 1733 ),7946,(+/- 1157 ),11426,(+/- 1630 ),9857,(+/- 1603 ),11038,(+/- 1434 ),8863,(+/- 1470 ),7089,(+/- 1286 )
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",22438,(+/- 2212 ),21935,(+/- 2446 ),21181,(+/- 2319 ),35915,(+/- 2890 ),34129,(+/- 2967 ),29934,(+/- 2768 ),30942,(+/- 2557 ),43533,(+/- 3281 ),24271,(+/- 2657 )
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",28844,(+/- 3021 ),39827,(+/- 3226 ),55120,(+/- 4221 ),54880,(+/- 3633 ),81427,(+/- 4327 ),56966,(+/- 3739 ),69968,(+/- 4652 ),61097,(+/- 4132 ),37322,(+/- 2861 )
Workers,Industry,"Educational services, and health care and social assistance",108191,(+/- 3665 ),114798,(+/- 5345 ),104458,(+/- 4759 ),114773,(+/- 4961 ),120059,(+/- 4931 ),103367,(+/- 4622 ),129388,(+/- 6141 ),112727,(+/- 5026 ),93408,(+/- 4613 )
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",31801,(+/- 3072 ),31609,(+/- 3163 ),31243,(+/- 3070 ),26552,(+/- 2603 ),31166,(+/- 3322 ),36493,(+/- 3537 ),47807,(+/- 3952 ),38276,(+/- 3269 ),36180,(+/- 3536 )
Workers,Industry,"Other services, except public administration",14170,(+/- 1904 ),17619,(+/- 2864 ),17475,(+/- 2312 ),15715,(+/- 2057 ),19671,(+/- 2214 ),21149,(+/- 2554 ),22225,(+/- 2637 ),20965,(+/- 2641 ),18778,(+/- 2490 )
Workers,Industry,Public administration,13220,(+/- 2001 ),16207,(+/- 2128 ),14364,(+/- 1927 ),14144,(+/- 1663 ),14943,(+/- 1956 ),17836,(+/- 2298 ),14805,(+/- 2190 ),16660,(+/- 2513 ),16053,(+/- 2324 )
Workers,Class of Worker,Civilian employed population 16 years and over,354907,(+/- 6199 ),383572,(+/- 8107 ),397726,(+/- 9469 ),395403,(+/- 7890 ),421203,(+/- 8178 ),403265,(+/- 6539 ),426624,(+/- 8730 ),419830,(+/- 8381 ),368480,(+/- 6669 )
Workers,Class of Worker,Private wage and salary workers,281773,(+/- 6140 ),304880,(+/- 7710 ),328883,(+/- 8785 ),329331,(+/- 7583 ),346930,(+/- 7788 ),323482,(+/- 6395 ),366589,(+/- 8909 ),350811,(+/- 8141 ),293921,(+/- 6527 )
Workers,Class of Worker,Government workers,50052,(+/- 3164 ),55421,(+/- 4054 ),46769,(+/- 3367 ),44138,(+/- 2773 ),43449,(+/- 3110 ),53943,(+/- 3781 ),41751,(+/- 3165 ),50898,(+/- 3914 ),43592,(+/- 2994 )
Workers,Class of Worker,Self-employed in own not incorporated business workers,22853,(+/- 2645 ),22455,(+/- 2516 ),21744,(+/- 2631 ),21462,(+/- 2418 ),30413,(+/- 3192 ),25368,(+/- 2563 ),17718,(+/- 2196 ),17616,(+/- 2302 ),30286,(+/- 3667 )
Workers,Class of Worker,Unpaid family workers,229,(+/- 137 ),816,(+/- 436 ),330,(+/- 216 ),472,(+/- 218 ),411,(+/- 224 ),472,(+/- 218 ),566,(+/- 469 ),505,(+/- 252 ),681,(+/- 551 )
Housing,Housing Occupancy,Total housing units,319368,(+/- 2398 ),301201,(+/- 3691 ),285588,(+/- 4484 ),285798,(+/- 4234 ),310494,(+/- 4098 ),308176,(+/- 3400 ),314851,(+/- 5045 ),321126,(+/- 4465 ),411485,(+/- 3464 )
Housing,Housing Occupancy,Occupied housing units,285949,(+/- 3623 ),279000,(+/- 3890 ),270620,(+/- 4764 ),271263,(+/- 4343 ),292625,(+/- 3715 ),289280,(+/- 3512 ),292430,(+/- 4956 ),302523,(+/- 4892 ),295708,(+/- 5449 )
Housing,Housing Occupancy,Vacant housing units,33419,(+/- 2978 ),22201,(+/- 2902 ),14968,(+/- 2287 ),14535,(+/- 1811 ),17869,(+/- 2873 ),18896,(+/- 2869 ),22421,(+/- 2322 ),18603,(+/- 2524 ),115777,(+/- 4758 )
Housing,Housing Occupancy,Homeowner vacancy rate,1.3,(+/- 0.5 ),1.1,(+/- 0.4 ),0.8,(+/- 0.4 ),1.0,(+/- 0.4 ),0.4,(+/- 0.4 ),0.9,(+/- 0.4 ),1.3,(+/- 0.8 ),1.1,(+/- 0.5 ),1.8,(+/- 0.7 )
Housing,Housing Occupancy,Rental vacancy rate,4.9,(+/- 1.4 ),4.1,(+/- 1.3 ),4.2,(+/- 1.0 ),4.1,(+/- 1.4 ),3.9,(+/- 1.3 ),4.1,(+/- 1.3 ),3.2,(+/- 0.7 ),2.5,(+/- 0.9 ),6.1,(+/- 1.6 )
Housing,Housing Tenure,Occupied housing units,285949,(+/- 3623 ),279000,(+/- 3890 ),270620,(+/- 4764 ),271263,(+/- 4343 ),292625,(+/- 3715 ),289280,(+/- 3512 ),292430,(+/- 4956 ),302523,(+/- 4892 ),295708,(+/- 5449 )
Housing,Housing Tenure,Owner-occupied,186533,(+/- 4017 ),175453,(+/- 4286 ),171766,(+/- 4726 ),196337,(+/- 3646 ),172326,(+/- 4262 ),204782,(+/- 3864 ),98550,(+/- 3865 ),182761,(+/- 4786 ),210422,(+/- 5498 )
Housing,Housing Tenure,Renter-occupied,99416,(+/- 3861 ),103547,(+/- 4384 ),98854,(+/- 4419 ),74926,(+/- 4042 ),120299,(+/- 3775 ),84498,(+/- 3669 ),193880,(+/- 4403 ),119762,(+/- 4791 ),85286,(+/- 4353 )
Housing,Housing Tenure,Average household size of owner-occupied unit,2.53,(+/- 0.04 ),2.74,(+/- 0.05 ),2.91,(+/- 0.05 ),2.85,(+/- 0.04 ),2.69,(+/- 0.04 ),2.77,(+/- 0.04 ),2.56,(+/- 0.07 ),2.75,(+/- 0.05 ),2.56,(+/- 0.05 )
Housing,Housing Tenure,Average household size of renter-occupied unit,2.33,(+/- 0.08 ),2.15,(+/- 0.06 ),2.46,(+/- 0.07 ),2.21,(+/- 0.08 ),2.22,(+/- 0.06 ),2.13,(+/- 0.07 ),2.42,(+/- 0.04 ),2.13,(+/- 0.06 ),2.19,(+/- 0.07 )
Housing,Year Householder Moved into Unit,Occupied housing units,285949,(+/- 3623 ),279000,(+/- 3890 ),270620,(+/- 4764 ),271263,(+/- 4343 ),292625,(+/- 3715 ),289280,(+/- 3512 ),292430,(+/- 4956 ),302523,(+/- 4892 ),295708,(+/- 5449 )
Housing,Year Householder Moved into Unit,Moved in 2015 or later,41312,(+/- 3556 ),45549,(+/- 3159 ),41506,(+/- 3041 ),36964,(+/- 2823 ),52037,(+/- 3498 ),39864,(+/- 2699 ),71303,(+/- 3829 ),55472,(+/- 4001 ),39249,(+/- 3436 )
Housing,Year Householder Moved into Unit,Moved in 2010 to 2014,71107,(+/- 3842 ),75216,(+/- 3980 ),71676,(+/- 3991 ),66772,(+/- 3720 ),80919,(+/- 3835 ),71963,(+/- 3945 ),99198,(+/- 4713 ),84690,(+/- 4263 ),74522,(+/- 3799 )
Housing,Year Householder Moved into Unit,Moved in 2000 to 2009,72610,(+/- 3300 ),72368,(+/- 3854 ),72983,(+/- 4337 ),71996,(+/- 3657 ),69356,(+/- 3662 ),77969,(+/- 3914 ),62842,(+/- 3429 ),71269,(+/- 4207 ),79556,(+/- 3987 )
Housing,Year Householder Moved into Unit,Moved in 1990 to 1999,42225,(+/- 2932 ),36711,(+/- 2548 ),42243,(+/- 2844 ),44739,(+/- 2558 ),39091,(+/- 2791 ),43146,(+/- 2983 ),28267,(+/- 2455 ),37607,(+/- 3063 ),48923,(+/- 3318 )
Housing,Year Householder Moved into Unit,Moved in 1980 to 1989,25899,(+/- 1970 ),21416,(+/- 1907 ),18743,(+/- 1685 ),22372,(+/- 1971 ),22429,(+/- 1798 ),22511,(+/- 2108 ),14467,(+/- 1920 ),21281,(+/- 2007 ),24347,(+/- 1990 )
Housing,Year Householder Moved into Unit,Moved in 1979 and earlier,32796,(+/- 1918 ),27740,(+/- 1910 ),23469,(+/- 2091 ),28420,(+/- 2329 ),28793,(+/- 2630 ),33827,(+/- 2381 ),16353,(+/- 1608 ),32204,(+/- 2436 ),29111,(+/- 2701 )
Housing,Value,Owner-occupied units,186533,(+/- 4017 ),175453,(+/- 4286 ),171766,(+/- 4726 ),196337,(+/- 3646 ),172326,(+/- 4262 ),204782,(+/- 3864 ),98550,(+/- 3865 ),182761,(+/- 4786 ),210422,(+/- 5498 )
Housing,Value,"Less than $50,000",5009,(+/- 1137 ),2312,(+/- 713 ),2564,(+/- 664 ),1756,(+/- 649 ),1776,(+/- 520 ),2835,(+/- 631 ),850,(+/- 357 ),2131,(+/- 632 ),2682,(+/- 640 )
Housing,Value,"$50,000 to $99,999",6831,(+/- 1186 ),5038,(+/- 1143 ),1810,(+/- 586 ),2116,(+/- 649 ),1144,(+/- 558 ),1382,(+/- 553 ),417,(+/- 221 ),828,(+/- 385 ),3149,(+/- 777 )
Housing,Value,"$100,000 to $149,999",27284,(+/- 2312 ),11482,(+/- 1558 ),6982,(+/- 1221 ),4329,(+/- 975 ),1596,(+/- 678 ),3743,(+/- 925 ),787,(+/- 450 ),2300,(+/- 713 ),5978,(+/- 966 )
Housing,Value,"$150,000 to $199,999",46601,(+/- 2721 ),25627,(+/- 2470 ),16840,(+/- 1638 ),9383,(+/- 1592 ),2046,(+/- 686 ),5905,(+/- 1382 ),2854,(+/- 834 ),6594,(+/- 1147 ),14783,(+/- 2309 )
Housing,Value,"$200,000 to $299,999",56069,(+/- 2974 ),58910,(+/- 2968 ),44049,(+/- 2862 ),41160,(+/- 2632 ),12528,(+/- 1652 ),25745,(+/- 2076 ),12245,(+/- 1499 ),28986,(+/- 2377 ),50401,(+/- 3263 )
Housing,Value,"$300,000 to $499,999",35754,(+/- 2396 ),53830,(+/- 2961 ),62745,(+/- 3132 ),64496,(+/- 3257 ),63663,(+/- 3525 ),97325,(+/- 3730 ),38285,(+/- 2471 ),81378,(+/- 3708 ),80482,(+/- 3810 )
Housing,Value,"$500,000 to $999,999",7262,(+/- 1013 ),17086,(+/- 1525 ),31257,(+/- 1825 ),49839,(+/- 2908 ),71662,(+/- 3396 ),61487,(+/- 2892 ),34602,(+/- 2238 ),52592,(+/- 3156 ),42028,(+/- 2987 )
Housing,Value,"$1,000,000 or more",1723,(+/- 456 ),1168,(+/- 487 ),5519,(+/- 1059 ),23258,(+/- 1673 ),17911,(+/- 1731 ),6360,(+/- 1087 ),8510,(+/- 1263 ),7952,(+/- 1302 ),10919,(+/- 1206 )
Housing,Value,Median (dollars),211300,(+/- 3886 ),271200,(+/- 4944 ),333700,(+/- 5567 ),397500,(+/- 6643 ),516700,(+/- 12764 ),422300,(+/- 6504 ),465200,(+/- 10921 ),413000,(+/- 7316 ),355100,(+/- 6239 )
Housing,Mortgage Status,Owner-occupied units,186533,(+/- 4017 ),175453,(+/- 4286 ),171766,(+/- 4726 ),196337,(+/- 3646 ),172326,(+/- 4262 ),204782,(+/- 3864 ),98550,(+/- 3865 ),182761,(+/- 4786 ),210422,(+/- 5498 )
Housing,Mortgage Status,Housing units with a mortgage,124789,(+/- 3938 ),122073,(+/- 4621 ),122647,(+/- 4047 ),137946,(+/- 3651 ),119412,(+/- 4601 ),146941,(+/- 4393 ),70836,(+/- 3429 ),130324,(+/- 4937 ),137304,(+/- 4919 )
Housing,Mortgage Status,Housing units without a mortgage,61744,(+/- 2512 ),53380,(+/- 3056 ),49119,(+/- 3586 ),58391,(+/- 3207 ),52914,(+/- 3197 ),57841,(+/- 3198 ),27714,(+/- 2171 ),52437,(+/- 2814 ),73118,(+/- 3370 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units with a mortgage,124789,(+/- 3938 ),122073,(+/- 4621 ),122647,(+/- 4047 ),137946,(+/- 3651 ),119412,(+/- 4601 ),146941,(+/- 4393 ),70836,(+/- 3429 ),130324,(+/- 4937 ),137304,(+/- 4919 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $500,687,(+/- 442 ),408,(+/- 295 ),235,(+/- 179 ),290,(+/- 288 ),252,(+/- 222 ),176,(+/- 183 ),232,(+/- 245 ),355,(+/- 260 ),270,(+/- 187 )
Housing,Selected Monthly Owner Costs(SMOC),$500 to $999,17722,(+/- 2004 ),10162,(+/- 1513 ),5044,(+/- 884 ),4991,(+/- 1187 ),2919,(+/- 705 ),5219,(+/- 1011 ),2845,(+/- 814 ),4696,(+/- 1099 ),9861,(+/- 1468 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 to $1,499",45235,(+/- 2972 ),28438,(+/- 2690 ),23573,(+/- 2246 ),17679,(+/- 1627 ),10574,(+/- 1653 ),17888,(+/- 1858 ),9752,(+/- 1276 ),15288,(+/- 1931 ),27849,(+/- 2789 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,500 to $1,999",34421,(+/- 2614 ),35229,(+/- 2674 ),29757,(+/- 2533 ),28969,(+/- 2383 ),19638,(+/- 1825 ),32490,(+/- 2526 ),14087,(+/- 1846 ),30878,(+/- 2477 ),36836,(+/- 3284 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,000 to $2,499",14294,(+/- 1765 ),22942,(+/- 1846 ),24525,(+/- 2519 ),27866,(+/- 2370 ),25281,(+/- 2300 ),36102,(+/- 2723 ),16519,(+/- 1891 ),31232,(+/- 2394 ),26086,(+/- 2725 )
Housing,Selected Monthly Owner Costs(SMOC),"$2,500 to $2,999",6738,(+/- 1194 ),12519,(+/- 1471 ),17197,(+/- 1510 ),20001,(+/- 1954 ),20316,(+/- 2019 ),23694,(+/- 1911 ),12217,(+/- 1611 ),21870,(+/- 2379 ),17102,(+/- 2268 )
Housing,Selected Monthly Owner Costs(SMOC),"$3,000 or more",5692,(+/- 1012 ),12375,(+/- 1660 ),22316,(+/- 1928 ),38150,(+/- 2207 ),40432,(+/- 2572 ),31372,(+/- 2229 ),15184,(+/- 1918 ),26005,(+/- 2438 ),19300,(+/- 2146 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),1488,(+/- 25 ),1796,(+/- 35 ),2055,(+/- 49 ),2306,(+/- 39 ),2526,(+/- 50 ),2245,(+/- 29 ),2257,(+/- 52 ),2223,(+/- 38 ),1919,(+/- 37 )
Housing,Selected Monthly Owner Costs(SMOC),Housing units without a mortgage,61744,(+/- 2512 ),53380,(+/- 3056 ),49119,(+/- 3586 ),58391,(+/- 3207 ),52914,(+/- 3197 ),57841,(+/- 3198 ),27714,(+/- 2171 ),52437,(+/- 2814 ),73118,(+/- 3370 )
Housing,Selected Monthly Owner Costs(SMOC),Less than $250,1498,(+/- 553 ),981,(+/- 433 ),523,(+/- 327 ),659,(+/- 360 ),684,(+/- 345 ),1506,(+/- 633 ),847,(+/- 370 ),974,(+/- 500 ),1850,(+/- 530 )
Housing,Selected Monthly Owner Costs(SMOC),$250 to $399,6214,(+/- 1201 ),3246,(+/- 818 ),2404,(+/- 560 ),3448,(+/- 915 ),1198,(+/- 468 ),1615,(+/- 633 ),2247,(+/- 658 ),2006,(+/- 574 ),5785,(+/- 1131 )
Housing,Selected Monthly Owner Costs(SMOC),$400 to $599,25060,(+/- 1979 ),16245,(+/- 1758 ),10688,(+/- 1523 ),11574,(+/- 1535 ),6789,(+/- 1052 ),8931,(+/- 1350 ),5916,(+/- 1046 ),9763,(+/- 1549 ),20149,(+/- 2285 )
Housing,Selected Monthly Owner Costs(SMOC),$600 to $799,16066,(+/- 1835 ),16571,(+/- 1855 ),12469,(+/- 1542 ),13975,(+/- 1431 ),11217,(+/- 1417 ),16600,(+/- 1992 ),5841,(+/- 1002 ),16400,(+/- 1735 ),18378,(+/- 1957 )
Housing,Selected Monthly Owner Costs(SMOC),$800 to $999,6891,(+/- 1174 ),9409,(+/- 1138 ),10572,(+/- 1568 ),9897,(+/- 1294 ),11882,(+/- 1536 ),12821,(+/- 1377 ),4615,(+/- 851 ),10421,(+/- 1437 ),13386,(+/- 1930 )
Housing,Selected Monthly Owner Costs(SMOC),"$1,000 or more",6015,(+/- 1034 ),6928,(+/- 1140 ),12463,(+/- 1369 ),18838,(+/- 1661 ),21144,(+/- 2081 ),16368,(+/- 1791 ),8248,(+/- 1301 ),12873,(+/- 1495 ),13570,(+/- 1735 )
Housing,Selected Monthly Owner Costs(SMOC),Median (dollars),588,(+/- 12 ),673,(+/- 18 ),774,(+/- 22 ),793,(+/- 27 ),912,(+/- 27 ),806,(+/- 20 ),763,(+/- 43 ),761,(+/- 19 ),681,(+/- 20 )
Housing,Gross Rent,Occupied units paying rent,95937,(+/- 3891 ),99250,(+/- 4100 ),95351,(+/- 4499 ),71669,(+/- 4051 ),116459,(+/- 3709 ),81156,(+/- 3554 ),190705,(+/- 4639 ),115684,(+/- 4437 ),81568,(+/- 4168 )
Housing,Gross Rent,Less than $500,16842,(+/- 1777 ),13376,(+/- 1615 ),12438,(+/- 1887 ),8190,(+/- 1507 ),11599,(+/- 1755 ),13354,(+/- 1772 ),34686,(+/- 2215 ),13847,(+/- 1752 ),12110,(+/- 1843 )
Housing,Gross Rent,$500 to $999,49032,(+/- 3698 ),39533,(+/- 2625 ),25898,(+/- 2537 ),20653,(+/- 2434 ),14961,(+/- 1696 ),13353,(+/- 1689 ),25463,(+/- 2487 ),14918,(+/- 2087 ),32300,(+/- 2962 )
Housing,Gross Rent,"$1,000 to $1,499",22778,(+/- 2386 ),34116,(+/- 2681 ),38675,(+/- 2621 ),16443,(+/- 1906 ),29755,(+/- 2730 ),30479,(+/- 2466 ),40389,(+/- 2948 ),33359,(+/- 3006 ),21930,(+/- 2578 )
Housing,Gross Rent,"$1,500 to $1,999",5089,(+/- 1157 ),8222,(+/- 1534 ),12910,(+/- 1856 ),13437,(+/- 1996 ),35146,(+/- 2975 ),16219,(+/- 1821 ),45986,(+/- 3336 ),27060,(+/- 2690 ),10971,(+/- 1840 )
Housing,Gross Rent,"$2,000 to $2,499",1710,(+/- 905 ),2688,(+/- 802 ),3913,(+/- 1254 ),6517,(+/- 1164 ),14266,(+/- 2007 ),5888,(+/- 1229 ),22408,(+/- 2280 ),13347,(+/- 2021 ),3033,(+/- 811 )
Housing,Gross Rent,"$2,500 to $2,999",193,(+/- 189 ),853,(+/- 465 ),1114,(+/- 502 ),3730,(+/- 942 ),6183,(+/- 1320 ),881,(+/- 405 ),11332,(+/- 1865 ),6611,(+/- 1362 ),731,(+/- 569 )
Housing,Gross Rent,"$3,000 or more",293,(+/- 352 ),462,(+/- 316 ),403,(+/- 431 ),2699,(+/- 760 ),4549,(+/- 1089 ),982,(+/- 504 ),10441,(+/- 1607 ),6542,(+/- 1375 ),493,(+/- 294 )
Housing,Gross Rent,Median (dollars),849,(+/- 20 ),972,(+/- 18 ),1109,(+/- 29 ),1240,(+/- 70 ),1527,(+/- 43 ),1202,(+/- 30 ),1444,(+/- 33 ),1439,(+/- 38 ),942,(+/- 37 )
Housing,Gross Rent,No rent paid,3479,(+/- 843 ),4297,(+/- 1001 ),3503,(+/- 904 ),3257,(+/- 852 ),3840,(+/- 915 ),3342,(+/- 858 ),3175,(+/- 758 ),4078,(+/- 1045 ),3718,(+/- 985 )
Socioeconomic,Income and Benefits (In 2016 inflationlation-adjusted dollars),Total households,285949,(+/- 3623 ),279000,(+/- 3890 ),270620,(+/- 4764 ),271263,(+/- 4343 ),292625,(+/- 3715 ),289280,(+/- 3512 ),292430,(+/- 4956 ),302523,(+/- 4892 ),295708,(+/- 5449 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"Less than $10,000",18775,(+/- 2153 ),16869,(+/- 2008 ),15303,(+/- 2000 ),10985,(+/- 1773 ),13228,(+/- 1804 ),13138,(+/- 1790 ),32403,(+/- 2891 ),16306,(+/- 1736 ),13317,(+/- 1594 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$10,000 to $14,999",15729,(+/- 1762 ),11741,(+/- 1728 ),11150,(+/- 1538 ),6681,(+/- 1191 ),10319,(+/- 1527 ),12797,(+/- 1760 ),17681,(+/- 2314 ),12141,(+/- 1857 ),13254,(+/- 1648 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$15,000 to $24,999",29279,(+/- 2143 ),23376,(+/- 2077 ),21521,(+/- 2125 ),14575,(+/- 2258 ),16248,(+/- 1777 ),17846,(+/- 1797 ),26106,(+/- 2325 ),21857,(+/- 1891 ),24739,(+/- 2550 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$25,000 to $34,999",28916,(+/- 2318 ),25687,(+/- 2571 ),17964,(+/- 1985 ),14990,(+/- 1626 ),16461,(+/- 1834 ),16326,(+/- 2159 ),21815,(+/- 2523 ),18876,(+/- 2426 ),23074,(+/- 2433 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$35,000 to $49,999",37654,(+/- 2941 ),33668,(+/- 2898 ),27808,(+/- 2722 ),24531,(+/- 2709 ),24751,(+/- 2330 ),25053,(+/- 1951 ),27021,(+/- 2756 ),27437,(+/- 2574 ),35348,(+/- 2868 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$50,000 to $74,999",45471,(+/- 3383 ),42685,(+/- 2787 ),36608,(+/- 2822 ),33228,(+/- 2662 ),41364,(+/- 3250 ),44055,(+/- 3401 ),43957,(+/- 3111 ),41989,(+/- 2809 ),51247,(+/- 3146 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$75,000 to $99,999",38117,(+/- 2435 ),35579,(+/- 2491 ),35263,(+/- 3016 ),32116,(+/- 2693 ),34447,(+/- 2742 ),39439,(+/- 2864 ),29835,(+/- 2415 ),38682,(+/- 3548 ),38094,(+/- 2848 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$100,000 to $149,999",45059,(+/- 3151 ),46721,(+/- 3064 ),47215,(+/- 3377 ),54876,(+/- 3273 ),54073,(+/- 3530 ),53880,(+/- 3539 ),45638,(+/- 3150 ),58078,(+/- 3419 ),51762,(+/- 3582 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$150,000 to $199,000",14933,(+/- 1997 ),21546,(+/- 1864 ),28317,(+/- 2244 ),31292,(+/- 2726 ),33254,(+/- 2270 ),29811,(+/- 2204 ),23535,(+/- 2184 ),31873,(+/- 2665 ),20907,(+/- 2191 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),"$200,000 or more",12016,(+/- 1543 ),21128,(+/- 1908 ),29471,(+/- 2198 ),47989,(+/- 2654 ),48480,(+/- 3121 ),36935,(+/- 2594 ),24439,(+/- 2116 ),35284,(+/- 2774 ),23966,(+/- 2076 )
Socioeconomic,Income and Benefits (In 2016 inflation-adjusted dollars),Median household income (dollars),55716,(+/- 2458 ),64868,(+/- 2713 ),77995,(+/- 3030 ),98530,(+/- 3576 ),92268,(+/- 2070 ),84913,(+/- 2501 ),60873,(+/- 1974 ),82333,(+/- 2307 ),68173,(+/- 1873 )
